,state,county,percent_vac
2511,TN,BLEDSOE,0.292
2512,TN,BLOUNT,0.448
2513,TN,BRADLEY,0.344
2514,TN,CAMPBELL,0.352
2515,TN,CANNON,0.251
2516,TN,CARROLL,0.404
2517,TN,CARTER,0.332
2518,TN,CHEATHAM,0.41
2519,TN,CHESTER,0.304
2520,TN,CLAIBORNE,0.371
2521,TN,CLAY,0.324
2522,TN,COCKE,0.432
2523,TN,COFFEE,0.375
2524,TN,CROCKETT,0.386
2525,TN,CUMBERLAND,0.408
2526,TN,DAVIDSON,0.547
2527,TN,DECATUR,0.318
2528,TN,DEKALB,0.339
2529,TN,DICKSON,0.384
2530,TN,DYER,0.311
2531,TN,FAYETTE,0.485
2532,TN,FENTRESS,0.278
2533,TN,FRANKLIN,0.35
2534,TN,GIBSON,0.364
2535,TN,GILES,0.324
2536,TN,GRAINGER,0.413
2537,TN,GREENE,0.397
2538,TN,GRUNDY,0.226
2539,TN,HAMBLEN,0.351
2540,TN,HAMILTON,0.483
2541,TN,HANCOCK,0.277
2542,TN,HARDEMAN,0.38
2543,TN,HARDIN,0.343
2544,TN,HAWKINS,0.363
2545,TN,HAYWOOD,0.442
2546,TN,HENDERSON,0.364
2547,TN,HENRY,0.398
2548,TN,HICKMAN,0.343
2549,TN,HOUSTON,0.346
2550,TN,HUMPHREYS,0.337
2551,TN,JACKSON,0.419
2552,TN,JEFFERSON,0.445
2553,TN,JOHNSON,0.328
2554,TN,KNOX,0.519
2555,TN,LAKE,0.362
2556,TN,LAUDERDALE,0.366
2557,TN,LAWRENCE,0.305
2558,TN,LEWIS,0.296
2559,TN,LINCOLN,0.346
2560,TN,LOUDON,0.555
2561,TN,MCMINN,0.33
2562,TN,MCNAIRY,0.387
2563,TN,MACON,0.251
2564,TN,MADISON,0.55
2565,TN,MARION,0.385
2566,TN,MARSHALL,0.439
2567,TN,MAURY,0.531
2568,TN,MEIGS,0.57
2569,TN,MONROE,0.365
2570,TN,MONTGOMERY,0.317
2571,TN,MOORE,0.193
2572,TN,MORGAN,0.451
2573,TN,OBION,0.324
2574,TN,OVERTON,0.297
2575,TN,PERRY,0.324
2576,TN,PICKETT,0.381
2577,TN,POLK,0.358
2578,TN,PUTNAM,0.428
2579,TN,RHEA,0.365
2580,TN,ROANE,0.376
2581,TN,ROBERTSON,0.419
2582,TN,RUTHERFORD,0.424
2583,TN,SCOTT,0.42
2584,TN,SEQUATCHIE,0.282
2585,TN,SEVIER,0.419
2586,TN,SHELBY,0.464
2587,TN,SMITH,0.268
2588,TN,STEWART,0.338
2589,TN,SULLIVAN,0.454
2590,TN,SUMNER,0.398
2591,TN,TIPTON,0.319
2592,TN,TROUSDALE,0.309
2593,TN,UNICOI,0.458
2594,TN,UNION,0.307
2595,TN,VAN BUREN,0.469
2596,TN,WARREN,0.353
2597,TN,WASHINGTON,0.524
2598,TN,WAYNE,0.386
2599,TN,WEAKLEY,0.307
2600,TN,WHITE,0.358
2601,TN,WILLIAMSON,0.569
2602,TN,WILSON,0.433
2603,TX,ANDERSON,0.357
2604,TX,ANDREWS,0.373
2605,TX,ANGELINA,0.38
2606,TX,ARANSAS,0.559
2607,TX,ARCHER,0.414
2608,TX,ARMSTRONG,0.357
2609,TX,ATASCOSA,0.43
2610,TX,AUSTIN,0.45
2611,TX,BAILEY,0.36
2612,TX,BANDERA,0.408
2613,TX,BASTROP,0.51
2614,TX,BAYLOR,0.36
2615,TX,BEE,0.431
2616,TX,BELL,0.342
2617,TX,BEXAR,0.572
2618,TX,BLANCO,0.492
2619,TX,BORDEN,0.281
2620,TX,BOSQUE,0.396
2621,TX,BOWIE,0.305
2622,TX,BRAZORIA,0.508
2623,TX,BRAZOS,0.469
2624,TX,BREWSTER,0.527
2625,TX,BRISCOE,0.355
2626,TX,BROOKS,0.571
2627,TX,BROWN,0.345
2628,TX,BURLESON,0.413
2629,TX,BURNET,0.461
2630,TX,CALDWELL,0.473
2631,TX,CALHOUN,0.482
2632,TX,CALLAHAN,0.321
2633,TX,CAMERON,0.673
2634,TX,CAMP,0.357
2635,TX,CARSON,0.293
2636,TX,CASS,0.295
2637,TX,CASTRO,0.364
2638,TX,CHAMBERS,0.409
2639,TX,CHEROKEE,0.318
2640,TX,CHILDRESS,0.439
2641,TX,CLAY,0.373
2642,TX,COCHRAN,0.341
2643,TX,COKE,0.345
2644,TX,COLEMAN,0.333
2645,TX,COLLIN,0.605
2646,TX,COLLINGSWORTH,0.3
2647,TX,COLORADO,0.467
2648,TX,COMAL,0.55
2649,TX,COMANCHE,0.384
2650,TX,CONCHO,0.474
2651,TX,COOKE,0.348
2652,TX,CORYELL,0.327
2653,TX,COTTLE,0.351
2654,TX,CRANE,0.331
2655,TX,CROCKETT,0.384
2656,TX,CROSBY,0.392
2657,TX,CULBERSON,0.498
2658,TX,DALLAM,0.409
2659,TX,DALLAS,0.528
2660,TX,DAWSON,0.298
2661,TX,DEAF SMITH,0.359
2662,TX,DELTA,0.291
2663,TX,DENTON,0.552
2664,TX,DEWITT,0.389
2665,TX,DICKENS,0.285
2666,TX,DIMMIT,0.761
2667,TX,DONLEY,0.343
2668,TX,DUVAL,0.578
2669,TX,EASTLAND,0.311
2670,TX,ECTOR,0.362
2671,TX,EDWARDS,0.334
2672,TX,ELLIS,0.45
2673,TX,EL PASO,0.679
2674,TX,ERATH,0.306
2675,TX,FALLS,0.382
2676,TX,FANNIN,0.344
2677,TX,FAYETTE,0.474
2678,TX,FISHER,0.313
2679,TX,FLOYD,0.382
2680,TX,FOARD,0.397
2681,TX,FORT BEND,0.642
2682,TX,FRANKLIN,0.32
2683,TX,FREESTONE,0.325
2684,TX,FRIO,0.418
2685,TX,GAINES,0.174
2686,TX,GALVESTON,0.525
2687,TX,GARZA,0.462
2688,TX,GILLESPIE,0.495
2689,TX,GLASSCOCK,0.378
2690,TX,GOLIAD,0.373
2691,TX,GONZALES,0.412
2692,TX,GRAY,0.331
2693,TX,GRAYSON,0.377
2694,TX,GREGG,0.389
2695,TX,GRIMES,0.459
2696,TX,GUADALUPE,0.481
2697,TX,HALE,0.348
2698,TX,HALL,0.39
2699,TX,HAMILTON,0.432
2700,TX,HANSFORD,0.366
2701,TX,HARDEMAN,0.386
2702,TX,HARDIN,0.318
2703,TX,HARRIS,0.549
2704,TX,HARRISON,0.325
2705,TX,HARTLEY,0.467
2706,TX,HASKELL,0.365
2707,TX,HAYS,0.566
2708,TX,HEMPHILL,0.379
2709,TX,HENDERSON,0.347
2710,TX,HIDALGO,0.648
2711,TX,HILL,0.353
2712,TX,HOCKLEY,0.368
2713,TX,HOOD,0.435
2714,TX,HOPKINS,0.333
2715,TX,HOUSTON,0.362
2716,TX,HOWARD,0.303
2717,TX,HUDSPETH,0.624
2718,TX,HUNT,0.351
2719,TX,HUTCHINSON,0.303
2720,TX,IRION,0.364
2721,TX,JACK,0.321
2722,TX,JACKSON,0.383
2723,TX,JASPER,0.314
2724,TX,JEFF DAVIS,0.518
2725,TX,JEFFERSON,0.418
2726,TX,JIM HOGG,0.552
2727,TX,JIM WELLS,0.505
2728,TX,JOHNSON,0.389
2729,TX,JONES,0.379
2730,TX,KARNES,0.456
2731,TX,KAUFMAN,0.438
2732,TX,KENDALL,0.561
2733,TX,KENEDY,0.51
2734,TX,KENT,0.348
2735,TX,KERR,0.432
2736,TX,KIMBLE,0.403
2737,TX,KING,0.162
2738,TX,KINNEY,0.416
2739,TX,KLEBERG,0.582
2740,TX,KNOX,0.343
2741,TX,LAMAR,0.33
2742,TX,LAMB,0.373
2743,TX,LAMPASAS,0.385
2744,TX,LA SALLE,0.58
2745,TX,LAVACA,0.383
2746,TX,LEE,0.418
2747,TX,LEON,0.34
2748,TX,LIBERTY,0.363
2749,TX,LIMESTONE,0.339
2750,TX,LIPSCOMB,0.273
2751,TX,LIVE OAK,0.291
2752,TX,LLANO,0.477
2753,TX,LOVING,0.201
2754,TX,LUBBOCK,0.427
2755,TX,LYNN,0.347
2756,TX,MCCULLOCH,0.319
2757,TX,MCLENNAN,0.425
2758,TX,MCMULLEN,0.39
2759,TX,MADISON,0.363
2760,TX,MARION,0.355
2761,TX,MARTIN,0.287
2762,TX,MASON,0.428
2763,TX,MATAGORDA,0.42
2764,TX,MAVERICK,0.711
2765,TX,MEDINA,0.477
2766,TX,MENARD,0.436
2767,TX,MIDLAND,0.369
2768,TX,MILAM,0.385
2769,TX,MILLS,0.374
2770,TX,MITCHELL,0.305
2771,TX,MONTAGUE,0.315
2772,TX,MONTGOMERY,0.492
2773,TX,MOORE,0.412
2774,TX,MORRIS,0.36
2775,TX,MOTLEY,0.32
2776,TX,NACOGDOCHES,0.39
2777,TX,NAVARRO,0.401
2778,TX,NEWTON,0.211
2779,TX,NOLAN,0.373
2780,TX,NUECES,0.506
2781,TX,OCHILTREE,0.333
2782,TX,OLDHAM,0.298
2783,TX,ORANGE,0.309
2784,TX,PALO PINTO,0.326
2785,TX,PANOLA,0.278
2786,TX,PARKER,0.394
2787,TX,PARMER,0.349
2788,TX,PECOS,0.512
2789,TX,POLK,0.375
2790,TX,POTTER,0.386
2791,TX,PRESIDIO,0.85
2792,TX,RAINS,0.309
2793,TX,RANDALL,0.398
2794,TX,REAGAN,0.321
2795,TX,REAL,0.425
2796,TX,RED RIVER,0.329
2797,TX,REEVES,0.564
2798,TX,REFUGIO,0.485
2799,TX,ROBERTS,0.247
2800,TX,ROBERTSON,0.385
2801,TX,ROCKWALL,0.524
2802,TX,RUNNELS,0.378
2803,TX,RUSK,0.321
2804,TX,SABINE,0.323
2805,TX,SAN AUGUSTINE,0.381
2806,TX,SAN JACINTO,0.296
2807,TX,SAN PATRICIO,0.494
2808,TX,SAN SABA,0.324
2809,TX,SCHLEICHER,0.378
2810,TX,SCURRY,0.38
2811,TX,SHACKELFORD,0.328
2812,TX,SHELBY,0.288
2813,TX,SHERMAN,0.322
2814,TX,SMITH,0.393
2815,TX,SOMERVELL,0.374
2816,TX,STARR,0.682
2817,TX,STEPHENS,0.308
2818,TX,STERLING,0.331
2819,TX,STONEWALL,0.361
2820,TX,SUTTON,0.386
2821,TX,SWISHER,0.339
2822,TX,TARRANT,0.494
2823,TX,TAYLOR,0.395
2824,TX,TERRELL,0.495
2825,TX,TERRY,0.374
2826,TX,THROCKMORTON,0.378
2827,TX,TITUS,0.351
2828,TX,TOM GREEN,0.403
2829,TX,TRAVIS,0.64
2830,TX,TRINITY,0.372
2831,TX,TYLER,0.317
2832,TX,UPSHUR,0.281
2833,TX,UPTON,0.359
2834,TX,UVALDE,0.47
2835,TX,VAL VERDE,0.593
2836,TX,VAN ZANDT,0.315
2837,TX,VICTORIA,0.421
2838,TX,WALKER,0.436
2839,TX,WALLER,0.37
2840,TX,WARD,0.347
2841,TX,WASHINGTON,0.457
2842,TX,WEBB,0.738
2843,TX,WHARTON,0.441
2844,TX,WHEELER,0.339
2845,TX,WICHITA,0.387
2846,TX,WILBARGER,0.426
2847,TX,WILLACY,0.57
2848,TX,WILLIAMSON,0.608
2849,TX,WILSON,0.445
2850,TX,WINKLER,0.322
2851,TX,WISE,0.333
2852,TX,WOOD,0.377
2853,TX,YOAKUM,0.352
2854,TX,YOUNG,0.335
2855,TX,ZAPATA,0.57
2856,TX,ZAVALA,0.465
2857,UT,BEAVER,0.388
2858,UT,BOX ELDER,0.414
2859,UT,CACHE,0.487
2860,UT,CARBON,0.43
2861,UT,DAGGETT,0.579
2862,UT,DAVIS,0.536
2863,UT,DUCHESNE,0.374
2864,UT,EMERY,0.376
2865,UT,GARFIELD,0.498
2866,UT,GRAND,0.634
2867,UT,IRON,0.367
2868,UT,JUAB,0.319
2869,UT,KANE,0.428
2870,UT,MILLARD,0.373
2871,UT,MORGAN,0.427
2872,UT,PIUTE,0.349
2873,UT,RICH,0.461
2874,UT,SALT LAKE,0.598
2875,UT,SAN JUAN,0.53
2876,UT,SANPETE,0.335
2877,UT,SEVIER,0.348
2878,UT,SUMMIT,0.802
2879,UT,TOOELE,0.478
2880,UT,UINTAH,0.372
2881,UT,UTAH,0.458
2882,UT,WASATCH,0.498
2883,UT,WASHINGTON,0.436
2884,UT,WAYNE,0.466
2885,UT,WEBER,0.491
2886,VA,ACCOMACK,0.519
2887,VA,ALBEMARLE,0.69
2888,VA,ALLEGHANY,0.503
2889,VA,AMELIA,0.44
2890,VA,AMHERST,0.447
2891,VA,APPOMATTOX,0.415
2892,VA,ARLINGTON,0.627
2893,VA,AUGUSTA,0.503
2894,VA,BATH,0.495
2895,VA,BEDFORD,0.46
2896,VA,BLAND,0.42
2897,VA,BOTETOURT,0.54
2898,VA,BRUNSWICK,0.426
2899,VA,BUCHANAN,0.43
2900,VA,BUCKINGHAM,0.47
2901,VA,CAMPBELL,0.437
2902,VA,CAROLINE,0.452
2903,VA,CARROLL,0.359
2904,VA,CHARLES CITY,0.558
2905,VA,CHARLOTTE,0.449
2906,VA,CHESTERFIELD,0.572
2907,VA,CLARKE,0.566
2908,VA,CRAIG,0.395
2909,VA,CULPEPER,0.507
2910,VA,CUMBERLAND,0.434
2911,VA,DICKENSON,0.432
2912,VA,DINWIDDIE,0.412
2913,VA,ESSEX,0.525
2914,VA,FAIRFAX,0.649
2915,VA,FAUQUIER,0.574
2916,VA,FLOYD,0.447
2917,VA,FLUVANNA,0.596
2918,VA,FRANKLIN,0.431
2919,VA,FREDERICK,0.49
2920,VA,GILES,0.476
2921,VA,GLOUCESTER,0.514
2922,VA,GOOCHLAND,0.657
2923,VA,GRAYSON,0.407
2924,VA,GREENE,0.563
2925,VA,GREENSVILLE,0.411
2926,VA,HALIFAX,0.422
2927,VA,HANOVER,0.607
2928,VA,HENRICO,0.606
2929,VA,HENRY,0.432
2930,VA,HIGHLAND,0.526
2931,VA,ISLE OF WIGHT,0.548
2932,VA,JAMES CITY,0.632
2933,VA,KING AND QUEEN,0.494
2934,VA,KING GEORGE,0.435
2935,VA,KING WILLIAM,0.49
2936,VA,LANCASTER,0.634
2937,VA,LEE,0.343
2938,VA,LOUDOUN,0.639
2939,VA,LOUISA,0.503
2940,VA,LUNENBURG,0.453
2941,VA,MADISON,0.51
2942,VA,MATHEWS,0.555
2943,VA,MECKLENBURG,0.458
2944,VA,MIDDLESEX,0.584
2945,VA,MONTGOMERY,0.488
2946,VA,NELSON,0.608
2947,VA,NEW KENT,0.516
2948,VA,NORTHAMPTON,0.655
2949,VA,NORTHUMBERLAND,0.588
2950,VA,NOTTOWAY,0.457
2951,VA,ORANGE,0.5
2952,VA,PAGE,0.405
2953,VA,PATRICK,0.362
2954,VA,PITTSYLVANIA,0.428
2955,VA,POWHATAN,0.499
2956,VA,PRINCE EDWARD,0.396
2957,VA,PRINCE GEORGE,0.373
2958,VA,PRINCE WILLIAM,0.584
2959,VA,PULASKI,0.465
2960,VA,RAPPAHANNOCK,0.559
2961,VA,RICHMOND,0.463
2962,VA,ROANOKE,0.599
2963,VA,ROCKBRIDGE,0.522
2964,VA,ROCKINGHAM,0.476
2965,VA,RUSSELL,0.447
2966,VA,SCOTT,0.383
2967,VA,SHENANDOAH,0.48
2968,VA,SMYTH,0.462
2969,VA,SOUTHAMPTON,0.452
2970,VA,SPOTSYLVANIA,0.494
2971,VA,STAFFORD,0.486
2972,VA,SURRY,0.522
2973,VA,SUSSEX,0.42
2974,VA,TAZEWELL,0.387
2975,VA,WARREN,0.44
2976,VA,WASHINGTON,0.472
2977,VA,WESTMORELAND,0.513
2978,VA,WISE,0.419
2979,VA,WYTHE,0.395
2980,VA,YORK,0.548
2981,VA,ALEXANDRIA CITY,0.616
2982,VA,BRISTOL CITY,0.436
2983,VA,BUENA VISTA CITY,0.481
2984,VA,CHARLOTTESVILLE CITY,0.602
2985,VA,CHESAPEAKE CITY,0.492
2986,VA,COLONIAL HEIGHTS CITY,0.495
2987,VA,COVINGTON CITY,0.461
2988,VA,DANVILLE CITY,0.458
2989,VA,EMPORIA CITY,0.417
2990,VA,FAIRFAX CITY,0.68
2991,VA,FALLS CHURCH CITY,0.659
2992,VA,FRANKLIN CITY,0.514
2993,VA,FREDERICKSBURG CITY,0.471
2994,VA,GALAX CITY,0.496
2995,VA,HAMPTON CITY,0.472
2996,VA,HARRISONBURG CITY,0.477
2997,VA,HOPEWELL CITY,0.408
2998,VA,LEXINGTON CITY,0.497
2999,VA,LYNCHBURG CITY,0.41
3002,VA,MARTINSVILLE CITY,0.513
3003,VA,NEWPORT NEWS CITY,0.463
3004,VA,NORFOLK CITY,0.403
3005,VA,NORTON CITY,0.462
3006,VA,PETERSBURG CITY,0.452
3007,VA,POQUOSON CITY,0.579
3008,VA,PORTSMOUTH CITY,0.422
3009,VA,RADFORD CITY,0.445
3010,VA,RICHMOND CITY,0.487
3011,VA,ROANOKE CITY,0.5
3012,VA,SALEM CITY,0.559
3013,VA,STAUNTON CITY,0.589
3014,VA,SUFFOLK CITY,0.48
3015,VA,VIRGINIA BEACH CITY,0.517
3016,VA,WAYNESBORO CITY,0.545
3017,VA,WILLIAMSBURG CITY,0.495
3018,VA,WINCHESTER CITY,0.556
3019,VT,ADDISON,0.741
3020,VT,BENNINGTON,0.702
3021,VT,CALEDONIA,0.63
3022,VT,CHITTENDEN,0.763
3023,VT,ESSEX,0.523
3024,VT,FRANKLIN,0.636
3025,VT,GRAND ISLE,0.76
3026,VT,LAMOILLE,0.751
3027,VT,ORANGE,0.654
3028,VT,ORLEANS,0.62
3029,VT,RUTLAND,0.703
3030,VT,WASHINGTON,0.746
3031,VT,WINDHAM,0.689
3032,VT,WINDSOR,0.678
3033,WA,ADAMS,0.446
3034,WA,ASOTIN,0.349
3035,WA,BENTON,0.509
3036,WA,CHELAN,0.614
3037,WA,CLALLAM,0.618
3038,WA,CLARK,0.583
3039,WA,COLUMBIA,0.401
3040,WA,COWLITZ,0.537
3041,WA,DOUGLAS,0.526
3042,WA,FERRY,0.498
3043,WA,FRANKLIN,0.419
3044,WA,GARFIELD,0.374
3045,WA,GRANT,0.46
3046,WA,GRAYS HARBOR,0.525
3047,WA,ISLAND,0.621
3048,WA,JEFFERSON,0.709
3049,WA,KING,0.736
3050,WA,KITSAP,0.605
3051,WA,KITTITAS,0.499
3052,WA,KLICKITAT,0.444
3053,WA,LEWIS,0.454
3054,WA,LINCOLN,0.432
3055,WA,MASON,0.525
3056,WA,OKANOGAN,0.605
3057,WA,PACIFIC,0.503
3058,WA,PEND OREILLE,0.352
3059,WA,PIERCE,0.577
3060,WA,SAN JUAN,0.754
3061,WA,SKAGIT,0.604
3062,WA,SKAMANIA,0.36
3063,WA,SNOHOMISH,0.646
3064,WA,SPOKANE,0.549
3065,WA,STEVENS,0.346
3066,WA,THURSTON,0.579
3067,WA,WAHKIAKUM,0.451
3068,WA,WALLA WALLA,0.562
3069,WA,WHATCOM,0.71
3070,WA,WHITMAN,0.442
3071,WA,YAKIMA,0.531
3072,WI,ADAMS,0.494
3073,WI,ASHLAND,0.605
3074,WI,BARRON,0.466
3075,WI,BAYFIELD,0.747
3076,WI,BROWN,0.548
3077,WI,BUFFALO,0.45
3078,WI,BURNETT,0.52
3079,WI,CALUMET,0.484
3080,WI,CHIPPEWA,0.491
3081,WI,CLARK,0.313
3082,WI,COLUMBIA,0.585
3083,WI,CRAWFORD,0.506
3084,WI,DANE,0.739
3085,WI,DODGE,0.445
3086,WI,DOOR,0.7
3087,WI,DOUGLAS,0.412
3088,WI,DUNN,0.424
3089,WI,EAU CLAIRE,0.537
3090,WI,FLORENCE,0.41
3091,WI,FOND DU LAC,0.474
3092,WI,FOREST,0.51
3093,WI,GRANT,0.488
3094,WI,GREEN,0.563
3095,WI,GREEN LAKE,0.468
3096,WI,IOWA,0.62
3097,WI,IRON,0.535
3098,WI,JACKSON,0.433
3099,WI,JEFFERSON,0.497
3100,WI,JUNEAU,0.469
3101,WI,KENOSHA,0.518
3102,WI,KEWAUNEE,0.445
3103,WI,LA CROSSE,0.601
3104,WI,LAFAYETTE,0.532
3105,WI,LANGLADE,0.468
3106,WI,LINCOLN,0.486
3107,WI,MANITOWOC,0.522
3108,WI,MARATHON,0.517
3109,WI,MARINETTE,0.443
3110,WI,MARQUETTE,0.467
3111,WI,MENOMINEE,0.576
3112,WI,MILWAUKEE,0.546
3113,WI,MONROE,0.455
3114,WI,OCONTO,0.456
3115,WI,ONEIDA,0.584
3116,WI,OUTAGAMIE,0.547
3117,WI,OZAUKEE,0.638
3118,WI,PEPIN,0.442
3119,WI,PIERCE,0.398
3120,WI,POLK,0.453
3121,WI,PORTAGE,0.54
3122,WI,PRICE,0.532
3123,WI,RACINE,0.514
3124,WI,RICHLAND,0.526
3125,WI,ROCK,0.609
3126,WI,RUSK,0.354
3127,WI,ST. CROIX,0.437
3128,WI,SAUK,0.561
3129,WI,SAWYER,0.528
3130,WI,SHAWANO,0.461
3131,WI,SHEBOYGAN,0.53
3132,WI,TAYLOR,0.296
3133,WI,TREMPEALEAU,0.56
3134,WI,VERNON,0.485
3135,WI,VILAS,0.576
3136,WI,WALWORTH,0.471
3137,WI,WASHBURN,0.569
3138,WI,WASHINGTON,0.497
3139,WI,WAUKESHA,0.613
3140,WI,WAUPACA,0.457
3141,WI,WAUSHARA,0.382
3142,WI,WINNEBAGO,0.523
3143,WI,WOOD,0.527
3144,WV,BARBOUR,0.418
3145,WV,BERKELEY,0.394
3146,WV,BOONE,0.456
3147,WV,BRAXTON,0.443
3148,WV,BROOKE,0.414
3149,WV,CABELL,0.513
3150,WV,CALHOUN,0.375
3151,WV,CLAY,0.412
3152,WV,DODDRIDGE,0.517
3153,WV,FAYETTE,0.511
3154,WV,GILMER,0.335
3155,WV,GRANT,0.375
3156,WV,GREENBRIER,0.486
3157,WV,HAMPSHIRE,0.363
3158,WV,HANCOCK,0.545
3159,WV,HARDY,0.47
3160,WV,HARRISON,0.433
3161,WV,JACKSON,0.436
3162,WV,JEFFERSON,0.483
3163,WV,KANAWHA,0.59
3164,WV,LEWIS,0.494
3165,WV,LINCOLN,0.437
3166,WV,LOGAN,0.502
3167,WV,MCDOWELL,0.395
3168,WV,MARION,0.49
3169,WV,MARSHALL,0.403
3170,WV,MASON,0.346
3171,WV,MERCER,0.439
3172,WV,MINERAL,0.378
3173,WV,MINGO,0.278
3174,WV,MONONGALIA,0.526
3175,WV,MONROE,0.383
3176,WV,MORGAN,0.303
3177,WV,NICHOLAS,0.445
3178,WV,OHIO,0.554
3179,WV,PENDLETON,0.474
3180,WV,PLEASANTS,0.421
3181,WV,POCAHONTAS,0.469
3182,WV,PRESTON,0.391
3183,WV,PUTNAM,0.513
3184,WV,RALEIGH,0.473
3185,WV,RANDOLPH,0.475
3186,WV,RITCHIE,0.402
3187,WV,ROANE,0.421
3188,WV,SUMMERS,0.402
3189,WV,TAYLOR,0.401
3190,WV,TUCKER,0.544
3191,WV,TYLER,0.35
3192,WV,UPSHUR,0.428
3193,WV,WAYNE,0.44
3194,WV,WEBSTER,0.418
3195,WV,WETZEL,0.462
3196,WV,WIRT,0.368
3197,WV,WOOD,0.458
3198,WV,WYOMING,0.447
3199,WY,ALBANY,0.489
3200,WY,BIG HORN,0.306
3201,WY,CAMPBELL,0.231
3202,WY,CARBON,0.41
3203,WY,CONVERSE,0.279
3204,WY,CROOK,0.24
3205,WY,FREMONT,0.513
3206,WY,GOSHEN,0.323
3207,WY,HOT SPRINGS,0.396
3208,WY,JOHNSON,0.37
3209,WY,LARAMIE,0.469
3210,WY,LINCOLN,0.325
3211,WY,NATRONA,0.38
3212,WY,NIOBRARA,0.255
3213,WY,PARK,0.405
3214,WY,PLATTE,0.338
3215,WY,SHERIDAN,0.438
3216,WY,SUBLETTE,0.294
3217,WY,SWEETWATER,0.379
3218,WY,TETON,0.829
3219,WY,UINTA,0.381
3220,WY,WASHAKIE,0.341
3221,WY,WESTON,0.298
