,state,county,percent_vac
878,IN,VERMILLION,0.402
879,IN,VIGO,0.438
880,IN,WABASH,0.375
881,IN,WARREN,0.397
882,IN,WARRICK,0.556
883,IN,WASHINGTON,0.352
884,IN,WAYNE,0.416
885,IN,WELLS,0.375
886,IN,WHITE,0.487
887,IN,WHITLEY,0.423
888,KS,ALLEN,0.391
889,KS,ANDERSON,0.371
890,KS,ATCHISON,0.388
891,KS,BARBER,0.41
892,KS,BARTON,0.372
893,KS,BOURBON,0.324
894,KS,BROWN,0.514
895,KS,BUTLER,0.412
896,KS,CHASE,0.385
897,KS,CHAUTAUQUA,0.363
898,KS,CHEROKEE,0.399
899,KS,CHEYENNE,0.409
900,KS,CLARK,0.412
901,KS,CLAY,0.486
902,KS,CLOUD,0.41
903,KS,COFFEY,0.443
904,KS,COMANCHE,0.411
905,KS,COWLEY,0.416
906,KS,CRAWFORD,0.422
907,KS,DECATUR,0.35
908,KS,DICKINSON,0.455
909,KS,DONIPHAN,0.378
910,KS,DOUGLAS,0.65
911,KS,EDWARDS,0.415
912,KS,ELK,0.29
913,KS,ELLIS,0.435
914,KS,ELLSWORTH,0.482
915,KS,FINNEY,0.405
916,KS,FORD,0.359
917,KS,FRANKLIN,0.443
918,KS,GEARY,0.61
919,KS,GOVE,0.454
920,KS,GRAHAM,0.646
921,KS,GRANT,0.389
922,KS,GRAY,0.348
923,KS,GREELEY,0.438
924,KS,GREENWOOD,0.431
925,KS,HAMILTON,0.321
926,KS,HARPER,0.403
927,KS,HARVEY,0.403
928,KS,HASKELL,0.317
929,KS,HODGEMAN,0.407
930,KS,JACKSON,0.556
931,KS,JEFFERSON,0.481
932,KS,JEWELL,0.402
933,KS,JOHNSON,0.693
934,KS,KEARNY,0.435
935,KS,KINGMAN,0.404
936,KS,KIOWA,0.426
937,KS,LABETTE,0.419
938,KS,LANE,0.38
939,KS,LEAVENWORTH,0.535
940,KS,LINCOLN,0.392
941,KS,LINN,0.314
942,KS,LOGAN,0.413
943,KS,LYON,0.489
944,KS,MCPHERSON,0.474
945,KS,MARION,0.434
946,KS,MARSHALL,0.551
947,KS,MEADE,0.393
948,KS,MIAMI,0.421
949,KS,MITCHELL,0.476
950,KS,MONTGOMERY,0.392
951,KS,MORRIS,0.494
952,KS,MORTON,0.335
953,KS,NEMAHA,0.459
954,KS,NEOSHO,0.233
955,KS,NESS,0.46
956,KS,NORTON,0.435
957,KS,OSAGE,0.441
958,KS,OSBORNE,0.371
959,KS,OTTAWA,0.353
960,KS,PAWNEE,0.467
961,KS,PHILLIPS,0.391
962,KS,POTTAWATOMIE,0.347
963,KS,PRATT,0.433
964,KS,RAWLINS,0.37
965,KS,RENO,0.439
966,KS,REPUBLIC,0.446
967,KS,RICE,0.386
968,KS,RILEY,0.34
969,KS,ROOKS,0.411
970,KS,RUSH,0.445
971,KS,RUSSELL,0.364
972,KS,SALINE,0.43
973,KS,SCOTT,0.39
974,KS,SEDGWICK,0.475
975,KS,SEWARD,0.457
976,KS,SHAWNEE,0.536
977,KS,SHERIDAN,0.317
978,KS,SHERMAN,0.37
979,KS,SMITH,0.406
980,KS,STAFFORD,0.387
981,KS,STANTON,0.408
982,KS,STEVENS,0.279
983,KS,SUMNER,0.365
984,KS,THOMAS,0.366
985,KS,TREGO,0.341
986,KS,WABAUNSEE,0.405
987,KS,WALLACE,0.319
988,KS,WASHINGTON,0.451
989,KS,WICHITA,0.416
990,KS,WILSON,0.363
991,KS,WOODSON,0.373
992,KS,WYANDOTTE,0.461
993,KY,ADAIR,0.325
994,KY,ALLEN,0.352
995,KY,ANDERSON,0.548
996,KY,BALLARD,0.287
997,KY,BARREN,0.393
998,KY,BATH,0.452
999,KY,BELL,0.389
1000,KY,BOONE,0.615
1001,KY,BOURBON,0.509
1002,KY,BOYD,0.43
1003,KY,BOYLE,0.54
1004,KY,BRACKEN,0.394
1005,KY,BREATHITT,0.402
1006,KY,BRECKINRIDGE,0.367
1007,KY,BULLITT,0.423
1008,KY,BUTLER,0.384
1009,KY,CALDWELL,0.432
1010,KY,CALLOWAY,0.425
1011,KY,CAMPBELL,0.601
1012,KY,CARLISLE,0.336
1013,KY,CARROLL,0.44
1014,KY,CARTER,0.395
1015,KY,CASEY,0.298
1016,KY,CHRISTIAN,0.278
1017,KY,CLARK,0.512
1018,KY,CLAY,0.355
1019,KY,CLINTON,0.303
1020,KY,CRITTENDEN,0.323
1021,KY,CUMBERLAND,0.341
1022,KY,DAVIESS,0.479
1023,KY,EDMONSON,0.329
1024,KY,ELLIOTT,0.286
1025,KY,ESTILL,0.424
1026,KY,FAYETTE,0.673
1027,KY,FLEMING,0.409
1028,KY,FLOYD,0.462
1029,KY,FRANKLIN,0.684
1030,KY,FULTON,0.484
1031,KY,GALLATIN,0.353
1032,KY,GARRARD,0.422
1033,KY,GRANT,0.439
1034,KY,GRAVES,0.377
1035,KY,GRAYSON,0.426
1036,KY,GREEN,0.357
1037,KY,GREENUP,0.412
1038,KY,HANCOCK,0.515
1039,KY,HARDIN,0.551
1040,KY,HARLAN,0.371
1041,KY,HARRISON,0.427
1042,KY,HART,0.306
1043,KY,HENDERSON,0.429
1044,KY,HENRY,0.495
1045,KY,HICKMAN,0.312
1046,KY,HOPKINS,0.442
1047,KY,JACKSON,0.285
1048,KY,JEFFERSON,0.617
1049,KY,JESSAMINE,0.512
1050,KY,JOHNSON,0.403
1051,KY,KENTON,0.579
1052,KY,KNOTT,0.396
1053,KY,KNOX,0.298
1054,KY,LARUE,0.371
1055,KY,LAUREL,0.342
1056,KY,LAWRENCE,0.383
1057,KY,LEE,0.409
1058,KY,LESLIE,0.442
1059,KY,LETCHER,0.44
1060,KY,LEWIS,0.279
1061,KY,LINCOLN,0.353
1062,KY,LIVINGSTON,0.423
1063,KY,LOGAN,0.437
1064,KY,LYON,0.529
1065,KY,MCCRACKEN,0.487
1066,KY,MCCREARY,0.354
1067,KY,MCLEAN,0.428
1068,KY,MADISON,0.446
1069,KY,MAGOFFIN,0.394
1070,KY,MARION,0.446
1071,KY,MARSHALL,0.471
1072,KY,MARTIN,0.446
1073,KY,MASON,0.441
1074,KY,MEADE,0.368
1075,KY,MENIFEE,0.378
1076,KY,MERCER,0.497
1077,KY,METCALFE,0.324
1078,KY,MONROE,0.381
1079,KY,MONTGOMERY,0.427
1080,KY,MORGAN,0.409
1081,KY,MUHLENBERG,0.445
1082,KY,NELSON,0.518
1083,KY,NICHOLAS,0.445
1084,KY,OHIO,0.344
1085,KY,OLDHAM,0.545
1086,KY,OWEN,0.332
1087,KY,OWSLEY,0.361
1088,KY,PENDLETON,0.391
1089,KY,PERRY,0.512
1090,KY,PIKE,0.43
1091,KY,POWELL,0.453
1092,KY,PULASKI,0.431
1093,KY,ROBERTSON,0.327
1094,KY,ROCKCASTLE,0.32
1095,KY,ROWAN,0.442
1096,KY,RUSSELL,0.404
1097,KY,SCOTT,0.573
1098,KY,SHELBY,0.457
1099,KY,SIMPSON,0.456
1100,KY,SPENCER,0.251
1101,KY,TAYLOR,0.448
1102,KY,TODD,0.343
1103,KY,TRIGG,0.417
1104,KY,TRIMBLE,0.398
1105,KY,UNION,0.33
1106,KY,WARREN,0.405
1107,KY,WASHINGTON,0.458
1108,KY,WAYNE,0.331
1109,KY,WEBSTER,0.383
1110,KY,WHITLEY,0.367
1111,KY,WOLFE,0.44
1112,KY,WOODFORD,0.695
1113,LA,ACADIA PARISH,0.428
1114,LA,ALLEN PARISH,0.295
1115,LA,ASCENSION PARISH,0.425
1116,LA,ASSUMPTION PARISH,0.368
1117,LA,AVOYELLES PARISH,0.361
1118,LA,BEAUREGARD PARISH,0.271
1119,LA,BIENVILLE PARISH,0.393
1120,LA,BOSSIER PARISH,0.388
1121,LA,CADDO PARISH,0.409
1122,LA,CALCASIEU PARISH,0.346
1123,LA,CALDWELL PARISH,0.323
1124,LA,CAMERON PARISH,0.147
1125,LA,CATAHOULA PARISH,0.33
1126,LA,CLAIBORNE PARISH,0.33
1127,LA,CONCORDIA PARISH,0.317
1128,LA,DE SOTO PARISH,0.337
1129,LA,EAST BATON ROUGE PARISH,0.49
1130,LA,EAST CARROLL PARISH,0.366
1131,LA,EAST FELICIANA PARISH,0.347
1132,LA,EVANGELINE PARISH,0.307
1133,LA,FRANKLIN PARISH,0.309
1134,LA,GRANT PARISH,0.334
1135,LA,IBERIA PARISH,0.381
1136,LA,IBERVILLE PARISH,0.46
1137,LA,JACKSON PARISH,0.347
1138,LA,JEFFERSON PARISH,0.573
1139,LA,JEFFERSON DAVIS PARISH,0.29
1140,LA,LAFAYETTE PARISH,0.423
1141,LA,LAFOURCHE PARISH,0.384
1142,LA,LASALLE PARISH,0.312
1143,LA,LINCOLN PARISH,0.362
1144,LA,LIVINGSTON PARISH,0.335
1145,LA,MADISON PARISH,0.334
1146,LA,MOREHOUSE PARISH,0.385
1147,LA,NATCHITOCHES PARISH,0.344
1148,LA,ORLEANS PARISH,0.599
1149,LA,OUACHITA PARISH,0.377
1150,LA,PLAQUEMINES PARISH,0.506
1151,LA,POINTE COUPEE PARISH,0.458
1152,LA,RAPIDES PARISH,0.4
1153,LA,RED RIVER PARISH,0.298
1154,LA,RICHLAND PARISH,0.362
1155,LA,SABINE PARISH,0.294
1156,LA,ST. BERNARD PARISH,0.404
1157,LA,ST. CHARLES PARISH,0.486
1158,LA,ST. HELENA PARISH,0.268
1159,LA,ST. JAMES PARISH,0.473
1160,LA,ST. JOHN THE BAPTIST PARISH,0.515
1161,LA,ST. LANDRY PARISH,0.344
1162,LA,ST. MARTIN PARISH,0.329
1163,LA,ST. MARY PARISH,0.385
1164,LA,ST. TAMMANY PARISH,0.493
1165,LA,TANGIPAHOA PARISH,0.398
1166,LA,TENSAS PARISH,0.512
1167,LA,TERREBONNE PARISH,0.386
1168,LA,UNION PARISH,0.383
1169,LA,VERMILION PARISH,0.312
1170,LA,VERNON PARISH,0.387
1171,LA,WASHINGTON PARISH,0.35
1172,LA,WEBSTER PARISH,0.357
1173,LA,WEST BATON ROUGE PARISH,0.445
1174,LA,WEST CARROLL PARISH,0.358
1175,LA,WEST FELICIANA PARISH,0.79
1176,LA,WINN PARISH,0.36
1178,MA,BERKSHIRE,0.53
1179,MA,BRISTOL,0.58
1181,MA,ESSEX,0.665
1182,MA,FRANKLIN,0.64
1183,MA,HAMPDEN,0.589
1184,MA,HAMPSHIRE,0.621
1185,MA,MIDDLESEX,0.732
1187,MA,NORFOLK,0.719
1188,MA,PLYMOUTH,0.636
1189,MA,SUFFOLK,0.674
1190,MA,WORCESTER,0.638
1191,MD,ALLEGANY,0.478
1192,MD,ANNE ARUNDEL,0.68
1193,MD,BALTIMORE,0.633
1194,MD,CALVERT,0.599
1195,MD,CAROLINE,0.501
1196,MD,CARROLL,0.647
1197,MD,CECIL,0.522
1198,MD,CHARLES,0.568
1199,MD,DORCHESTER,0.53
1200,MD,FREDERICK,0.669
1201,MD,GARRETT,0.447
1202,MD,HARFORD,0.626
1203,MD,HOWARD,0.753
1204,MD,KENT,0.628
1205,MD,MONTGOMERY,0.787
1206,MD,PRINCE GEORGE'S,0.622
1207,MD,QUEEN ANNE'S,0.594
1208,MD,ST. MARY'S,0.573
1209,MD,SOMERSET,0.449
1210,MD,TALBOT,0.675
1211,MD,WASHINGTON,0.504
1212,MD,WICOMICO,0.488
1213,MD,WORCESTER,0.648
1214,MD,BALTIMORE CITY,0.559
1215,ME,ANDROSCOGGIN,0.593
1216,ME,AROOSTOOK,0.575
1217,ME,CUMBERLAND,0.758
1218,ME,FRANKLIN,0.548
1219,ME,HANCOCK,0.679
1220,ME,KENNEBEC,0.62
1221,ME,KNOX,0.741
1222,ME,LINCOLN,0.718
1223,ME,OXFORD,0.587
1224,ME,PENOBSCOT,0.607
1225,ME,PISCATAQUIS,0.542
1226,ME,SAGADAHOC,0.682
1227,ME,SOMERSET,0.522
1228,ME,WALDO,0.625
1229,ME,WASHINGTON,0.61
1230,ME,YORK,0.703
1231,MI,ALCONA,0.5
1232,MI,ALGER,0.581
1233,MI,ALLEGAN,0.424
1234,MI,ALPENA,0.469
1235,MI,ANTRIM,0.503
1236,MI,ARENAC,0.453
1237,MI,BARAGA,0.51
1238,MI,BARRY,0.401
1239,MI,BAY,0.495
1240,MI,BENZIE,0.57
1241,MI,BERRIEN,0.478
1242,MI,BRANCH,0.378
1243,MI,CALHOUN,0.425
1244,MI,CASS,0.368
1245,MI,CHARLEVOIX,0.605
1246,MI,CHEBOYGAN,0.475
1247,MI,CHIPPEWA,0.633
1248,MI,CLARE,0.377
1249,MI,CLINTON,0.474
1250,MI,CRAWFORD,0.434
1251,MI,DELTA,0.54
1252,MI,DICKINSON,0.585
1253,MI,EATON,0.475
1254,MI,EMMET,0.631
1255,MI,GENESEE,0.423
1256,MI,GLADWIN,0.406
1257,MI,GOGEBIC,0.548
1258,MI,GRAND TRAVERSE,0.595
1259,MI,GRATIOT,0.368
1260,MI,HILLSDALE,0.319
1261,MI,HOUGHTON,0.45
1262,MI,HURON,0.472
1263,MI,INGHAM,0.486
1264,MI,IONIA,0.388
1265,MI,IOSCO,0.491
1266,MI,IRON,0.494
1267,MI,ISABELLA,0.375
1268,MI,JACKSON,0.431
1269,MI,KALAMAZOO,0.508
1270,MI,KALKASKA,0.408
1271,MI,KENT,0.539
1272,MI,KEWEENAW,0.511
1273,MI,LAKE,0.506
1274,MI,LAPEER,0.403
1275,MI,LEELANAU,0.74
1276,MI,LENAWEE,0.416
1277,MI,LIVINGSTON,0.497
1278,MI,LUCE,0.4
1279,MI,MACKINAC,0.666
1280,MI,MACOMB,0.48
1281,MI,MANISTEE,0.513
1282,MI,MARQUETTE,0.579
1283,MI,MASON,0.508
1284,MI,MECOSTA,0.338
1285,MI,MENOMINEE,0.616
1286,MI,MIDLAND,0.493
1287,MI,MISSAUKEE,0.402
1288,MI,MONROE,0.382
1289,MI,MONTCALM,0.339
1290,MI,MONTMORENCY,0.475
1291,MI,MUSKEGON,0.446
1292,MI,NEWAYGO,0.354
1293,MI,OAKLAND,0.566
1294,MI,OCEANA,0.442
1295,MI,OGEMAW,0.382
1296,MI,ONTONAGON,0.621
1297,MI,OSCEOLA,0.345
1298,MI,OSCODA,0.377
1299,MI,OTSEGO,0.484
1300,MI,OTTAWA,0.474
1301,MI,PRESQUE ISLE,0.531
1302,MI,ROSCOMMON,0.49
1303,MI,SAGINAW,0.447
1304,MI,ST. CLAIR,0.428
1305,MI,ST. JOSEPH,0.371
1306,MI,SANILAC,0.373
1307,MI,SCHOOLCRAFT,0.479
1308,MI,SHIAWASSEE,0.436
1309,MI,TUSCOLA,0.39
1310,MI,VAN BUREN,0.45
1311,MI,WASHTENAW,0.624
1312,MI,WAYNE,0.455
1313,MI,WEXFORD,0.43
1314,MN,AITKIN,0.533
1315,MN,ANOKA,0.495
1316,MN,BECKER,0.472
1317,MN,BELTRAMI,0.546
1318,MN,BENTON,0.342
1319,MN,BIG STONE,0.588
1320,MN,BLUE EARTH,0.532
1321,MN,BROWN,0.574
1322,MN,CARLTON,0.559
1323,MN,CARVER,0.578
1324,MN,CASS,0.473
1325,MN,CHIPPEWA,0.462
1326,MN,CHISAGO,0.495
1327,MN,CLAY,0.334
1328,MN,CLEARWATER,0.378
1329,MN,COOK,0.747
1330,MN,COTTONWOOD,0.491
1331,MN,CROW WING,0.499
1332,MN,DAKOTA,0.6
1333,MN,DODGE,0.515
1334,MN,DOUGLAS,0.505
1335,MN,FARIBAULT,0.501
1336,MN,FILLMORE,0.596
1337,MN,FREEBORN,0.503
1338,MN,GOODHUE,0.588
1339,MN,GRANT,0.486
1340,MN,HENNEPIN,0.656
1341,MN,HOUSTON,0.445
1342,MN,HUBBARD,0.412
1343,MN,ISANTI,0.367
1344,MN,ITASCA,0.5
1345,MN,JACKSON,0.435
1346,MN,KANABEC,0.365
1347,MN,KANDIYOHI,0.463
1348,MN,KITTSON,0.494
1349,MN,KOOCHICHING,0.529
1350,MN,LAC QUI PARLE,0.509
1351,MN,LAKE,0.588
1352,MN,LAKE OF THE WOODS,0.5
1353,MN,LE SUEUR,0.409
1354,MN,LINCOLN,0.46
1355,MN,LYON,0.491
1356,MN,MCLEOD,0.507
1357,MN,MAHNOMEN,0.529
1358,MN,MARSHALL,0.406
1359,MN,MARTIN,0.491
1360,MN,MEEKER,0.421
1361,MN,MILLE LACS,0.512
1362,MN,MORRISON,0.441
1363,MN,MOWER,0.531
1364,MN,MURRAY,0.472
1365,MN,NICOLLET,0.549
1366,MN,NOBLES,0.505
1367,MN,NORMAN,0.49
1368,MN,OLMSTED,0.661
1369,MN,OTTER TAIL,0.433
1370,MN,PENNINGTON,0.425
1371,MN,PINE,0.425
1372,MN,PIPESTONE,0.468
1373,MN,POLK,0.353
1374,MN,POPE,0.499
1375,MN,RAMSEY,0.629
1376,MN,RED LAKE,0.491
1377,MN,REDWOOD,0.464
1378,MN,RENVILLE,0.494
1379,MN,RICE,0.561
1380,MN,ROCK,0.474
1381,MN,ROSEAU,0.45
1382,MN,ST. LOUIS,0.599
1383,MN,SCOTT,0.598
1384,MN,SHERBURNE,0.376
1385,MN,SIBLEY,0.421
1386,MN,STEARNS,0.507
1387,MN,STEELE,0.525
1388,MN,STEVENS,0.493
1389,MN,SWIFT,0.508
1390,MN,TODD,0.362
1391,MN,TRAVERSE,0.537
1392,MN,WABASHA,0.656
1393,MN,WADENA,0.446
1394,MN,WASECA,0.497
1395,MN,WASHINGTON,0.601
1396,MN,WATONWAN,0.494
1397,MN,WILKIN,0.295
1398,MN,WINONA,0.553
1399,MN,WRIGHT,0.458
1400,MN,YELLOW MEDICINE,0.516
1401,MO,ADAIR,0.405
1402,MO,ANDREW,0.319
1403,MO,ATCHISON,0.497
1404,MO,AUDRAIN,0.338
1405,MO,BARRY,0.398
1406,MO,BARTON,0.303
1407,MO,BATES,0.339
1408,MO,BENTON,0.422
1409,MO,BOLLINGER,0.291
1410,MO,BOONE,0.57
1411,MO,BUCHANAN,0.339
1412,MO,BUTLER,0.3
1413,MO,CALDWELL,0.338
1414,MO,CALLAWAY,0.418
1415,MO,CAMDEN,0.411
1416,MO,CAPE GIRARDEAU,0.42
1417,MO,CARROLL,0.434
1418,MO,CARTER,0.303
1419,MO,CASS,0.446
1420,MO,CEDAR,0.294
1421,MO,CHARITON,0.339
1422,MO,CHRISTIAN,0.421
1423,MO,CLARK,0.252
1424,MO,CLAY,0.465
1425,MO,CLINTON,0.414
1426,MO,COLE,0.484
1427,MO,COOPER,0.377
1428,MO,CRAWFORD,0.287
1429,MO,DADE,0.404
1430,MO,DALLAS,0.326
1431,MO,DAVIESS,0.271
1432,MO,DEKALB,0.248
1433,MO,DENT,0.264
1434,MO,DOUGLAS,0.217
1435,MO,DUNKLIN,0.303
1436,MO,FRANKLIN,0.485
1437,MO,GASCONADE,0.458
1438,MO,GENTRY,0.379
1439,MO,GREENE,0.451
1440,MO,GRUNDY,0.311
1441,MO,HARRISON,0.305
1442,MO,HENRY,0.4
1443,MO,HICKORY,0.359
1444,MO,HOLT,0.371
1445,MO,HOWARD,0.394
1446,MO,HOWELL,0.301
1447,MO,IRON,0.33
1448,MO,JACKSON,0.499
1449,MO,JASPER,0.424
1450,MO,JEFFERSON,0.403
1451,MO,JOHNSON,0.348
1452,MO,KNOX,0.35
1453,MO,LACLEDE,0.338
1454,MO,LAFAYETTE,0.408
1455,MO,LAWRENCE,0.338
1456,MO,LEWIS,0.335
1457,MO,LINCOLN,0.341
1458,MO,LINN,0.42
1459,MO,LIVINGSTON,0.4
1460,MO,MCDONALD,0.256
1461,MO,MACON,0.355
1462,MO,MADISON,0.323
1463,MO,MARIES,0.331
1464,MO,MARION,0.375
1465,MO,MERCER,0.307
1466,MO,MILLER,0.298
1467,MO,MISSISSIPPI,0.378
1468,MO,MONITEAU,0.315
1469,MO,MONROE,0.398
1470,MO,MONTGOMERY,0.434
1471,MO,MORGAN,0.344
1472,MO,NEW MADRID,0.279
1473,MO,NEWTON,0.228
1474,MO,NODAWAY,0.422
1475,MO,OREGON,0.274
1476,MO,OSAGE,0.346
1477,MO,OZARK,0.289
1478,MO,PEMISCOT,0.273
1479,MO,PERRY,0.337
1480,MO,PETTIS,0.371
1481,MO,PHELPS,0.386
1482,MO,PIKE,0.335
1483,MO,PLATTE,0.493
1484,MO,POLK,0.359
1485,MO,PULASKI,0.473
1486,MO,PUTNAM,0.276
1487,MO,RALLS,0.255
1488,MO,RANDOLPH,0.342
1489,MO,RAY,0.344
1490,MO,REYNOLDS,0.224
1491,MO,RIPLEY,0.256
1492,MO,ST. CHARLES,0.548
1493,MO,ST. CLAIR,0.311
1494,MO,STE. GENEVIEVE,0.391
1495,MO,ST. FRANCOIS,0.38
1496,MO,ST. LOUIS,0.575
1497,MO,SALINE,0.416
1498,MO,SCHUYLER,0.235
1499,MO,SCOTLAND,0.241
1500,MO,SCOTT,0.388
1501,MO,SHANNON,0.253
1502,MO,SHELBY,0.416
1503,MO,STODDARD,0.335
1504,MO,STONE,0.35
1505,MO,SULLIVAN,0.383
1506,MO,TANEY,0.372
1507,MO,TEXAS,0.291
1508,MO,VERNON,0.305
1509,MO,WARREN,0.367
1510,MO,WASHINGTON,0.285
1511,MO,WAYNE,0.329
1512,MO,WEBSTER,0.391
1513,MO,WORTH,0.368
1514,MO,WRIGHT,0.335
1515,MO,ST. LOUIS CITY,0.514
1518,MS,ADAMS,0.451
1519,MS,ALCORN,0.321
1520,MS,AMITE,0.313
1521,MS,ATTALA,0.433
1522,MS,BENTON,0.399
1523,MS,BOLIVAR,0.499
1524,MS,CALHOUN,0.314
1525,MS,CARROLL,0.343
1526,MS,CHICKASAW,0.4
1527,MS,CHOCTAW,0.292
1528,MS,CLAIBORNE,0.456
1529,MS,CLARKE,0.437
1530,MS,CLAY,0.381
1531,MS,COAHOMA,0.405
1532,MS,COPIAH,0.443
1533,MS,COVINGTON,0.403
1534,MS,DESOTO,0.424
1535,MS,FORREST,0.341
1536,MS,FRANKLIN,0.383
1537,MS,GEORGE,0.298
1538,MS,GREENE,0.309
1539,MS,GRENADA,0.422
1540,MS,HANCOCK,0.336
1541,MS,HARRISON,0.45
1542,MS,HINDS,0.486
1543,MS,HOLMES,0.487
1544,MS,HUMPHREYS,0.477
1545,MS,ISSAQUENA,0.323
1546,MS,ITAWAMBA,0.29
1547,MS,JACKSON,0.357
1548,MS,JASPER,0.393
1549,MS,JEFFERSON,0.579
1550,MS,JEFFERSON DAVIS,0.357
1551,MS,JONES,0.343
1552,MS,KEMPER,0.362
1553,MS,LAFAYETTE,0.475
1554,MS,LAMAR,0.488
1555,MS,LAUDERDALE,0.431
1556,MS,LAWRENCE,0.468
1557,MS,LEAKE,0.378
1558,MS,LEE,0.368
1559,MS,LEFLORE,0.52
1560,MS,LINCOLN,0.322
1561,MS,LOWNDES,0.421
1562,MS,MADISON,0.554
1563,MS,MARION,0.351
1564,MS,MARSHALL,0.423
1565,MS,MONROE,0.414
1566,MS,MONTGOMERY,0.437
1567,MS,NESHOBA,0.34
1568,MS,NEWTON,0.435
1569,MS,NOXUBEE,0.465
1570,MS,OKTIBBEHA,0.445
1571,MS,PANOLA,0.371
1572,MS,PEARL RIVER,0.362
1573,MS,PERRY,0.291
1574,MS,PIKE,0.409
1575,MS,PONTOTOC,0.343
1576,MS,PRENTISS,0.36
1577,MS,QUITMAN,0.406
1578,MS,RANKIN,0.436
1579,MS,SCOTT,0.389
1580,MS,SHARKEY,0.467
1581,MS,SIMPSON,0.374
1582,MS,SMITH,0.27
1583,MS,STONE,0.365
1584,MS,SUNFLOWER,0.444
1585,MS,TALLAHATCHIE,0.343
1586,MS,TATE,0.348
1587,MS,TIPPAH,0.34
1588,MS,TISHOMINGO,0.322
1589,MS,TUNICA,0.393
1590,MS,UNION,0.32
1591,MS,WALTHALL,0.32
1592,MS,WARREN,0.476
1593,MS,WASHINGTON,0.411
1594,MS,WAYNE,0.299
1595,MS,WEBSTER,0.39
1596,MS,WILKINSON,0.548
1597,MS,WINSTON,0.405
1598,MS,YALOBUSHA,0.526
1599,MS,YAZOO,0.4
1600,MT,BEAVERHEAD,0.463
1601,MT,BIG HORN,0.717
1602,MT,BLAINE,0.733
1603,MT,BROADWATER,0.332
1604,MT,CARBON,0.422
1605,MT,CARTER,0.262
1606,MT,CASCADE,0.464
1607,MT,CHOUTEAU,0.28
1608,MT,CUSTER,0.359
1609,MT,DANIELS,0.342
1610,MT,DAWSON,0.324
1611,MT,DEER LODGE,0.505
1612,MT,FALLON,0.282
1613,MT,FERGUS,0.409
1614,MT,FLATHEAD,0.363
1615,MT,GALLATIN,0.551
1616,MT,GARFIELD,0.17
1617,MT,GLACIER,0.606
1618,MT,GOLDEN VALLEY,0.38
1619,MT,GRANITE,0.339
1620,MT,HILL,0.529
1621,MT,JEFFERSON,0.445
1622,MT,JUDITH BASIN,0.338
1623,MT,LAKE,0.502
1624,MT,LEWIS AND CLARK,0.531
1625,MT,LIBERTY,0.31
1626,MT,LINCOLN,0.307
1627,MT,MCCONE,0.148
1628,MT,MADISON,0.401
1629,MT,MEAGHER,0.446
1630,MT,MINERAL,0.497
1631,MT,MISSOULA,0.577
1632,MT,MUSSELSHELL,0.304
1633,MT,PARK,0.565
1634,MT,PETROLEUM,0.275
1635,MT,PHILLIPS,0.369
1636,MT,PONDERA,0.492
1637,MT,POWDER RIVER,0.182
1638,MT,POWELL,0.388
1639,MT,PRAIRIE,0.333
1640,MT,RAVALLI,0.435
1641,MT,RICHLAND,0.298
1642,MT,ROOSEVELT,0.501
1643,MT,ROSEBUD,0.697
1644,MT,SANDERS,0.329
1645,MT,SHERIDAN,0.411
1646,MT,SILVER BOW,0.542
1647,MT,STILLWATER,0.371
1648,MT,SWEET GRASS,0.349
1649,MT,TETON,0.381
1650,MT,TOOLE,0.378
1651,MT,TREASURE,0.395
1652,MT,VALLEY,0.379
1653,MT,WHEATLAND,0.304
1654,MT,WIBAUX,0.233
1655,MT,YELLOWSTONE,0.446
1656,NC,ALAMANCE,0.505
1657,NC,ALEXANDER,0.394
1658,NC,ALLEGHANY,0.543
1659,NC,ANSON,0.317
1660,NC,ASHE,0.48
1661,NC,AVERY,0.486
1662,NC,BEAUFORT,0.479
1663,NC,BERTIE,0.467
1664,NC,BLADEN,0.343
1665,NC,BRUNSWICK,0.584
1666,NC,BUNCOMBE,0.601
1667,NC,BURKE,0.394
1668,NC,CABARRUS,0.482
1669,NC,CALDWELL,0.4
1670,NC,CAMDEN,0.375
1671,NC,CARTERET,0.42
1672,NC,CASWELL,0.437
1673,NC,CATAWBA,0.467
1674,NC,CHATHAM,0.534
1675,NC,CHEROKEE,0.444
1676,NC,CHOWAN,0.49
1677,NC,CLAY,0.382
1678,NC,CLEVELAND,0.408
1679,NC,COLUMBUS,0.375
1680,NC,CRAVEN,0.489
1681,NC,CUMBERLAND,0.54
1682,NC,CURRITUCK,0.479
1683,NC,DARE,0.686
1684,NC,DAVIDSON,0.393
1685,NC,DAVIE,0.493
1686,NC,DUPLIN,0.346
1687,NC,DURHAM,0.623
1688,NC,EDGECOMBE,0.41
1689,NC,FORSYTH,0.54
1690,NC,FRANKLIN,0.451
1691,NC,GASTON,0.419
1692,NC,GATES,0.424
1693,NC,GRAHAM,0.407
1694,NC,GRANVILLE,0.511
1695,NC,GREENE,0.377
1696,NC,GUILFORD,0.544
1697,NC,HALIFAX,0.461
1698,NC,HARNETT,0.335
1699,NC,HAYWOOD,0.517
1700,NC,HENDERSON,0.505
1701,NC,HERTFORD,0.349
1702,NC,HOKE,0.287
1703,NC,HYDE,0.6
1704,NC,IREDELL,0.458
1705,NC,JACKSON,0.475
1706,NC,JOHNSTON,0.451
1707,NC,JONES,0.432
1708,NC,LEE,0.481
