county,num_hosp,num_not_hosp,num_infected,percent_hosp,percent_republican,state,date_stay_at_home_effective,lat,lon,total_population,population_density_per_sqmi,percent_adults_with_obesity,percent_physically_inactive,percent_uninsured,primary_care_physicians_rate,high_school_graduation_rate,percent_some_college,percent_unemployed_CDC,median_household_income,per_capita_income,num_deaths,percent_vaccinated,eightieth_percentile_income,twentieth_percentile_income,percent_food_insecure,percent_age_65_and_older,percent_age_17_and_younger
BUCHANAN,111,1003,1114,0.0996409335727109,0.789012652752244,VIRGINIA,2020-03-30,37.2666330441651,-82.0360665149315,23158,46.0614944864994,33.6,32.9,12.45984252,27.88882,90.0,41.073851522,9.7,32144.0,18160.0,530.0,29.0,68263.0,13944.0,15.1,19.3,18.0
JASPER,44,438,482,0.0912863070539419,0.7013006428464643,INDIANA,2020-03-24,41.0229897001289,-87.1161293463665,33461,59.7914430721707,35.7,27.9,9.5918897842,23.91844,92.964824121,53.735965931,6.4,66720.0,24839.0,471.0,45.0,101898.0,28648.0,10.4,15.6,24.4
WILLIAMSON,249,9008,9257,0.0268985632494328,0.6418684307101655,TENNESSEE,2020-03-31,35.8937794378971,-86.8986003165264,205645,352.979085161517,21.6,17.9,6.2931906392,149.82962,95.625215295,87.136786494,3.7,115930.0,46494.0,1565.0,56.0,201620.0,50303.0,6.2,11.5,28.1
WYTHE,169,1805,1974,0.085612968591692,0.7529041444952409,VIRGINIA,2020-03-30,36.917126860628,-81.0786427510162,29171,63.1654857077465,35.5,31.0,12.159181152,48.4731,93.5,55.921346641,7.5,46345.0,24431.0,572.0,49.0,89173.0,18746.0,10.9,19.6,20.3
VERNON,77,757,834,0.092326139088729,0.4922254274255963,WISCONSIN,2020-03-25,43.5938797139072,-90.8344186819636,30442,38.458284298572,31.8,18.3,10.553809738,104.03459,95.93220339,56.081191684,3.6,51692.0,24414.0,344.0,35.0,94070.0,21190.0,10.5,18.5,26.0
ELMORE,137,1937,2074,0.0660559305689488,0.6824689040131424,IDAHO,2020-03-25,43.3539626099884,-115.469309312472,26103,8.48882451846586,35.2,25.6,13.520624303,67.10659,82.919254658,65.434906197,7.5,49344.0,22045.0,313.0,23.0,85116.0,21590.0,13.4,11.8,26.4
GRAND TRAVERSE,283,4165,4448,0.0636241007194244,0.5313729671053907,MICHIGAN,2020-03-24,44.668622993879,-85.560469470936,90715,195.362060050608,30.9,18.2,6.3453738996,131.79823,86.166471278,73.371255888,5.8,64591.0,30024.0,1027.0,55.0,112133.0,28198.0,10.1,17.0,20.9
SHAWANO,204,3150,3354,0.0608228980322003,0.6451318920560984,WISCONSIN,2020-03-25,44.7891655952225,-88.7654263282444,41384,46.3323048057468,36.2,28.7,7.9348644578,63.51533,91.19804401,58.964964507,4.5,56022.0,25286.0,571.0,51.0,95728.0,23898.0,9.1,20.0,21.9
CHESHIRE,35,1931,1966,0.0178026449643947,0.4028165652225802,NEW HAMPSHIRE,2020-03-27,42.9193526032691,-72.2512088702181,76320,107.995282110987,30.0,19.4,7.1532488475,68.45708,89.446366782,66.839100963,5.0,60251.0,30935.0,927.0,44.0,115270.0,26538.0,9.6,17.2,18.5
VAN BUREN,234,3396,3630,0.0644628099173553,0.5376570295125324,MICHIGAN,2020-03-24,42.2513173935483,-86.0189502628335,75216,123.754792832148,33.6,28.0,8.2260243867,50.42931,83.660714286,58.173190985,7.6,57363.0,23943.0,1106.0,40.0,99704.0,23324.0,11.7,16.0,24.2
CLEVELAND,636,5915,6551,0.0970844145931918,0.6374991605667854,NORTH CAROLINA,2020-03-30,35.3340326627943,-81.5555939110011,97113,209.251550199322,38.1,28.7,11.926226332,52.3969,88.0,54.900064475,12.2,42728.0,20677.0,1812.0,50.0,80270.0,16153.0,16.5,17.1,22.3
RAMSEY,3966,1587,5553,0.7142085359265262,0.259549027432517,MINNESOTA,2020-03-27,45.0170629332255,-93.0996171374535,531528,3493.27384349349,26.2,19.0,5.7838970972,109.49425,76.18,73.003556835,6.5,62937.0,31256.0,5214.0,52.0,124310.0,26399.0,11.9,13.0,23.4
MANATEE,1181,18684,19865,0.0594512962496853,0.5696532147207725,FLORIDA,2020-04-03,27.4718886714733,-82.315280273276,353411,475.554174889284,26.5,24.4,16.054229912,55.5021,82.052916799,56.314787664,7.5,59587.0,29140.0,5151.0,46.0,110910.0,25320.0,12.4,25.5,19.5
MADISON,164,2345,2509,0.0653646871263451,0.672700983227299,OHIO,2020-03-23,39.89402484118,-83.400206556213,43537,93.4494000984461,37.4,28.4,6.6609657026,34.06304,95.34368071,50.045428265,6.4,61645.0,25687.0,627.0,50.0,114441.0,31490.0,11.7,14.1,21.2
TEHAMA,201,2881,3082,0.0652173913043478,0.6480675924376778,CALIFORNIA,2020-03-19,40.1256314049969,-122.234073648875,63015,21.363107438383,27.9,28.0,7.8176409165,46.92926,87.763157895,53.366343443,12.6,47572.0,21521.0,1016.0,39.0,86757.0,18711.0,14.4,17.9,24.1
GRANT,244,1900,2144,0.1138059701492537,0.5077505036799473,WISCONSIN,2020-03-25,42.8674874200904,-90.7062114835543,51723,45.099459168135,33.8,21.1,8.0770617627,44.23162,93.688362919,68.134132634,4.3,57328.0,23103.0,476.0,44.0,94123.0,23101.0,11.0,16.3,20.4
WEAKLEY,69,1763,1832,0.0376637554585152,0.7393302692055155,TENNESSEE,2020-03-31,36.2982662458328,-88.7178076979957,34024,58.6264813417335,38.6,34.3,10.298848793,56.99373,91.830985915,56.478873239,10.0,42351.0,19847.0,562.0,44.0,77615.0,16469.0,15.1,16.9,19.6
CHESTER,1497,17551,19048,0.0785909281814363,0.4319717261904762,PENNSYLVANIA,2020-04-01,39.9731034669817,-75.7484783632351,512028,682.23669537171,22.2,16.8,6.2568458494,85.50086,90.93980344,76.379703535,5.3,99224.0,44299.0,4480.0,58.0,183346.0,41502.0,7.7,14.6,23.5
CANYON,1148,19283,20431,0.0561891243698301,0.648787524902109,IDAHO,2020-03-25,43.6251329845357,-116.709318149255,202782,345.221474541385,34.9,24.9,14.567805156,35.07169,80.369950925,53.19724679,8.3,53381.0,18639.0,2215.0,42.0,88464.0,23628.0,11.5,12.5,30.0
HERTFORD,146,902,1048,0.1393129770992366,0.304241115256234,NORTH CAROLINA,2020-03-30,36.3590727440473,-76.9820048819375,24285,68.7644652790363,46.5,42.5,11.943752225,66.9288,85.5,52.646951442,11.8,38216.0,17650.0,393.0,46.0,73486.0,13905.0,22.3,17.6,19.6
RACINE,1296,16946,18242,0.0710448415743887,0.4951611018452614,WISCONSIN,2020-03-25,42.7474944034495,-88.0610942847619,194873,586.018593796567,36.2,21.9,6.1712477655,47.4318,82.516556291,63.832525417,7.5,60349.0,28436.0,2427.0,53.0,113638.0,25856.0,10.0,14.7,23.9
PERRY,115,758,873,0.131729667812142,0.7380659797712449,PENNSYLVANIA,2020-04-01,40.3984045625299,-77.2623109412753,45647,82.77661400572,27.2,29.6,7.5833933285,28.18306,92.291220557,50.746129453,5.2,62366.0,27648.0,658.0,53.0,107210.0,30438.0,9.0,15.9,22.0
FAYETTE,47,315,362,0.1298342541436464,0.7176285414480588,INDIANA,2020-03-24,39.6400366578123,-85.1787687086187,23608,109.794030047284,37.3,26.5,9.6049827897,56.01275,91.791044776,51.303854875,9.2,47737.0,21716.0,493.0,45.0,83829.0,18766.0,15.0,18.5,22.5
TAZEWELL,497,5586,6083,0.0817031070195627,0.6010403726708075,ILLINOIS,2020-03-21,40.5075326594464,-89.5134267368428,135400,209.310659594268,32.5,25.4,4.6238426463,46.4329,88.999379403,69.354790819,5.1,61508.0,30700.0,1703.0,52.0,113740.0,29515.0,9.3,17.0,23.1
NEW CASTLE,22,127,149,0.1476510067114094,0.3259448685358873,DELAWARE,2020-03-24,39.576757913239,-75.6529640915753,551997,1294.80062731475,28.7,25.5,5.5958405064,83.78097,87.686595725,64.853202129,6.9,69562.0,33240.0,6824.0,54.0,135524.0,29778.0,11.7,13.8,22.2
EAU CLAIRE,347,8297,8644,0.0401434521055067,0.4247244237952081,WISCONSIN,2020-03-25,44.7267872327894,-91.2859844163863,101907,159.748347648733,30.8,20.1,6.4997182896,123.46751,87.412587413,75.055397278,4.8,60111.0,26795.0,1034.0,58.0,104341.0,23607.0,11.0,13.9,20.5
WAUSHARA,109,1058,1167,0.0934018851756641,0.6391365947162263,WISCONSIN,2020-03-25,44.1131379282076,-89.2429033492437,24238,38.7084555168885,36.3,25.6,8.4331077564,28.72502,90.340909091,46.614690193,6.3,52340.0,24861.0,376.0,49.0,92534.0,23152.0,8.7,22.4,18.8
CUMBERLAND,1416,19149,20565,0.0688548504741064,0.4020595109249761,NORTH CAROLINA,2020-03-30,35.0486256094503,-78.8275617493463,325841,499.361480888948,33.7,25.0,10.775223291,75.17757,82.0,72.061447908,11.4,46779.0,23148.0,4420.0,39.0,88663.0,20467.0,18.8,10.8,25.8
OXFORD,116,2616,2732,0.0424597364568082,0.5195346303003109,MAINE,2020-04-02,44.4998807627267,-70.7566064102245,57299,27.5891247386255,33.2,26.2,11.308801725,59.19323,83.531347962,52.377850163,7.4,44243.0,21674.0,925.0,41.0,87373.0,20724.0,13.4,19.2,19.9
CLEVELAND,1602,18366,19968,0.0802283653846153,0.5713841936957514,OKLAHOMA,,35.2030498288343,-97.3264265269979,271818,504.476906768918,34.6,25.3,12.740615105,50.06419,85.677738172,70.503634476,4.9,62343.0,28378.0,3039.0,52.0,110868.0,28162.0,13.9,11.9,22.4
CHEROKEE,355,3932,4287,0.0828084907860975,0.6060642813826561,OKLAHOMA,,35.9065971063277,-94.9996744617902,48267,64.4068501712293,38.8,37.6,24.405745519,53.18279,86.347140039,54.24403183,7.6,42913.0,19627.0,825.0,49.0,80791.0,16604.0,17.2,15.1,23.0
WORCESTER,204,4789,4993,0.0408572000801121,0.6087079545856471,MARYLAND,2020-03-30,38.2127842905552,-75.3339997475567,51441,109.85162629301,34.7,26.1,7.7828418231,87.05746,91.79,65.772949267,7.7,59266.0,32988.0,800.0,49.0,116329.0,26561.0,11.7,25.5,17.7
MORGAN,30,670,700,0.0428571428571428,0.8114839671886652,TENNESSEE,2020-03-31,36.1350150199677,-84.6492019454685,21688,41.5335982479921,36.1,36.9,12.572721396,13.86578,98.161764706,31.902046293,8.6,40397.0,18281.0,421.0,41.0,79968.0,17236.0,14.0,15.6,19.8
THOMAS,138,450,588,0.2346938775510204,0.5971705137751303,GEORGIA,2020-04-03,30.8637614831194,-83.9193194285903,44977,82.5870166339216,32.5,26.1,16.119270385,96.02716,87.478559177,61.404989683,9.8,41642.0,22178.0,751.0,46.0,90804.0,17765.0,17.2,16.5,24.2
BUCHANAN,22,416,438,0.0502283105022831,0.537456106125634,IOWA,,42.4707942562767,-91.8378444964268,21031,36.830604812493,32.7,30.5,5.2741272506,28.29922,93.867924528,71.648216482,3.8,59724.0,30216.0,259.0,50.0,106147.0,26653.0,9.5,16.7,26.7
GREENE,31,110,141,0.2198581560283688,0.7446561843344686,INDIANA,2020-03-24,39.0363683055309,-86.9620573220517,32633,60.1519721226175,38.3,37.6,8.899688958,24.86248,94.117647059,52.943559276,6.2,46835.0,23189.0,553.0,41.0,88874.0,21369.0,12.1,18.1,22.6
JESSAMINE,219,3633,3852,0.0568535825545171,0.663379919403241,KENTUCKY,2020-03-26,37.8720443628677,-84.5809394264556,51015,296.38928927978,33.6,29.2,7.5637284839,73.06792,94.573643411,61.020596373,8.0,59443.0,27409.0,735.0,53.0,112441.0,24169.0,13.9,13.5,24.9
SHAWNEE,932,8582,9514,0.0979608997267185,0.4765403283558337,KANSAS,2020-03-30,39.041514989212,-95.7565283379658,178567,328.25580545167,36.7,24.8,8.917436811,72.95706,88.3,66.470560986,6.0,53612.0,27534.0,2632.0,58.0,104256.0,24462.0,13.3,16.0,24.3
HARDIN,463,7129,7592,0.0609852476290832,0.6249652423764945,KENTUCKY,2020-03-26,37.6979689630886,-85.9634519220355,107573,172.586783967237,37.8,31.8,5.1110839979,62.9216,94.249775382,70.125520062,7.6,52278.0,25561.0,1429.0,45.0,101624.0,23670.0,14.2,12.3,25.1
MCHENRY,1876,13294,15170,0.1236651285431773,0.5051992945326279,ILLINOIS,2020-03-21,42.3244709065163,-88.4523584090988,307083,509.071975174095,33.0,21.3,5.9537428688,51.11251,93.090276588,70.464739002,6.5,86268.0,34589.0,2908.0,50.0,147437.0,39380.0,6.4,12.2,25.0
POLK,198,3239,3437,0.05760837940064,0.4700335029159945,OREGON,2020-03-23,44.9035412672408,-123.413233645105,78470,105.90839931977,34.4,18.8,8.7410616266,57.35041,79.57,67.796157951,9.8,62389.0,24827.0,863.0,43.0,107977.0,25397.0,12.2,16.7,23.4
SEDGWICK,3329,38531,41860,0.079526994744386,0.5527669334632885,KANSAS,2020-03-30,37.6847748288596,-97.4609934294413,508221,509.487885053716,33.6,25.5,11.379945839,86.8233,81.8,67.06918239,6.0,56381.0,26672.0,6576.0,50.0,106825.0,23682.0,13.8,12.8,26.5
MORGAN,197,3915,4112,0.047908560311284,0.7401863991785799,ALABAMA,2020-04-04,34.4534749886009,-86.8529474423102,119555,206.357195308012,32.4,26.6,11.560252216,48.81415,90.196078431,55.908753459,8.9,52797.0,24415.0,1988.0,44.0,96011.0,20893.0,12.9,15.8,23.2
NIAGARA,174,433,607,0.28665568369028,0.5623363130668168,NEW YORK,2020-03-22,43.2000697638312,-78.7452518310679,213374,408.486667841145,33.5,29.2,5.0918177318,44.00742,84.821061292,66.898743144,7.1,55013.0,27487.0,3073.0,47.0,105400.0,22160.0,12.0,17.3,20.5
PUTNAM,239,1943,2182,0.109532538955087,0.5564730350266663,NEW YORK,2020-03-22,41.4266712216887,-73.749481819259,99408,431.624213728438,23.2,21.0,4.9106435855,49.33399,92.976855547,69.237391817,6.2,100887.0,41993.0,918.0,51.0,184460.0,45794.0,4.6,14.9,21.4
LAUDERDALE,80,1448,1528,0.0523560209424083,0.6039322369234574,TENNESSEE,2020-03-31,35.7609935766874,-89.6314587530849,27261,57.7604057193277,44.6,35.9,11.948363855,7.91327,98.316498316,36.011355571,11.4,38849.0,16217.0,514.0,45.0,75033.0,15889.0,19.8,13.9,23.2
STEELE,131,252,383,0.3420365535248041,0.583867772042338,MINNESOTA,2020-03-27,44.022348558386,-93.2260544265314,36541,85.0492997477229,31.3,21.3,4.399244708,73.19652,83.21,64.583333333,4.3,65323.0,28736.0,339.0,52.0,110258.0,28621.0,8.2,15.8,25.5
AMADOR,137,896,1033,0.132623426911907,0.5912371715349047,CALIFORNIA,2020-03-19,38.4463952649397,-120.651102881223,36963,62.1674670419954,29.7,24.8,6.1959071423,67.31217,88.483146067,60.956274,11.6,58515.0,27496.0,529.0,46.0,110741.0,26061.0,11.6,24.7,15.5
BENTON,276,270,546,0.5054945054945055,0.6417389570246286,MINNESOTA,2020-03-27,45.6991144495681,-93.9988390974292,39457,96.6381211474467,30.4,21.9,4.5750674962,20.03155,88.63,71.390025242,5.0,61341.0,25984.0,378.0,44.0,102209.0,24936.0,11.1,13.8,24.6
BROOMFIELD,216,2482,2698,0.0800593031875463,0.3811987582583778,COLORADO,2020-03-26,39.9546152061515,-105.052782882218,62449,1892.19791636559,19.6,13.0,4.7788025375,105.35403,,86.824186992,4.5,96924.0,41698.0,462.0,58.0,160813.0,42254.0,9.0,11.9,24.4
ONTARIO,39,166,205,0.1902439024390244,0.4980864173906387,NEW YORK,2020-03-22,42.8528571192269,-77.2998223705361,109450,169.936969083786,33.0,23.3,4.4178980325,80.07352,89.873417722,73.583076988,5.5,62930.0,31524.0,1322.0,53.0,117884.0,28118.0,9.0,17.8,21.0
MONTROSE,172,1758,1930,0.0891191709844559,0.6788445199660152,COLORADO,2020-03-26,38.4022261006866,-108.269263727931,40866,18.2360555487703,20.9,17.6,12.203485811,74.19108,79.0,56.09615827,8.6,52576.0,23276.0,511.0,46.0,91548.0,21410.0,12.0,21.4,22.4
WASHTENAW,1575,14364,15939,0.0988142292490118,0.2684883708598033,MICHIGAN,2020-03-24,42.2532285939828,-83.8387722902989,358082,507.227142157559,24.5,15.3,4.5874506838,173.00144,91.235632184,85.812437419,6.3,72267.0,35888.0,2914.0,56.0,142080.0,27482.0,13.2,12.0,19.6
ANDROSCOGGIN,255,5974,6229,0.0409375501685663,0.5076707253466665,MAINE,2020-04-02,44.1657991691086,-70.2064726362804,107376,229.469503268805,33.9,24.7,9.4466201655,81.74564,81.226332538,66.612710525,5.8,49935.0,25788.0,1488.0,50.0,97557.0,21039.0,14.2,15.8,22.0
SAN LUIS OBISPO,851,17369,18220,0.0467069154774972,0.416001896169885,CALIFORNIA,2020-03-19,35.3870861594811,-120.404526139368,278680,84.4319277117338,25.5,15.0,7.2576262211,82.9202,91.513917176,69.886001783,5.5,70626.0,32335.0,2779.0,48.0,136850.0,29215.0,11.6,17.6,18.2
EATON,746,5406,6152,0.121261378413524,0.4910798456092919,MICHIGAN,2020-03-24,42.5960870322574,-84.8383064479253,108544,188.713909124218,37.0,22.9,5.5236411843,33.01934,87.18487395,72.262470757,6.7,66716.0,28624.0,1330.0,47.0,109162.0,30011.0,11.2,16.3,21.9
SOMERSET,77,1604,1681,0.0458060678167757,0.5755448127685697,MAINE,2020-04-02,45.5139199744694,-69.9589034189561,51363,13.088194531706,33.9,26.0,12.114171922,61.23336,86.143493761,56.653046722,9.2,43755.0,21961.0,907.0,41.0,79947.0,16614.0,15.0,19.0,20.0
FAIRFIELD,3169,7942,11111,0.2852128521285212,0.3800417369999216,CONNECTICUT,2020-03-23,41.2711020524378,-73.389179329838,941618,1506.66212591364,21.3,17.7,8.896320055,91.69184,90.408640616,70.872048945,8.2,91183.0,51719.0,7104.0,52.0,205070.0,35012.0,9.4,14.4,23.6
GRADY,295,4138,4433,0.0665463568689375,0.7769900385892489,OKLAHOMA,,35.0169463303189,-97.8841246794104,53955,49.0278898303866,34.5,29.4,14.636674385,36.40136,85.200927357,55.525025991,4.1,56489.0,26250.0,832.0,44.0,111929.0,24996.0,13.3,14.8,24.6
COLUMBIA,290,3184,3474,0.0834772596430627,0.475630647274193,WISCONSIN,2020-03-25,43.4666416861497,-89.3337459339454,56650,73.999790666384,43.2,20.2,5.6439598402,45.41643,93.805309735,64.52432825,4.3,65435.0,29936.0,661.0,53.0,113394.0,30377.0,8.2,16.2,22.4
CARLTON,175,119,294,0.5952380952380952,0.4480808302674208,MINNESOTA,2020-03-27,46.5924184039581,-92.6770446835819,35482,41.19469506546,30.4,21.2,5.2847266766,64.79238,88.84,68.84082847,4.3,60412.0,25714.0,429.0,52.0,105933.0,27466.0,9.9,16.3,22.8
BUTLER,460,3771,4231,0.1087213424722287,0.6637203696263559,PENNSYLVANIA,2020-04-01,40.9117384197559,-79.9129908753615,185974,235.829683801225,31.1,21.3,4.5564876435,66.27189,94.048159927,74.199561915,5.2,67161.0,33406.0,2311.0,48.0,128186.0,29352.0,9.4,17.0,20.9
FRANKLIN,181,3337,3518,0.0514496873223422,0.4952440812905929,KENTUCKY,2020-03-26,38.2391751205146,-84.8770563834475,49982,240.586001209812,37.1,25.5,6.0200169297,35.65415,87.695749441,64.613583138,7.8,53134.0,27252.0,893.0,44.0,99831.0,27690.0,13.6,16.1,21.0
THURSTON,734,10426,11160,0.0657706093189964,0.3757360327640831,WASHINGTON,2020-03-23,46.9257775965428,-122.83320056071,266311,368.619311757277,30.1,16.5,6.0670986396,99.79044,85.199362041,72.857293785,8.4,72400.0,30583.0,2994.0,48.0,123688.0,32097.0,12.3,15.2,22.1
GARFIELD,314,3774,4088,0.0768101761252446,0.7374021188392446,OKLAHOMA,,36.3790643046311,-97.7827313305934,62481,59.0283997409053,36.2,28.6,18.021956285,53.58796,83.693029491,54.132075472,4.9,52387.0,24968.0,925.0,54.0,97299.0,22407.0,13.8,15.4,25.6
GALLATIN,438,10162,10600,0.0413207547169811,0.4422601683420353,MONTANA,2020-03-28,45.5406865934039,-111.170465528495,97958,37.6077979084079,17.0,13.1,8.1879310718,81.62508,89.66,81.478946682,5.3,67569.0,31909.0,654.0,48.0,118590.0,27708.0,11.3,11.2,20.5
SANDUSKY,371,3390,3761,0.0986439776655144,0.5818000285266011,OHIO,2020-03-23,41.3563249258434,-83.1461832662183,59870,146.574992938332,34.6,25.8,6.8144344959,48.99062,96.246246246,60.243004418,6.3,53978.0,24467.0,901.0,50.0,93141.0,22548.0,11.9,17.1,23.2
NAPA,373,6844,7217,0.0516835250103921,0.2836961480805579,CALIFORNIA,2020-03-19,38.5064901332749,-122.330531353597,140823,188.183083044538,23.8,18.5,8.5375290173,96.47237,86.951364176,64.027627148,6.6,85624.0,38057.0,1284.0,41.0,163017.0,36420.0,8.0,17.0,21.9
CADDO,166,387,553,0.3001808318264014,0.4631771955691656,LOUISIANA,2020-03-23,32.5800777113797,-93.8823377740167,253125,288.126849853066,39.9,30.8,8.6488047521,114.36404,73.8,56.995051036,7.1,40467.0,25206.0,4324.0,44.0,90897.0,16180.0,19.7,14.8,24.4
MCCRACKEN,145,3029,3174,0.0456836798991808,0.6635576708084454,KENTUCKY,2020-03-26,37.0539651489562,-88.7126593490767,65292,262.4840162261,30.0,28.3,5.8723895679,94.82297,91.613924051,66.397952655,5.1,48950.0,28926.0,1122.0,51.0,97412.0,18549.0,15.6,18.1,21.9
STEPHENS,14,136,150,0.0933333333333333,0.7830871115639327,GEORGIA,2020-04-03,34.553965222692,-83.2934700488512,25584,142.822631040184,37.2,27.0,15.776458952,65.66242,89.705882353,55.379221259,10.5,45850.0,20125.0,545.0,49.0,87603.0,18193.0,13.4,18.3,22.4
BREMER,14,638,652,0.0214723926380368,0.5324272418377899,IOWA,,42.7745900462811,-92.3180550854793,24663,56.6342102813658,32.7,21.8,3.9052122629,52.18578,94.164456233,79.445559001,3.2,74646.0,31001.0,218.0,48.0,117149.0,29494.0,9.0,18.5,22.0
MCDUFFIE,12,12,24,0.5,0.5861027190332326,GEORGIA,2020-04-03,33.4828645980303,-82.4813720217924,21558,83.7336435709776,24.1,36.8,15.105151567,51.16755,76.54723127,48.891481914,8.6,42768.0,19497.0,409.0,48.0,82659.0,15569.0,19.8,15.8,25.8
WARD,83,2043,2126,0.0390404515522107,0.6798482416459944,NORTH DAKOTA,,48.2217450848313,-101.541809135705,68954,34.2513390270125,33.3,26.7,8.1022754739,71.07011,88.432475884,68.883610451,2.4,63938.0,32395.0,555.0,53.0,122540.0,31208.0,7.1,11.7,23.3
PRINCE WILLIAM,1673,25301,26974,0.0620226885148661,0.3649217962938464,VIRGINIA,2020-03-30,38.7047662442199,-77.4808543170885,443630,1318.68614658168,30.3,18.5,11.672109105,44.49023,92.2,69.040709663,5.4,106200.0,37063.0,3250.0,47.0,180004.0,50014.0,5.8,8.3,28.0
SOMERSET,136,775,911,0.1492864983534577,0.5394949494949495,MARYLAND,2020-03-30,38.1223950574094,-75.7339045676621,25899,81.0033333468039,44.4,34.5,8.4829200937,34.7249,85.95,41.010630103,8.4,42098.0,17143.0,423.0,45.0,87291.0,17596.0,18.3,15.4,16.9
FREEBORN,173,189,362,0.4779005524861878,0.5487508566444458,MINNESOTA,2020-03-27,43.6738175910901,-93.3488294516967,30751,43.4897116932903,35.7,25.1,6.4284493076,55.67382,80.0,59.383338275,4.6,52010.0,27332.0,375.0,45.0,93880.0,25377.0,8.5,21.5,21.9
HAMILTON,350,920,1270,0.2755905511811024,0.5666165335546105,INDIANA,2020-03-24,40.072487207296,-86.0520325223271,303042,768.563130292947,26.0,16.6,6.1059261261,142.70403,76.805935182,86.897727538,3.5,101740.0,42361.0,2137.0,56.0,171567.0,45631.0,8.2,10.5,28.6
EL PASO,14,152,166,0.0843373493975903,0.2593921722552428,TEXAS,2020-04-02,31.7685783112865,-106.234846654188,833592,822.742141715012,28.6,20.9,22.615213331,48.19076,86.5,65.096005926,7.9,43948.0,19145.0,7606.0,32.0,89354.0,18467.0,9.6,11.2,28.4
DELAWARE,231,608,839,0.2753277711561382,0.5377080424617158,INDIANA,2020-03-24,40.2275536958714,-85.3969045426217,116463,297.002525399081,34.1,27.9,9.0132266715,99.84026,90.724165989,65.119973928,9.4,43096.0,21566.0,1889.0,52.0,86210.0,17460.0,16.1,16.0,19.1
COLUMBIA,86,153,239,0.3598326359832636,0.665477348902584,GEORGIA,2020-04-03,33.5441268689583,-82.2640532136154,139904,482.279440474376,32.1,26.0,11.291357484,104.8958,90.750528541,73.840033194,6.9,82184.0,31004.0,1385.0,46.0,136130.0,37607.0,9.1,11.7,26.1
FRANKLIN,206,190,396,0.5202020202020202,0.7009780343113676,ILLINOIS,2020-03-21,37.9922869509948,-88.9241453431552,39503,96.6102961887997,26.6,28.5,6.7544770309,33.29833,83.336198347,63.714409911,10.7,42071.0,22119.0,740.0,35.0,82143.0,16805.0,13.7,19.4,22.2
LOUISA,110,1431,1541,0.0713822193380921,0.5971300550167319,VIRGINIA,2020-03-30,37.9782081208842,-77.9629735981538,34350,69.2120591381134,30.4,31.3,12.516912402,13.94311,94.2,56.213819436,8.1,63714.0,28767.0,540.0,56.0,106988.0,26224.0,9.9,17.3,20.9
HOLMES,264,1869,2133,0.1237693389592123,0.7888547132259816,OHIO,2020-03-23,40.5612160694782,-81.9293412621386,43702,103.428594672991,29.2,28.6,23.899070385,25.02446,93.939393939,20.380354867,3.4,60828.0,19517.0,412.0,45.0,107412.0,28921.0,11.1,12.5,33.0
RAVALLI,138,2304,2442,0.0565110565110565,0.6565880475261571,MONTANA,2020-03-28,46.081701045969,-114.12069455972,41130,17.2021379350756,26.5,23.9,12.709550419,61.08592,94.71,63.782370518,7.7,50055.0,23042.0,548.0,37.0,89351.0,20589.0,12.4,22.8,20.3
