state,county,infection_rate,percent_vac,percent_republican,date_stay_at_home_effective,lat,lon,total_population,population_density_per_sqmi,percent_adults_with_obesity,percent_physically_inactive,percent_uninsured,primary_care_physicians_rate,high_school_graduation_rate,percent_some_college,percent_unemployed_CDC,median_household_income,per_capita_income,num_deaths,eightieth_percentile_income,twentieth_percentile_income,percent_below_poverty,percent_age_65_and_older,percent_age_17_and_younger
MINNESOTA,MEEKER,0.1166135561105847,0.421,0.6598273896759486,2020-03-27,45.1231206818634,-94.5273191506718,23094,37.9740160837696,32.9,21.0,4.9989132797,56.20163,91.67,65.363800361,3.9,66557.0,27974.0,247.0,106413.0,28560.0,9.4,18.1,24.6
MINNESOTA,MILLE LACS,0.1211325493777828,0.512,0.6407006222631942,2020-03-27,45.9380348053845,-93.6300827703925,25788,45.0573484280915,30.7,25.1,7.1668909825,77.30365,80.04,57.045643154,6.4,53289.0,24489.0,355.0,98290.0,24006.0,11.8,18.0,24.2
MINNESOTA,MORRISON,0.1296351764212544,0.441,0.7337913023731123,2020-03-27,46.0126287348541,-94.268394499942,32850,29.1979027683911,32.4,25.0,5.6430594901,54.43987,89.25,62.706807703,4.5,57471.0,26442.0,365.0,98558.0,22886.0,11.7,17.5,23.6
MINNESOTA,MOWER,0.1208626628725475,0.531,0.4980524978831498,2020-03-27,43.6714392332068,-92.7525367007956,39248,55.175658334171,31.6,24.8,6.870806162,37.91134,78.93,62.755754476,5.8,53387.0,27459.0,394.0,103567.0,23082.0,14.0,17.8,24.9
MINNESOTA,MURRAY,0.1322919209177447,0.472,0.6371036846615252,2020-03-27,44.0221696741603,-95.7632768887347,8463,12.009376121964,32.4,25.2,5.9353385877,11.98179,89.29,70.093457944,4.2,59938.0,29084.0,82.0,104446.0,27708.0,9.2,24.2,21.1
MINNESOTA,NICOLLET,0.0983836144015872,0.549,0.4662098690390672,2020-03-27,44.3498959691651,-94.2473999377144,33226,74.0626819504683,27.8,17.9,4.2276546402,91.26774,92.59,75.362485616,3.5,66209.0,28089.0,228.0,112564.0,31279.0,11.8,14.0,22.2
MINNESOTA,NOBLES,0.191455915668778,0.505,0.6138785912882299,2020-03-27,43.6742368415821,-95.7533732331716,21729,30.3857577547533,33.4,27.7,10.389176549,72.91287,77.52,47.756170531,7.0,55766.0,24188.0,197.0,96811.0,22378.0,14.1,15.4,26.6
MINNESOTA,NORMAN,0.0875294117647058,0.49,0.5210058264336094,2020-03-27,47.3264703311725,-96.4552999189859,6638,7.60550936471346,36.0,27.4,6.4391000776,,87.18,62.12797619,3.4,48799.0,26270.0,108.0,96676.0,24794.0,11.7,21.8,23.0
MINNESOTA,OLMSTED,0.0871295635309205,0.661,0.445132224288335,2020-03-27,44.003763542694,-92.4017531012953,150104,229.623281123993,27.1,19.5,4.3789930609,227.19938,86.06,79.729504885,4.2,76001.0,36143.0,1171.0,137736.0,32814.0,9.2,14.0,24.8
MINNESOTA,OTTER TAIL,0.1020154563714976,0.433,0.6442769230769231,2020-03-27,46.4088161463517,-95.7079979073103,57694,29.2560283883762,31.2,23.0,6.34493062,51.41829,80.46,72.169059011,4.0,53778.0,28781.0,662.0,103208.0,25574.0,9.7,22.3,21.5
MINNESOTA,PENNINGTON,0.1099227990650896,0.425,0.5956813104988831,2020-03-27,48.0662429044216,-96.0367115772437,14156,22.9589995749055,26.5,22.9,4.251450342,63.21113,92.45,66.797202797,3.3,57494.0,26992.0,153.0,105607.0,24795.0,8.7,16.7,23.1
MINNESOTA,PINE,0.1155211467595253,0.425,0.5930779813192383,2020-03-27,46.1207700535169,-92.741336993429,29067,20.5960627346305,35.0,27.9,6.6697438264,20.54583,86.35,57.420023697,6.6,50387.0,22817.0,400.0,93673.0,21591.0,13.7,18.3,20.7
MINNESOTA,PIPESTONE,0.12853385930309,0.468,0.6942595673876872,2020-03-27,44.0230178242172,-96.2586581503185,9285,19.9653688895463,31.7,26.1,8.6404066074,55.02366,78.26,60.831168831,4.2,55378.0,27489.0,103.0,95856.0,22285.0,12.7,20.3,24.6
MINNESOTA,POLK,0.1255898482336436,0.353,0.606853203568532,2020-03-27,47.7738654759914,-96.4018736538344,31550,16.0064795074252,39.4,27.4,5.7065756578,44.27718,88.22,68.294369899,4.0,60180.0,27231.0,378.0,108299.0,21124.0,13.0,17.1,23.5
MINNESOTA,POPE,0.1029424837763356,0.499,0.6002532046209843,2020-03-27,45.5860038527093,-95.4445266911042,10975,16.3915367180043,30.6,21.8,5.3605769231,118.50501,92.77,70.210084034,3.7,60975.0,30485.0,112.0,106304.0,27173.0,9.5,23.1,21.2
MINNESOTA,RAMSEY,0.0979973506371735,0.629,0.259549027432517,2020-03-27,45.0170629332255,-93.0996171374535,531528,3493.27384349349,26.2,19.0,5.7838970972,109.49425,76.18,73.003556835,6.5,62937.0,31256.0,5214.0,124310.0,26399.0,15.9,13.0,23.4
MINNESOTA,RED LAKE,0.0998766954377312,0.491,0.6065922381711856,2020-03-27,47.8716980421913,-96.0953587485529,4042,9.34767576752175,36.7,26.5,6.572327044,,91.38,65.077605322,4.0,54412.0,25732.0,,100932.0,26156.0,10.4,18.7,24.6
MINNESOTA,REDWOOD,0.1189848384970336,0.464,0.6749441597687558,2020-03-27,44.4036651267603,-95.2538469526993,15578,17.7309786028982,34.7,27.4,7.4888383455,39.28759,91.62,65.035644848,3.5,56760.0,26716.0,175.0,99493.0,24434.0,11.6,20.8,24.4
MINNESOTA,RENVILLE,0.1272339840527907,0.494,0.6429134893505127,2020-03-27,44.7268217218065,-94.9471279932295,14995,15.2556098740684,34.0,25.0,7.3521716379,27.31308,88.03,64.416775885,3.4,59787.0,30089.0,178.0,101371.0,25602.0,10.5,20.4,22.4
MINNESOTA,RICE,0.1252762348444125,0.561,0.4755725426131985,2020-03-27,44.3542706752379,-93.2966802749357,65116,131.323631890315,26.1,19.6,5.600895492,90.95319,78.14,59.296648192,4.3,67024.0,27856.0,556.0,116838.0,28648.0,11.7,14.0,22.2
MINNESOTA,ROCK,0.140955448201825,0.474,0.6387683405662327,2020-03-27,43.6746951823904,-96.2532078614037,9554,19.8027635168942,24.7,27.9,5.310087836,105.37408,90.24,72.176838059,2.1,63503.0,27634.0,91.0,105015.0,25164.0,10.7,20.4,25.2
MINNESOTA,ROSEAU,0.1414441147378833,0.45,0.6984879548949257,2020-03-27,48.7751243926521,-95.8108410945869,15609,9.33768532637639,34.9,25.8,6.1085614812,52.19547,93.15,65.299401198,2.1,60239.0,27307.0,137.0,99568.0,29073.0,8.4,15.6,24.9
MINNESOTA,SCOTT,0.120164012535819,0.598,0.5324341254714844,2020-03-27,44.6484685601794,-93.5359169502434,139490,391.540781984439,29.3,18.7,3.8251783505,57.6025,87.54,77.613851749,4.0,101427.0,37113.0,883.0,165573.0,44386.0,5.7,9.3,28.8
MINNESOTA,SHERBURNE,0.1262058043151854,0.376,0.6431456206118096,2020-03-27,45.4439509174323,-93.7745975425959,91188,210.637089523614,30.2,19.6,3.7841888348,40.18188,90.16,72.489874638,4.1,81850.0,31182.0,709.0,138225.0,41091.0,7.2,10.0,27.4
MINNESOTA,SIBLEY,0.1007736293306424,0.421,0.6679958837149472,2020-03-27,44.5795039940183,-94.23213279285,14957,25.4033160654536,39.3,28.8,6.6793577222,13.4508,88.59,63.038953315,4.2,66209.0,28811.0,142.0,106869.0,29916.0,9.8,17.5,24.4
MINNESOTA,STEARNS,0.142654043147602,0.507,0.5982636445873957,2020-03-27,45.5521552743658,-94.6130273674443,153661,114.430948200194,28.9,21.9,4.8817708293,98.84553,82.74,74.094813526,4.8,60843.0,27792.0,1261.0,109679.0,27063.0,13.7,13.3,22.9
MINNESOTA,STEELE,0.1111353652214248,0.525,0.583867772042338,2020-03-27,44.022348558386,-93.2260544265314,36541,85.0492997477229,31.3,21.3,4.399244708,73.19652,83.21,64.583333333,4.3,65323.0,28736.0,339.0,110258.0,28621.0,9.4,15.8,25.5
MINNESOTA,STEVENS,0.09535951045385,0.493,0.5185253797702853,2020-03-27,45.5861281658991,-96.0003251957377,9762,17.3204417027773,31.3,22.8,4.7921071177,83.03924,95.15,81.328200192,3.0,61929.0,26625.0,68.0,113842.0,21947.0,17.4,16.9,21.0
MINNESOTA,SWIFT,0.1166630692855601,0.508,0.5933119743692431,2020-03-27,45.2826944458117,-95.6814494366871,9483,12.7796649665511,37.5,28.9,6.0038556871,53.15191,88.04,66.924191212,3.3,51552.0,28969.0,127.0,100710.0,20924.0,12.4,21.1,22.2
MINNESOTA,TODD,0.118512812195913,0.362,0.7074960393562911,2020-03-27,46.0706219328572,-94.8975990336916,24335,25.7518957996458,37.1,24.5,8.2912457912,73.42443,91.71,58.267879289,4.3,58113.0,24410.0,247.0,94709.0,22842.0,13.5,19.2,24.0
MINNESOTA,TRAVERSE,0.118748082233814,0.537,0.5834260289210234,2020-03-27,45.7721885873517,-96.471601135627,3397,5.91944363125991,32.6,31.9,7.4602527517,30.12956,93.1,78.503184713,4.4,49773.0,30992.0,,95231.0,25267.0,9.2,26.3,20.5
MINNESOTA,WABASHA,0.0971470846626901,0.656,0.5906862745098039,2020-03-27,44.2843042001658,-92.2302780147201,21327,40.7843754706314,36.5,25.5,4.6958062611,74.04665,91.34,66.69569003,3.4,63633.0,31464.0,213.0,114631.0,30202.0,6.6,18.8,22.4
MINNESOTA,WADENA,0.121692734980266,0.446,0.6975771560426882,2020-03-27,46.5857750663577,-94.9694027686093,13755,25.649616708285,34.3,30.1,6.0803782506,65.84242,82.03,66.528497409,5.2,46312.0,22283.0,220.0,83544.0,23135.0,15.5,21.9,24.4
MINNESOTA,WASECA,0.132441435632925,0.497,0.618149797990262,2020-03-27,44.022125835914,-93.5872774908258,19034,44.9592063168054,32.7,25.3,4.7005618747,31.93698,82.85,65.521549032,4.7,58335.0,27179.0,163.0,102041.0,23588.0,7.8,16.2,23.3
MINNESOTA,WASHINGTON,0.1069501600365797,0.601,0.4466876971608833,2020-03-27,45.0387079182147,-92.8839425844783,248745,647.096951568729,24.8,16.2,3.3343081436,108.05624,90.24,81.061369416,4.0,95840.0,39873.0,1934.0,162337.0,44994.0,5.1,12.8,25.2
MINNESOTA,WATONWAN,0.1260897494723318,0.494,0.5538215286114446,2020-03-27,43.9784414446624,-94.614087677237,10996,25.2808290914234,31.7,25.4,8.3108028682,27.67528,87.84,51.635412124,2.7,51962.0,26273.0,111.0,103600.0,22449.0,11.7,19.2,24.3
MINNESOTA,WILKIN,0.1369421620750765,0.295,0.6447607510599637,2020-03-27,46.35706876378,-96.468336612872,6479,8.62735597309591,29.8,31.6,4.6401887534,,94.44,76.705370102,2.0,61387.0,27814.0,68.0,103406.0,23209.0,9.2,18.6,23.1
MINNESOTA,WINONA,0.0931384200934949,0.553,0.4649075707601442,2020-03-27,43.9868576004726,-91.7791636961338,51145,81.6894252871141,29.5,25.2,5.6100945724,41.27926,83.47,76.718053492,5.7,56076.0,25967.0,463.0,102839.0,23570.0,13.9,15.0,18.4
MINNESOTA,WRIGHT,0.1209088215527146,0.458,0.6215921169812405,2020-03-27,45.173955860915,-93.963052753813,129922,196.456448332852,31.8,20.0,4.0246284501,44.68076,89.54,73.9271763,4.4,87377.0,31154.0,1004.0,134268.0,38380.0,5.6,11.2,28.8
MINNESOTA,YELLOW MEDICINE,0.1194767741270985,0.516,0.6410159211523881,2020-03-27,44.7162572767933,-95.8683706027218,10038,13.2235394917481,35.3,28.9,6.0811675842,81.07834,95.93,62.22322639,3.1,56528.0,27686.0,114.0,99458.0,24059.0,11.3,20.2,23.2
MISSISSIPPI,ADAMS,0.11735574886782,0.451,0.4245446660884648,2020-04-03,31.4828956206303,-91.3535466827085,31747,68.6654195029937,35.3,31.9,14.979845776,93.53933,80.0,41.741927502,10.1,33392.0,18091.0,655.0,66516.0,10663.0,30.4,16.8,22.3
MISSISSIPPI,ALCORN,0.1008307850512813,0.321,0.7994994250152202,2020-04-03,34.8808162002303,-88.580268217502,37309,93.2630567643821,35.3,35.1,14.397590361,34.93684,87.817839196,58.600550964,7.7,40010.0,20006.0,751.0,79114.0,17434.0,19.9,17.0,23.9
MISSISSIPPI,AMITE,0.1173456940717248,0.313,0.6083687943262411,2020-04-03,31.174431659928,-90.804424268219,12692,17.3839221053965,39.9,37.0,18.367346939,24.10219,,41.044501655,10.6,38092.0,17954.0,250.0,75009.0,13388.0,28.0,20.9,21.4
MISSISSIPPI,ATTALA,0.1326070210190381,0.433,0.5931443798449613,2020-04-03,33.0862686250852,-89.5815274478368,19085,25.9666352020363,37.3,30.3,14.450944792,48.70921,82.5,49.405195436,11.4,36761.0,20283.0,348.0,79878.0,13654.0,24.4,19.1,25.5
MISSISSIPPI,BENTON,0.1342777575977721,0.399,0.5609269872913033,2020-04-03,34.8172999649742,-89.188469691357,8378,20.6041993611431,39.9,24.9,15.594951923,,77.5,39.729458918,13.8,35184.0,20261.0,182.0,75276.0,14286.0,22.7,17.4,23.1
MISSISSIPPI,BOLIVAR,0.1675264463889251,0.499,0.33203125,2020-04-03,33.7955880018043,-90.8803672887209,33615,38.3482002146303,39.1,33.0,15.629723924,50.08609,82.216824645,59.292251373,14.4,33116.0,16595.0,722.0,69374.0,10307.0,37.8,14.0,25.1
MISSISSIPPI,CALHOUN,0.1311886358888656,0.314,0.6863664790494058,2020-04-03,33.9364401290063,-89.336464574694,14724,25.1017270234743,38.3,39.4,18.768202844,13.80072,87.5,45.813253012,9.7,39176.0,17203.0,265.0,74108.0,14480.0,26.3,17.4,24.3
MISSISSIPPI,CARROLL,0.1306926711571328,0.343,0.6872286541244573,2020-04-03,33.4485352237176,-89.9201763637598,10301,16.3965391766392,34.4,41.4,16.084754797,19.72581,82.5,58.349802372,8.9,42588.0,22519.0,171.0,94285.0,18483.0,17.4,20.9,20.0
MISSISSIPPI,CHICKASAW,0.1337192305443489,0.4,0.5230671736375159,2020-04-03,33.9207830821982,-88.9478609338148,17357,34.5907369009204,45.3,31.7,17.281793696,52.49038,84.199507389,42.915564109,10.9,37429.0,18514.0,321.0,78480.0,14903.0,27.2,15.4,25.1
MISSISSIPPI,CHOCTAW,0.1048721071863581,0.292,0.6858548585485855,2020-04-03,33.3473065252875,-89.2483853419381,8320,19.8956119962453,37.7,34.2,13.564865286,36.24064,72.5,54.336877448,13.3,38479.0,18434.0,175.0,81065.0,14887.0,24.5,19.2,23.0
MISSISSIPPI,CLAIBORNE,0.1200489541611037,0.456,0.1264044943820224,2020-04-03,31.9736709232391,-90.9117797534267,9209,18.8935439081134,41.0,42.5,14.474929044,44.69274,87.5,55.002733734,20.9,29631.0,12944.0,193.0,54087.0,9784.0,41.2,15.0,21.7
MISSISSIPPI,CLARKE,0.1261180104240396,0.437,0.6593505326658965,2020-04-03,32.0413862739984,-88.6894346263013,16203,23.429057755076,28.7,33.1,14.692319924,31.58959,82.63681592,53.192670738,10.6,41495.0,20431.0,339.0,82853.0,14833.0,19.2,18.3,23.5
MISSISSIPPI,CLAY,0.1099606543797887,0.381,0.4148755373387983,2020-04-03,33.6556559095099,-88.7815455744009,20147,49.1311380798243,39.5,30.4,14.781172585,50.9165,87.5,58.733487104,13.8,38121.0,19097.0,338.0,82415.0,15600.0,26.0,16.4,24.4
MISSISSIPPI,COAHOMA,0.1454077020430302,0.405,0.2722172351885099,2020-04-03,34.2291905252985,-90.6026899038315,24804,44.8920385940012,42.4,35.8,13.569617579,56.14581,73.782894737,61.839708561,21.1,29380.0,16066.0,508.0,69415.0,11425.0,35.2,13.3,27.8
MISSISSIPPI,COPIAH,0.1211117049706039,0.443,0.4701124634108766,2020-04-03,31.869257629024,-90.4487817009853,28780,37.0283606889582,39.2,43.2,15.631542219,35.06803,79.076271186,49.857635247,14.7,38664.0,18188.0,525.0,81854.0,15599.0,28.1,15.3,23.9
MISSISSIPPI,COVINGTON,0.171120412105602,0.403,0.616842583134718,2020-04-03,31.6331930488855,-89.5526321119346,19503,47.1318908394526,37.5,40.1,15.971168437,41.93092,80.0,60.637576306,13.1,36083.0,16941.0,387.0,77435.0,14598.0,25.8,16.8,25.0
MISSISSIPPI,DESOTO,0.1302549406580334,0.424,0.6558946647385646,2020-04-03,34.8753913098639,-89.9918484303283,170890,358.802518179519,35.3,28.8,10.445244846,34.12568,89.0,66.61252707,6.7,68126.0,27135.0,2318.0,114847.0,31201.0,10.0,11.7,26.8
MISSISSIPPI,FORREST,0.1295646020534868,0.341,0.5509193272519954,2020-04-03,31.1888744123935,-89.2578918052724,76274,163.663487665505,31.3,28.6,15.396199814,63.60059,79.53931848,69.586604392,12.5,39061.0,20194.0,1306.0,82000.0,15466.0,27.3,12.6,23.1
MISSISSIPPI,FRANKLIN,0.1173343705432386,0.383,0.6342657342657343,2020-04-03,31.4771763298486,-90.8979135287019,7818,13.8687856383819,32.0,32.1,14.439102564,38.6349,82.5,52.53164557,10.0,39508.0,22769.0,153.0,79876.0,16244.0,18.7,18.0,24.5
MISSISSIPPI,GEORGE,0.1230204081632653,0.298,0.8791830957436053,2020-04-03,30.8625686386103,-88.6439772803196,23313,48.7010629596917,38.8,32.3,14.688928642,33.20329,89.0,42.470277411,8.8,47246.0,20640.0,420.0,88420.0,20154.0,17.9,14.1,26.4
MISSISSIPPI,GREENE,0.1104813778890033,0.309,0.8074129260569939,2020-04-03,31.2142326133718,-88.6391847251364,13941,19.5592490387877,36.5,28.5,15.377826806,,87.5,41.999027237,10.4,42022.0,15659.0,263.0,84632.0,18063.0,18.0,12.0,20.5
MISSISSIPPI,GRENADA,0.1343096637440986,0.422,0.5678683534671359,2020-04-03,33.7699087369976,-89.8020095258795,21518,50.9776025455016,41.5,32.7,14.663855704,47.42258,82.5,54.75724354,9.6,39633.0,20562.0,507.0,80485.0,15928.0,24.1,16.5,23.8
MISSISSIPPI,HANCOCK,0.0973715149479341,0.336,0.7830696830526733,2020-04-03,30.4160197418662,-89.4885188138312,46028,97.112935714437,33.7,35.3,15.554091448,34.00421,82.828054299,61.365962594,8.8,49843.0,23221.0,805.0,91919.0,19401.0,18.5,17.4,22.5
MISSISSIPPI,HARRISON,0.1094050365244136,0.45,0.6373730513480643,2020-04-03,30.5140157491898,-89.1165981819357,198570,345.926787059579,33.9,30.0,15.79714232,54.13921,85.233125898,60.960248953,9.6,45355.0,22517.0,3488.0,89738.0,18743.0,21.0,13.3,24.3
MISSISSIPPI,HINDS,0.109993961352657,0.486,0.2669490182824431,2020-04-03,32.2667127883908,-90.4428542452748,244596,281.221335790417,37.2,31.2,14.196975062,78.91539,74.355348169,67.532690447,10.5,44776.0,21672.0,3826.0,89946.0,17909.0,25.5,12.1,25.0
MISSISSIPPI,HOLMES,0.1231040564373897,0.487,0.1620851906884596,2020-04-03,33.1235411880054,-90.0920611026767,18547,24.5112242345798,46.3,41.6,14.430560514,50.73567,75.996047431,38.822971049,18.9,26449.0,12408.0,364.0,54228.0,8213.0,45.0,13.6,27.0
MISSISSIPPI,HUMPHREYS,0.128844246031746,0.477,0.2706324947096167,2020-04-03,33.1287204561205,-90.5266320817441,8822,21.0793318938754,46.3,28.1,15.419937787,35.9626,82.5,46.157979581,25.1,28542.0,13977.0,164.0,62625.0,12328.0,42.5,14.1,27.5
MISSISSIPPI,ISSAQUENA,0.13413715146948,0.323,0.4263233190271817,2020-04-03,32.7414153003534,-90.9891923462221,1352,3.27324858439856,27.1,43.4,18.028846154,0.0,,28.925619835,10.7,26936.0,17282.0,,69462.0,11185.0,40.4,18.6,15.4
MISSISSIPPI,ITAWAMBA,0.139546814878153,0.29,0.8698777857656362,2020-04-03,34.2799777564944,-88.3613127185241,23511,44.1279042778269,33.7,30.4,15.261799806,17.01548,84.0,53.250940355,7.2,45720.0,19707.0,425.0,78770.0,18983.0,20.2,16.9,22.3
MISSISSIPPI,JACKSON,0.1171100914237172,0.357,0.678455423971594,2020-04-03,30.5451808236864,-88.6358575982432,140850,194.880539242237,32.9,26.3,13.84379683,50.65001,87.428774929,62.467592719,8.7,51771.0,24350.0,2170.0,95431.0,20535.0,15.6,14.1,24.3
MISSISSIPPI,JASPER,0.1489959103949215,0.393,0.4764601769911504,2020-04-03,32.0191406952392,-89.1188451091196,16538,24.4558542976602,45.4,38.8,15.279257343,18.09191,83.185279188,51.224209078,6.5,36987.0,19363.0,294.0,79752.0,15231.0,22.1,18.2,23.2
MISSISSIPPI,JEFFERSON,0.1061516452074392,0.579,0.1269430051813471,2020-04-03,31.734290308099,-91.037352023132,7528,14.4787916250352,53.7,35.1,14.911347518,55.08124,87.5,32.699832309,11.9,28024.0,13703.0,165.0,57788.0,11285.0,39.7,13.9,23.4
MISSISSIPPI,JEFFERSON DAVIS,0.1143062544931703,0.357,0.3953823953823954,2020-04-03,31.5696791940737,-89.823017881717,11771,28.8189708811326,40.4,37.4,17.105567106,17.67721,82.5,56.431700518,14.5,31739.0,16859.0,279.0,66133.0,10694.0,34.7,19.4,21.1
MISSISSIPPI,JONES,0.1422949278980293,0.343,0.7101086343115124,2020-04-03,31.6225619408385,-89.1688142500279,68313,98.3184990173416,39.7,35.9,17.039561954,50.05152,85.140547264,57.78631914,7.5,42435.0,20957.0,1193.0,85930.0,17211.0,23.7,15.3,25.5
MISSISSIPPI,KEMPER,0.1113734346130158,0.362,0.3832722569519293,2020-04-03,32.7545938612549,-88.6411839383766,10128,13.218791172449,38.6,35.7,20.138388352,10.11839,92.5,46.4834653,9.3,33437.0,14715.0,171.0,55403.0,13116.0,29.9,17.0,21.0
MISSISSIPPI,LAFAYETTE,0.1261408023102982,0.475,0.5534796110573741,2020-04-03,34.3567316118556,-89.4848957536361,52193,82.6207781430927,32.1,26.2,13.838605183,60.69077,86.990927419,77.255463991,7.3,49381.0,23833.0,549.0,100344.0,17652.0,25.3,11.2,18.1
MISSISSIPPI,LAMAR,0.1233916928468812,0.488,0.7624837345478205,2020-04-03,31.205857980146,-89.5086907662106,59623,119.940171874829,33.9,25.5,13.074458058,136.86577,91.611650485,71.91643454,8.5,58377.0,28101.0,661.0,109029.0,21297.0,16.1,11.5,25.5
MISSISSIPPI,LAUDERDALE,0.1172074198988195,0.431,0.6012675388056666,2020-04-03,32.4042834469653,-88.6625454015085,79233,112.602532227396,35.8,33.6,12.594726937,93.23091,81.738705739,64.316316523,9.0,40077.0,21575.0,1300.0,88600.0,16276.0,23.1,15.1,24.1
MISSISSIPPI,LAWRENCE,0.1205307484506594,0.468,0.6428346951602766,2020-04-03,31.5501853822337,-90.1070059606431,12603,29.2638634449532,33.9,44.2,15.492008473,23.72855,82.5,58.825610187,10.1,40510.0,20700.0,265.0,80163.0,16145.0,21.7,16.0,24.5
MISSISSIPPI,LEAKE,0.1327130694285965,0.378,0.5659841401349273,2020-04-03,32.7535437416633,-89.5240746750372,23011,39.469900751941,40.4,35.0,19.013237064,22.01189,77.5,48.521240366,9.9,37212.0,18178.0,395.0,76636.0,13804.0,27.1,14.2,28.3
MISSISSIPPI,LEE,0.1324617257362236,0.368,0.6751131771640385,2020-04-03,34.2899158753397,-88.6804150067978,85281,189.534052757383,30.9,28.9,14.083588797,97.72409,83.998265395,66.784864671,7.0,51088.0,22741.0,1357.0,92848.0,19109.0,18.5,14.2,25.9
MISSISSIPPI,LEFLORE,0.1339814781960756,0.52,0.2883303411131059,2020-04-03,33.5505458116865,-90.3010764686771,30500,51.4022658906388,37.1,33.3,14.521647307,75.28317,75.02173913,48.777823296,13.1,29244.0,15370.0,628.0,66198.0,7937.0,40.4,12.8,27.7
MISSISSIPPI,LINCOLN,0.1259040201446432,0.322,0.6943987362601198,2020-04-03,31.5323979196328,-90.4540130728706,34691,59.1871108175211,39.4,32.7,14.679484905,46.5834,81.28968254,56.992303138,8.0,43478.0,19418.0,630.0,89563.0,15032.0,25.5,15.6,24.8
MISSISSIPPI,LOWNDES,0.1280143356941718,0.421,0.5189051808406647,2020-04-03,33.4729470768268,-88.4433201280347,59785,118.283704361323,36.7,30.1,14.287178646,54.06684,87.607493857,63.914332784,11.5,44348.0,22143.0,951.0,92484.0,16237.0,21.9,14.2,23.9
MISSISSIPPI,MADISON,0.108325805480277,0.554,0.5675474880526886,2020-04-03,32.634663884835,-90.0337553456083,101791,142.502275830317,36.4,22.4,10.607614196,131.90847,84.600174216,77.411103505,5.5,75740.0,35435.0,1252.0,139910.0,30600.0,12.7,12.5,25.6
MISSISSIPPI,MARION,0.1234281528506897,0.351,0.6701445309159326,2020-04-03,31.2308488322156,-89.8224437127752,25810,47.5861813282757,35.9,29.6,15.980520133,31.91192,82.171814672,47.11001642,8.8,36408.0,19707.0,531.0,72069.0,12749.0,27.3,16.5,23.9
MISSISSIPPI,MARSHALL,0.138012126707089,0.423,0.4438978367814543,2020-04-03,34.7622867449656,-89.5030669258006,36196,51.2562981188003,43.7,37.2,14.352202619,11.22996,80.910774411,40.570430733,7.5,40285.0,19104.0,691.0,87904.0,18986.0,18.2,15.1,22.2
MISSISSIPPI,MONROE,0.1278225348916373,0.414,0.6400780659783429,2020-04-03,33.892267896491,-88.4804881503893,36029,47.0910491570046,36.3,37.4,14.810319717,47.39072,87.586848635,54.268798105,9.4,44681.0,19905.0,648.0,86205.0,16516.0,20.6,17.6,23.4
MISSISSIPPI,MONTGOMERY,0.1404603580562659,0.437,0.5640512409927942,2020-04-03,33.4940914176307,-89.6163626642085,10353,25.4385742152469,37.9,35.2,15.105474636,58.97965,84.0,50.672268908,8.3,36311.0,19706.0,232.0,71556.0,12024.0,28.5,18.9,23.1
MISSISSIPPI,NESHOBA,0.1653959749982828,0.34,0.7276603809343315,2020-04-03,32.7534861346925,-89.1175709661123,29474,51.6966104498195,42.8,32.3,18.045449002,57.88416,80.386533666,51.294452347,8.3,36236.0,19030.0,653.0,79848.0,15738.0,22.3,14.7,28.3
MISSISSIPPI,NEWTON,0.1332667237605861,0.435,0.6937910574274211,2020-04-03,32.4002449202551,-89.1187997857133,21652,37.4696438559747,34.3,31.7,16.7644837,28.32193,84.023972603,68.722901064,9.2,40792.0,20896.0,383.0,80015.0,16437.0,23.3,16.2,25.4
MISSISSIPPI,NOXUBEE,0.1340117116252279,0.465,0.2152852529601722,2020-04-03,33.1101629331529,-88.569759262572,11098,15.9647142335991,42.3,39.8,17.718501703,,72.5,45.183121019,15.0,32167.0,16108.0,201.0,66742.0,12681.0,32.4,15.4,25.6
MISSISSIPPI,OKTIBBEHA,0.1054913586222195,0.445,0.4731847274332377,2020-04-03,33.4249700321929,-88.8793387607961,49424,107.863952879358,33.6,24.3,15.646877448,42.16952,90.0,78.350958645,11.0,39130.0,20128.0,508.0,94270.0,11125.0,32.6,10.1,17.6
MISSISSIPPI,PANOLA,0.1426649508656995,0.371,0.494490175252257,2020-04-03,34.3639106700664,-89.9505631389474,34319,50.090287113265,33.8,40.0,14.349128061,23.53356,85.255102041,48.549528302,9.2,39198.0,20098.0,657.0,74884.0,17709.0,22.4,14.2,25.9
MISSISSIPPI,PEARL RIVER,0.1026379760511389,0.362,0.8125942512452589,2020-04-03,30.7687189785158,-89.5896602513871,55167,68.0330635785625,38.2,32.3,15.089222635,28.9488,85.185758514,55.860545827,11.3,45268.0,20653.0,1077.0,95410.0,17881.0,20.3,17.2,23.2
MISSISSIPPI,PERRY,0.1175979286728472,0.291,0.7612297496318114,2020-04-03,31.172046807445,-88.9923660635426,12174,18.8100503571226,33.6,32.6,16.785350966,16.62234,76.520979021,50.05279831,10.4,39687.0,18188.0,227.0,79480.0,16103.0,19.7,17.3,23.6
MISSISSIPPI,PIKE,0.0989360619018529,0.409,0.4910484365419987,2020-04-03,31.1748604055181,-90.4041794855076,39939,97.6462251340922,33.7,37.1,15.240398204,45.60657,80.352539063,50.70253785,9.4,33983.0,17316.0,836.0,69890.0,9696.0,31.7,15.5,26.7
