state,county,infection_rate,percent_vac,percent_republican,date_stay_at_home_effective,lat,lon,total_population,population_density_per_sqmi,percent_adults_with_obesity,percent_physically_inactive,percent_uninsured,primary_care_physicians_rate,high_school_graduation_rate,percent_some_college,percent_unemployed_CDC,median_household_income,per_capita_income,num_deaths,eightieth_percentile_income,twentieth_percentile_income,percent_below_poverty,percent_age_65_and_older,percent_age_17_and_younger
FLORIDA,HENDRY,0.1276474227785445,0.405,0.5573549257759784,2020-04-03,26.5534768240506,-81.1658428890445,38376,33.1885354750702,34.5,35.1,26.854294928,32.22049,85.860655738,31.227011223,10.1,44391.0,18027.0,514.0,83338.0,18093.0,26.3,12.8,27.7
FLORIDA,HERNANDO,0.0951474834983498,0.478,0.6287048488208452,2020-04-03,28.5536341260581,-82.4250326909746,176797,373.91618501839,31.8,31.5,15.797323021,56.82031,86.537295331,55.097455333,11.2,45884.0,22435.0,3305.0,86073.0,21569.0,15.6,27.4,18.8
FLORIDA,HIGHLANDS,0.0939362272996865,0.505,0.6471347896510966,2020-04-03,27.3433270024218,-81.3410547851983,98862,97.249043778993,30.5,33.3,18.486193894,59.29065,72.877618523,41.760831147,12.3,39994.0,21916.0,1874.0,71108.0,18822.0,19.4,33.9,17.7
FLORIDA,HILLSBOROUGH,0.1164495423813561,0.553,0.4465247799752367,2020-04-03,27.929356345131,-82.3087876698058,1323059,1296.71806841605,24.4,23.1,14.289538971,83.0632,83.27455236,65.41101696,7.9,58361.0,28727.0,15716.0,114174.0,23799.0,16.4,13.1,23.2
FLORIDA,HOLMES,0.1315185808227557,0.272,0.8789053323937045,2020-04-03,30.8679194921516,-85.8140298261751,19569,40.8747708083872,33.4,37.6,15.679643088,35.79098,69.803921569,37.610893336,13.1,38040.0,17854.0,422.0,78127.0,14766.0,26.0,18.9,20.1
FLORIDA,INDIAN RIVER,0.0960087041888909,0.648,0.6076816358159707,2020-04-03,27.6943170390158,-80.6062479668596,145342,289.076079781081,26.3,25.6,16.920089648,61.53527,87.642276423,55.594739549,10.3,58228.0,32208.0,2084.0,106262.0,23684.0,14.1,30.2,17.5
FLORIDA,JACKSON,0.1637436980221485,0.391,0.6775818639798489,2020-04-03,30.7954308691357,-85.215497529047,48721,53.0627901261376,36.7,37.2,15.176675646,41.38216,72.708333333,42.987758803,12.3,39545.0,17222.0,960.0,77489.0,16210.0,22.9,17.7,18.7
FLORIDA,JEFFERSON,0.1194019373859329,0.586,0.514061478090255,2020-04-03,30.4375089457707,-83.8952859507484,14082,23.544801986574,34.0,26.6,13.591035263,21.21041,55.813953488,42.331812999,8.4,46332.0,21311.0,269.0,91267.0,19497.0,15.8,20.1,17.0
FLORIDA,LAFAYETTE,0.2106388031346473,0.329,0.828125,2020-04-03,29.9855094897978,-83.181096092364,8742,16.0872787326432,32.5,33.6,19.768270945,11.83292,88.235294118,34.443603331,15.0,42689.0,19341.0,134.0,96029.0,14214.0,18.0,13.8,20.8
FLORIDA,LAKE,0.1026590905376473,0.598,0.5994767162182774,2020-04-03,28.7615496739505,-81.7112564949174,317586,337.543044849626,30.3,29.0,15.534541111,70.22776,77.956815985,59.308125279,8.2,52447.0,24760.0,5040.0,96610.0,23804.0,13.5,25.9,19.9
FLORIDA,LEE,0.108056689986854,0.565,0.5868237240365174,2020-04-03,26.5791210815914,-81.8199654017012,680970,868.4921323846,25.9,24.8,18.616852934,64.79768,79.054579381,53.970575696,8.5,56343.0,28949.0,9014.0,106015.0,24851.0,15.5,26.3,18.6
FLORIDA,LEON,0.1270173239503784,0.513,0.353778297794021,2020-04-03,30.4580485013898,-84.277895943733,284788,427.055348102177,30.7,21.8,10.804434125,86.46466,90.033500838,78.613793103,9.6,51046.0,27190.0,2798.0,108682.0,20764.0,21.3,11.3,18.8
FLORIDA,LEVY,0.1065706093535407,0.409,0.7102345965455015,2020-04-03,29.3186489201704,-82.7432191912375,39707,35.5087623266436,32.0,36.9,18.018528392,17.34605,79.421221865,42.234757561,9.9,39037.0,20555.0,844.0,71801.0,17294.0,22.2,22.6,20.2
FLORIDA,LIBERTY,0.1574096241321522,0.312,0.7715412621359223,2020-04-03,30.2413801271872,-84.8829027573244,8285,9.91547029202791,39.3,36.0,14.697236919,,90.666666667,35.405872193,9.1,40814.0,17218.0,120.0,89649.0,20481.0,16.9,11.9,19.1
FLORIDA,MADISON,0.1288595684853728,0.4,0.5703703703703704,2020-04-03,30.4441087389549,-83.4701313484372,18560,26.662600301335,35.2,33.1,14.182616881,10.8407,80.536912752,42.560846561,12.4,38249.0,16486.0,327.0,74993.0,13356.0,28.5,18.1,20.0
FLORIDA,MANATEE,0.1118503768105878,0.557,0.5696532147207725,2020-04-03,27.4718886714733,-82.315280273276,353411,475.554174889284,26.5,24.4,16.054229912,55.5021,82.052916799,56.314787664,7.5,59587.0,29140.0,5151.0,110910.0,25320.0,14.3,25.5,19.5
FLORIDA,MARION,0.1052221270915451,0.501,0.6172467086433887,2020-04-03,29.2102075865768,-82.0566601157237,340341,214.316383703134,30.4,33.0,15.358412201,57.56971,77.355527638,49.384556951,10.1,44517.0,22390.0,6598.0,82086.0,20621.0,18.2,27.8,18.8
FLORIDA,MARTIN,0.0933043478260869,0.603,0.6201510630361805,2020-04-03,27.0775304773073,-80.4314798552769,153592,282.480366555856,19.4,22.5,16.991320052,66.2819,83.945239577,61.267242269,8.4,61592.0,35892.0,1995.0,124424.0,24949.0,11.8,29.4,16.9
FLORIDA,MIAMI-DADE,0.206514313897252,0.774,0.3407443756605768,2020-04-03,25.6158805542006,-80.5637148542809,2664418,1403.31326179279,22.2,24.5,20.017799721,79.25733,80.84618514,61.967124043,8.5,52043.0,24515.0,24185.0,105238.0,19002.0,19.9,15.2,20.6
FLORIDA,MONROE,0.1043137360564746,0.724,0.5156551626724422,2020-04-03,25.5099669427042,-81.0541129529792,77150,78.4830661114913,21.5,23.0,20.271794958,76.61044,80.0,62.426396478,4.9,67094.0,36771.0,1189.0,131138.0,29198.0,13.0,20.4,15.0
FLORIDA,NASSAU,0.12911706629055,0.517,0.7352114489239814,2020-04-03,30.6106048105384,-81.8016190655467,77187,118.998496232921,28.3,24.6,12.484949523,47.14643,91.136600626,61.18311374,7.6,66898.0,31141.0,1375.0,126982.0,30229.0,12.7,19.9,20.5
FLORIDA,OKALOOSA,0.1137668574248593,0.49,0.7128352585394874,2020-04-03,30.6912973284331,-86.5917596799802,195798,210.476278829583,27.0,28.1,13.452469892,79.32207,86.800373134,68.595900229,6.5,62779.0,29603.0,2666.0,113135.0,27649.0,12.0,15.1,22.2
FLORIDA,OKEECHOBEE,0.1132849554164295,0.398,0.6852706364901486,2020-04-03,27.3864368539286,-80.8886269358594,39420,51.2678243952197,33.0,37.5,22.455109806,48.07115,72.026431718,35.198019802,11.2,42258.0,17173.0,761.0,79852.0,19512.0,25.3,17.8,22.8
FLORIDA,ORANGE,0.1234251341273326,0.612,0.3573584732964166,2020-04-03,28.5144325329396,-81.3235201562608,1256055,1390.49588584424,25.2,24.6,15.652447107,87.39969,84.486006459,68.969135606,8.1,58037.0,26210.0,12481.0,109666.0,23942.0,17.3,10.7,22.8
FLORIDA,OSCEOLA,0.1447926951624879,0.629,0.3587649601300943,2020-04-03,28.0626843783821,-81.1494788015105,311962,234.970564322963,30.1,30.9,16.152249365,40.88818,86.639857015,60.636727161,8.3,50473.0,19482.0,3657.0,93971.0,23201.0,19.5,12.6,25.1
FLORIDA,PALM BEACH,0.1138885733947099,0.602,0.4112771238593334,2020-04-03,26.647608850507,-80.4654835978099,1398757,710.06781143606,21.2,23.4,17.446292916,79.18975,86.253276314,64.100192929,8.2,61735.0,34846.0,15549.0,126641.0,25375.0,13.9,22.7,19.6
FLORIDA,PASCO,0.094944101150471,0.519,0.5892908239646013,2020-04-03,28.3093079511327,-82.3923796272205,488310,653.132087522724,31.6,29.9,14.948817639,58.5949,81.830417227,62.988988207,8.2,53788.0,25225.0,8580.0,99047.0,22320.0,13.6,22.4,20.5
FLORIDA,PINELLAS,0.0971952705446996,0.588,0.4857829866999185,2020-04-03,27.9192951025552,-82.7253669853184,939548,3431.59544384783,25.4,24.4,14.335398909,88.18951,83.151531082,66.274753607,7.3,52226.0,31035.0,15198.0,105338.0,22164.0,14.1,23.0,17.0
FLORIDA,POLK,0.1197071651004377,0.487,0.5537187757198028,2020-04-03,27.9488873001352,-81.6975838508671,637691,354.912343679413,37.1,28.8,15.757248537,48.94513,78.027357811,51.691836074,9.6,51354.0,21669.0,9876.0,91812.0,22122.0,17.7,19.5,22.7
FLORIDA,PUTNAM,0.1143436078420847,0.366,0.6684784249781079,2020-04-03,29.6086560495326,-81.7443132724259,72304,99.3351611851812,38.7,36.8,17.168019716,43.55875,72.056737589,40.788279528,11.4,39578.0,18561.0,1634.0,71704.0,14946.0,27.0,21.1,21.8
FLORIDA,SANTA ROSA,0.1155480080081166,0.444,0.7446464185993504,2020-04-03,30.7004473522769,-87.0219824030187,163903,161.997981455512,30.1,29.7,12.514526796,71.15314,86.543909348,68.211567901,7.1,69541.0,28219.0,2305.0,116481.0,31825.0,12.3,14.4,22.6
FLORIDA,SARASOTA,0.0866482840029326,0.684,0.5432479274260793,2020-04-03,27.1844716548068,-82.3315048815704,398011,716.11749635599,21.4,22.0,16.300588488,76.11204,85.857664234,59.786451503,7.1,61652.0,35210.0,5522.0,116609.0,26696.0,11.0,34.0,14.9
FLORIDA,SEMINOLE,0.0947150008689644,0.54,0.4866382683551508,2020-04-03,28.7169796988243,-81.23630140979,442905,1431.12838479517,26.6,20.3,10.133157964,75.64967,88.821408237,77.905037601,8.0,67187.0,30097.0,4689.0,124386.0,27530.0,12.1,14.3,21.6
FLORIDA,ST. JOHNS,0.1120141155845726,0.618,0.6496330046735134,2020-04-03,29.9016491605143,-81.4406715500261,218362,363.515699529548,23.1,21.1,10.647598378,95.56544,90.402802102,77.407441947,6.0,81925.0,38362.0,2553.0,155232.0,34755.0,9.0,18.1,22.1
FLORIDA,ST. LUCIE,0.102227556145807,0.521,0.4990450630826357,2020-04-03,27.3772618163827,-80.4720289686123,293136,512.765106183356,29.8,29.8,16.924197757,38.27678,91.470295387,54.319072979,9.9,53377.0,24104.0,4303.0,92638.0,22024.0,17.9,22.6,20.8
FLORIDA,SUMTER,0.0808865730252227,0.774,0.6877975608165395,2020-04-03,28.7047521043205,-82.0809695594942,113589,207.413736906413,29.3,21.9,11.904453371,37.55043,85.483870968,40.505892894,7.9,55324.0,31591.0,1992.0,98612.0,26583.0,9.9,53.1,7.5
FLORIDA,SUWANNEE,0.1405092644708107,0.327,0.7642559109874826,2020-04-03,30.1956088256505,-82.9914950230556,43653,63.3983016983545,38.4,37.0,17.20233977,15.84069,92.915531335,42.35452018,10.3,38525.0,19322.0,841.0,81908.0,17463.0,22.7,20.1,21.4
FLORIDA,TAYLOR,0.139320320830822,0.348,0.7459634015069968,2020-04-03,30.0470020215759,-83.6035295682106,22582,21.6447547024043,34.5,34.6,14.918054809,36.64178,70.303030303,41.359158457,7.7,42307.0,16081.0,444.0,72430.0,18803.0,14.8,17.8,19.3
FLORIDA,UNION,0.1508170899783422,0.406,0.8022479803301721,2020-04-03,30.0438608056813,-82.3714363676275,15159,62.2403225318739,36.9,32.2,12.676056338,25.77818,81.012658228,35.609444799,10.5,45906.0,12943.0,520.0,82038.0,17899.0,22.4,12.8,19.1
FLORIDA,VOLUSIA,0.1019512583049573,0.542,0.5481946877551568,2020-04-03,29.0584243903499,-81.1819265314266,510806,463.872092011248,29.8,28.9,14.622956269,68.68489,77.072235244,60.724635166,7.8,50285.0,24834.0,9630.0,91988.0,21247.0,16.7,23.2,18.0
FLORIDA,WAKULLA,0.1241589851507157,0.418,0.6847762360758257,2020-04-03,30.1673301257506,-84.4006658658169,31314,51.6373460467063,39.5,29.9,12.397440105,31.13325,87.536231884,50.164907652,7.1,58203.0,22129.0,481.0,101115.0,28574.0,14.3,12.9,21.0
FLORIDA,WALTON,0.1116091317789688,0.422,0.7657044326188424,2020-04-03,30.6435862303434,-86.1696959352209,61528,59.2915595398793,31.8,31.7,17.641723356,52.65005,82.722513089,59.762287978,7.3,60973.0,28475.0,1004.0,113068.0,23264.0,17.4,18.8,20.5
FLORIDA,WASHINGTON,0.1252698936128449,0.301,0.7742022230190032,2020-04-03,30.6106069750089,-85.6653368059059,24627,42.1562804764163,37.8,35.6,16.570491061,24.42301,77.821011673,43.58041534,9.8,39225.0,18239.0,524.0,74198.0,16441.0,20.5,17.5,20.0
GEORGIA,APPLING,0.1376590884368541,0.286,0.7835139760410724,2020-04-03,31.7492288785569,-82.2889151662077,18410,36.3027861822426,38.8,37.9,19.145356662,37.79494,88.75502008,41.586206897,8.5,42781.0,19607.0,329.0,80390.0,16888.0,20.6,15.5,25.3
GEORGIA,ATKINSON,0.1426821800367421,0.286,0.7195402298850575,2020-04-03,31.2971398768413,-82.8800726919612,8268,24.3677440988692,34.8,33.7,22.387419585,,88.495575221,30.92075126,5.9,36779.0,19002.0,144.0,71500.0,16398.0,27.6,11.5,28.6
GEORGIA,BACON,0.1639197420279469,0.249,0.83681592039801,2020-04-03,31.5536746236958,-82.4527125970262,11251,39.6111488015389,37.4,34.4,19.383212075,61.84292,94.326241135,37.895778364,5.3,38775.0,18299.0,239.0,79418.0,15345.0,18.3,14.3,25.8
GEORGIA,BAKER,0.0934825543120474,0.384,0.5381944444444444,2020-04-03,31.3261448474879,-84.4447065053695,3250,9.50445077534328,35.2,26.6,19.1636216,,77.777777778,44.427710843,3.2,38288.0,23001.0,,73558.0,12653.0,15.7,19.5,17.5
GEORGIA,BALDWIN,0.1073735798618846,0.377,0.4775999007197816,2020-04-03,33.069271580889,-83.249559709144,45808,177.12491065486,37.1,26.2,15.912636505,55.67185,92.335766423,55.464560788,8.2,42727.0,19147.0,748.0,83276.0,13672.0,29.7,13.8,19.4
GEORGIA,BANKS,0.1038785484038681,0.251,0.879426523297491,2020-04-03,34.35415317041,-83.4973671884686,18336,79.0036130448845,34.1,35.7,19.340388236,21.46614,92.703862661,47.746354397,7.7,55384.0,18890.0,303.0,82232.0,19310.0,15.5,16.2,23.6
GEORGIA,BARROW,0.1313551177318596,0.338,0.7263592567102547,2020-04-03,33.9931961951707,-83.7127357002228,73340,457.325383991167,38.4,28.8,16.872808094,21.50238,86.288416076,55.612199267,8.6,61413.0,21978.0,1091.0,100186.0,27029.0,14.5,11.2,27.1
GEORGIA,BARTOW,0.1476637769403553,0.312,0.756283185840708,2020-04-03,34.2378575331877,-84.8404925431543,101942,221.832008630201,31.4,32.1,17.924706667,41.88322,88.127853881,54.559573996,7.7,57409.0,23376.0,1501.0,99554.0,24058.0,14.8,12.8,25.3
GEORGIA,BEN HILL,0.1379640718562874,0.323,0.6298854447439353,2020-04-03,31.7597806339374,-83.2204975510177,17405,69.5864518241768,39.6,38.5,16.268255468,47.0699,79.807692308,49.655172414,7.8,35020.0,15311.0,330.0,65025.0,13437.0,35.0,15.3,26.0
GEORGIA,BERRIEN,0.1162550909934525,0.263,0.8227617602427921,2020-04-03,31.2759884642345,-83.2296433745298,18986,42.009461951265,39.4,29.8,18.943405857,15.6364,79.399141631,37.412215365,10.4,39412.0,17007.0,391.0,73784.0,13764.0,25.6,16.1,24.4
GEORGIA,BIBB,0.1178840290155981,0.388,0.384098025432935,2020-04-03,32.8065001212585,-83.697410631621,154194,618.478640570371,36.6,31.2,14.403617403,131.49115,78.786020846,59.8739986,11.3,41390.0,22175.0,2701.0,91299.0,14242.0,27.8,13.9,25.1
GEORGIA,BLECKLEY,0.1352443097956964,0.29,0.7476879774829112,2020-04-03,32.4344328193135,-83.3278567711342,12835,59.4571619992591,42.7,32.2,13.774426508,31.17693,91.978609626,53.746056782,6.6,46019.0,19511.0,214.0,83261.0,14787.0,23.0,16.9,22.3
GEORGIA,BRANTLEY,0.1029881207807839,0.199,0.8835105538803365,2020-04-03,31.1968817973495,-81.9819081798383,18403,41.6015486094883,32.9,31.1,18.204584858,16.01623,82.8,32.952206723,9.2,41874.0,17320.0,391.0,83540.0,15691.0,21.2,14.4,25.5
GEORGIA,BROOKS,0.1072006210778288,0.372,0.5841224747474747,2020-04-03,30.8422222574529,-83.5804857351129,15645,31.728220719683,33.1,30.0,19.429778247,19.24681,87.248322148,52.45407184,17.7,36354.0,19665.0,281.0,79337.0,14037.0,24.7,18.3,21.9
GEORGIA,BRYAN,0.1067454008630479,0.404,0.6939300072497199,2020-04-03,32.0144766938911,-81.4436412603688,34104,78.1546733260387,35.1,29.7,12.216420598,78.25148,88.24383164,68.681787985,9.3,79658.0,29056.0,481.0,126750.0,26030.0,13.3,10.0,29.1
GEORGIA,BULLOCH,0.0964475932067129,0.281,0.5963422341602149,2020-04-03,32.3968140665652,-81.7431875596665,73141,108.671647283545,30.0,28.1,16.779862877,55.15503,85.112359551,70.008326395,9.7,43766.0,19544.0,909.0,90106.0,15978.0,31.5,10.2,19.8
GEORGIA,BURKE,0.1261671804494482,0.382,0.480269489894129,2020-04-03,33.0610898142582,-82.0009094143152,22838,27.6165750073093,34.5,26.6,15.179476239,35.52082,89.353612167,48.964608434,7.3,42785.0,18667.0,419.0,92871.0,16338.0,30.5,14.0,26.4
GEORGIA,BUTTS,0.1372313121591273,0.276,0.7060121925583351,2020-04-03,33.2878877101098,-83.9571892992067,23479,127.769620793,33.7,26.9,14.960054011,20.78224,80.753138075,38.252743993,8.4,48831.0,19529.0,485.0,92526.0,20570.0,20.5,14.5,21.4
GEORGIA,CALHOUN,0.101308773630635,0.4,0.4098765432098765,2020-04-03,31.529230619382,-84.624536209963,6443,22.9806007848135,27.3,32.2,17.973079968,15.49187,89.361702128,35.754451734,14.4,33393.0,16778.0,117.0,60512.0,12338.0,32.7,12.5,18.9
GEORGIA,CAMDEN,0.096860937328504,0.314,0.6512882916247817,2020-04-03,30.9305718393149,-81.6699861335051,52092,84.9515941777447,39.1,34.0,13.465055888,32.04887,92.574257426,63.708544126,9.3,56555.0,24368.0,645.0,105326.0,26692.0,14.0,11.2,25.1
GEORGIA,CANDLER,0.0999722299361288,0.355,0.7079457879351582,2020-04-03,32.4034475659507,-82.0736651281989,10962,45.1013716940354,49.6,32.6,20.794609665,37.04733,91.2,40.28668427,7.1,35841.0,17750.0,235.0,71747.0,13255.0,29.7,16.5,25.2
GEORGIA,CARROLL,0.1050653376891792,0.31,0.680605607307178,2020-04-03,33.5827928153869,-85.0797727538888,113756,227.952454023486,39.7,35.9,15.978329626,45.83574,89.86340762,58.365510526,10.8,52502.0,22002.0,1826.0,98234.0,22142.0,19.3,12.4,24.4
GEORGIA,CATOOSA,0.1053862089375554,0.331,0.7802070486227903,2020-04-03,34.9036347023038,-85.1382520811151,65645,404.809688688035,38.8,31.5,12.739131225,49.58678,88.209606987,62.948679917,7.2,55807.0,23834.0,1002.0,104600.0,24730.0,11.8,15.8,23.7
GEORGIA,CHARLTON,0.1380675029868578,0.173,0.7348107569721115,2020-04-03,30.7817298068655,-82.1379397809248,12968,16.7627565881219,35.4,32.6,15.711928336,31.45891,86.554621849,33.482542525,12.0,40499.0,18693.0,191.0,97118.0,17592.0,20.6,12.8,19.4
GEORGIA,CHATHAM,0.0933731817710672,0.467,0.4074120311747605,2020-04-03,32.0042216602937,-81.132838394638,282613,658.680556032753,32.4,26.0,16.223679374,88.12362,86.678587394,69.34002679,9.2,54165.0,27204.0,3789.0,108027.0,23154.0,18.0,13.6,22.1
GEORGIA,CHATTAHOOCHEE,0.4516365636747043,0.175,0.5402877697841727,2020-04-03,32.3469922467583,-84.7870296071805,11882,47.7695876735597,34.7,22.2,12.133370227,77.347,82.142857143,74.00764481,16.0,46869.0,19708.0,77.0,90132.0,22372.0,14.3,3.9,23.1
GEORGIA,CHATTOOGA,0.1237645729960869,0.314,0.7830828889966068,2020-04-03,34.4750068147007,-85.3453453017727,25046,79.9357698643291,30.2,30.2,16.638034255,8.07428,86.111111111,38.201346585,10.1,39513.0,17381.0,561.0,66869.0,14342.0,22.4,16.2,22.2
GEORGIA,CHEROKEE,0.1301835972068183,0.436,0.719804003819962,2020-04-03,34.2439528289738,-84.4762109800289,230629,547.669796370485,26.8,25.2,12.837450411,38.77644,87.735849057,72.846694708,5.5,82733.0,32002.0,2368.0,139658.0,36415.0,10.0,11.9,26.1
GEORGIA,CLARKE,0.1247399303363957,0.42,0.2827508004268943,2020-04-03,33.9511791887236,-83.3673392291364,122037,1023.76139661591,24.0,25.5,16.297159505,65.32141,79.624664879,71.10237586,8.6,42112.0,20195.0,1189.0,86862.0,13675.0,35.2,9.6,17.4
GEORGIA,CLAY,0.0910374029640084,0.562,0.4446190102120974,2020-04-03,31.6262426584188,-84.9800933637315,3068,15.7026177870261,35.9,41.2,15.449835139,33.76097,,37.026239067,18.9,30239.0,13533.0,,60333.0,10014.0,39.8,23.9,24.6
GEORGIA,CLAYTON,0.1018661721230701,0.36,0.1361741995929312,2020-04-03,33.5418932334504,-84.3576472881613,270269,1908.05676963601,36.5,34.0,18.832980029,25.2496,72.087912088,53.479006637,12.2,46059.0,18728.0,3436.0,83584.0,21217.0,24.3,8.2,28.3
GEORGIA,CLINCH,0.1627379873073436,0.319,0.7034623217922606,2020-04-03,30.9150006939424,-82.7062600421475,6814,8.51513467341258,51.9,27.3,16.597435434,14.86547,98.863636364,52.233676976,11.3,37593.0,16912.0,155.0,68903.0,5756.0,35.3,15.1,27.2
GEORGIA,COBB,0.1130290301404607,0.523,0.4622225446543276,2020-04-03,33.9414680627438,-84.5766832110363,728388,2144.2719721395,29.1,22.4,13.789606752,70.52559,84.519609878,74.689055015,6.8,78603.0,34891.0,6495.0,145912.0,33428.0,11.6,10.6,24.7
GEORGIA,COFFEE,0.13916298846856,0.295,0.6890406036651096,2020-04-03,31.5493027375523,-82.8491703423824,43042,74.7974758909757,34.7,33.2,19.410566105,53.47096,85.045045045,39.279768685,7.3,39480.0,18060.0,742.0,74400.0,14750.0,24.5,12.6,24.9
GEORGIA,COLQUITT,0.1199780701754386,0.339,0.7265120375807399,2020-04-03,31.1883783948915,-83.7688187920617,46002,84.1009581041701,37.7,34.5,23.554581231,45.81652,81.280788177,34.314651103,7.7,38633.0,17477.0,811.0,78455.0,16190.0,25.0,13.9,26.9
GEORGIA,COLUMBIA,0.1177559120435953,0.388,0.665477348902584,2020-04-03,33.5441268689583,-82.2640532136154,139904,482.279440474376,32.1,26.0,11.291357484,104.8958,90.750528541,73.840033194,6.9,82184.0,31004.0,1385.0,136130.0,37607.0,9.5,11.7,26.1
GEORGIA,COOK,0.1313259988419224,0.333,0.6894502228826151,2020-04-03,31.1539998668229,-83.4304669389729,17103,75.2771260493724,29.6,39.8,18.443683143,63.66846,89.87854251,54.333887438,5.4,38827.0,17564.0,304.0,81204.0,15460.0,26.2,14.7,26.7
GEORGIA,COWETA,0.1048959995690496,0.372,0.6888492995384241,2020-04-03,33.3534703492139,-84.7633569884995,135625,307.597305041074,28.8,26.7,12.516156133,50.30954,84.865470852,64.709133619,6.6,70974.0,29769.0,1658.0,125268.0,30528.0,12.0,12.5,25.9
GEORGIA,CRAWFORD,0.0612705578845533,0.32,0.7022797527047914,2020-04-03,32.7145096671472,-83.9863362537156,12483,38.4195003776859,46.0,43.2,16.564417178,8.13339,82.608695652,59.035277178,9.6,48004.0,22183.0,224.0,86375.0,16311.0,19.1,16.6,21.6
GEORGIA,CRISP,0.101019131056678,0.373,0.6055644302449414,2020-04-03,31.9229349847943,-83.7680666684524,23061,84.5998850645132,38.1,30.6,16.584930896,83.56791,87.912087912,47.459270753,13.9,36096.0,19943.0,415.0,75012.0,13053.0,32.9,15.5,24.7
GEORGIA,DADE,0.0973566641846612,0.29,0.8091957705863505,2020-04-03,34.8545601456275,-85.5045219040385,16356,94.011012482824,40.6,30.2,14.901387874,30.7031,92.1875,51.691729323,5.8,48779.0,21997.0,272.0,92336.0,19690.0,16.6,16.9,19.3
GEORGIA,DAWSON,0.1255553853225065,0.335,0.8414789630259244,2020-04-03,34.4443021741806,-84.1706213268028,22939,108.804193219735,28.1,24.0,17.213240955,69.73215,94.715447154,59.918018179,7.5,68835.0,29958.0,377.0,125968.0,32839.0,13.4,18.2,21.4
GEORGIA,DECATUR,0.1253976670201484,0.376,0.585261520513319,2020-04-03,30.8783487053814,-84.5790549913226,27237,45.6124601120295,27.1,25.4,17.688192228,44.9169,84.090909091,49.469375379,6.7,38441.0,18972.0,535.0,77431.0,12453.0,26.5,15.5,24.9
GEORGIA,DEKALB,0.0955647131491366,0.5,0.1635166175811816,2020-04-03,33.7715506723253,-84.2264283276226,723902,2704.91931616291,26.3,23.0,15.916535766,107.26808,76.248821866,70.896944919,9.8,63477.0,30517.0,7541.0,124368.0,25594.0,19.0,10.3,23.8
GEORGIA,DODGE,0.1158942004367871,0.294,0.7163646739905836,2020-04-03,32.1722164487121,-83.1684142378411,20995,42.337504285127,34.4,34.7,16.613811404,38.59141,93.073593074,46.933575978,10.5,35636.0,18481.0,378.0,80397.0,14793.0,22.2,15.0,21.0
GEORGIA,DOOLY,0.0870799103808812,0.305,0.5055713915522156,2020-04-03,32.1572051705681,-83.7987647800838,14089,35.9468358129481,38.2,32.9,18.360726644,7.27961,82.954545455,33.574111528,9.4,37278.0,16109.0,212.0,75665.0,15682.0,24.3,15.6,19.6
GEORGIA,DOUGHERTY,0.0961730865432716,0.396,0.3001730865139203,2020-04-03,31.5334654094169,-84.216371063758,92326,280.944680803561,37.3,31.7,14.427556285,77.09325,87.08994709,59.016609544,17.0,38806.0,20403.0,1576.0,76702.0,13837.0,30.5,13.5,25.0
GEORGIA,DOUGLAS,0.1153591220625516,0.392,0.4298209151685199,2020-04-03,33.7018487420034,-84.7679611183083,138283,691.021145341148,31.3,28.4,14.167003015,36.14073,85.604693141,63.350009264,9.0,60512.0,24471.0,1724.0,110831.0,27116.0,15.2,10.3,26.9
GEORGIA,EARLY,0.135819430814524,0.397,0.5333333333333333,2020-04-03,31.3228448024624,-84.9036452214165,10480,20.445042606189,43.5,29.3,14.714898835,67.98757,90.857142857,61.946902655,7.9,34984.0,17338.0,215.0,73473.0,13228.0,31.2,18.3,25.0
GEORGIA,ECHOLS,0.1432850723914129,0.253,0.8519458544839256,2020-04-03,30.7100562152067,-82.8939650686144,4025,9.70126697789972,27.8,23.6,27.566765579,,95.348837209,42.577777778,7.0,38667.0,17989.0,41.0,71652.0,13933.0,30.2,11.1,27.7
GEORGIA,EFFINGHAM,0.0840954336195097,0.311,0.7619575411373518,2020-04-03,32.3672915090726,-81.3413562004732,55852,116.917612787814,39.9,35.1,13.605184371,25.0075,91.252955083,57.479489236,6.0,65793.0,25553.0,840.0,117169.0,30234.0,10.8,10.6,27.1
GEORGIA,ELBERT,0.1245180785662186,0.361,0.6625766871165644,2020-04-03,34.1167993153778,-82.8401500632924,19394,55.24454709895,40.1,39.1,17.592282441,52.33136,81.862745098,35.464333782,8.3,39681.0,21039.0,385.0,78625.0,16492.0,19.8,18.9,22.1
GEORGIA,EMANUEL,0.1277488298154199,0.308,0.6787531806615776,2020-04-03,32.5897493174143,-82.3017161971994,22723,33.3864542168947,27.7,31.4,15.951024093,44.38526,84.444444444,40.366492147,11.5,37574.0,16681.0,503.0,70585.0,13720.0,29.5,15.6,25.0
GEORGIA,EVANS,0.1127276140416744,0.353,0.6653750345972875,2020-04-03,32.1567659110312,-81.8868827932968,10733,58.6941283510847,31.4,28.5,17.127136502,27.84223,81.818181818,46.866197183,7.8,37319.0,20710.0,164.0,84690.0,13936.0,26.2,15.7,26.2
