,state,county,infection_rate,percent_vac
554,IA,BENTON,0.103762916747904,0.506
555,IA,BLACK HAWK,0.1304142408632304,0.523
556,IA,BOONE,0.105740641915072,0.567
557,IA,BREMER,0.1184662038145399,0.528
558,IA,BUCHANAN,0.0944037780401416,0.47
559,IA,BUENA VISTA,0.2214576962283384,0.541
560,IA,BUTLER,0.1190525659671722,0.515
561,IA,CALHOUN,0.1511170872983036,0.528
562,IA,CARROLL,0.1432680386808827,0.55
563,IA,CASS,0.1112496104705515,0.523
564,IA,CEDAR,0.1049014870886347,0.533
565,IA,CERRO GORDO,0.1341342756183745,0.554
566,IA,CHEROKEE,0.1453493546951491,0.476
567,IA,CHICKASAW,0.1065113550657839,0.474
568,IA,CLARKE,0.1106971793507184,0.468
569,IA,CLAY,0.1363011988011988,0.466
570,IA,CLAYTON,0.0994358652914696,0.433
571,IA,CLINTON,0.1223588705335027,0.483
572,IA,CRAWFORD,0.1648632580261593,0.461
573,IA,DALLAS,0.1242763742201962,0.566
574,IA,DAVIS,0.0997777777777777,0.322
575,IA,DECATUR,0.0853875476493011,0.359
576,IA,DELAWARE,0.126800305684557,0.467
577,IA,DES MOINES,0.1269279133625888,0.447
578,IA,DICKINSON,0.1461351257387878,0.53
579,IA,DUBUQUE,0.140477438316326,0.573
580,IA,EMMET,0.1495438748913987,0.464
581,IA,FAYETTE,0.0975063613231552,0.481
582,IA,FLOYD,0.1063163278353151,0.467
583,IA,FRANKLIN,0.1304865938430983,0.463
584,IA,FREMONT,0.0938218390804597,0.449
585,IA,GREENE,0.0906840684068406,0.512
586,IA,GRUNDY,0.1155166775670372,0.553
587,IA,GUTHRIE,0.1182524090186172,0.526
588,IA,HAMILTON,0.129560685033507,0.551
589,IA,HANCOCK,0.1461900282220131,0.43
590,IA,HARDIN,0.1155763979579722,0.484
591,IA,HARRISON,0.1307566374830948,0.462
592,IA,HENRY,0.1526510975243059,0.472
593,IA,HOWARD,0.1159641843197204,0.444
594,IA,HUMBOLDT,0.1333961079723791,0.439
595,IA,IDA,0.1400874635568513,0.431
596,IA,IOWA,0.0934256055363321,0.559
597,IA,JACKSON,0.1164668964452904,0.466
598,IA,JASPER,0.1237864730402043,0.513
599,IA,JEFFERSON,0.0755397649631046,0.434
600,IA,JOHNSON,0.0986105597459309,0.648
601,IA,JONES,0.1463178763115903,0.525
602,IA,KEOKUK,0.0984774546164356,0.414
603,IA,KOSSUTH,0.1510835077296969,0.476
604,IA,LEE,0.1232433074843271,0.449
605,IA,LINN,0.0961421400404047,0.587
606,IA,LOUISA,0.1193475305845038,0.447
607,IA,LUCAS,0.0924418604651162,0.401
608,IA,LYON,0.1373883453849425,0.356
609,IA,MADISON,0.1041131105398457,0.475
610,IA,MAHASKA,0.1074903824394659,0.38
611,IA,MARION,0.1143054761976363,0.462
612,IA,MARSHALL,0.1261652569280398,0.56
613,IA,MILLS,0.1100006618571712,0.481
614,IA,MITCHELL,0.120253164556962,0.425
615,IA,MONONA,0.1009866511897852,0.478
616,IA,MONROE,0.1327364733359284,0.411
617,IA,MONTGOMERY,0.1079963698699203,0.499
618,IA,MUSCATINE,0.1170776298518657,0.526
619,IA,O'BRIEN,0.1470951792336217,0.447
620,IA,OSCEOLA,0.1336018798254447,0.407
621,IA,PAGE,0.1300059575031442,0.478
622,IA,PALO ALTO,0.1305424262885438,0.449
623,IA,PLYMOUTH,0.1616951979981729,0.454
624,IA,POCAHONTAS,0.1323462758724883,0.464
625,IA,POLK,0.121898723072623,0.586
626,IA,POTTAWATTAMIE,0.123382614853121,0.496
627,IA,POWESHIEK,0.0865218331171638,0.52
628,IA,RINGGOLD,0.1174908050674295,0.456
629,IA,SAC,0.1377430305524123,0.459
630,IA,SCOTT,0.1196810509821155,0.541
631,IA,SHELBY,0.1162912519643792,0.526
632,IA,SIOUX,0.149734614832879,0.361
633,IA,STORY,0.1134816767404265,0.562
634,IA,TAMA,0.1276848225940429,0.547
635,IA,TAYLOR,0.1096226106845286,0.418
636,IA,UNION,0.1062821664896658,0.454
637,IA,VAN BUREN,0.0820556501987507,0.361
638,IA,WAPELLO,0.1268552146186622,0.424
639,IA,WARREN,0.1163875179730307,0.524
640,IA,WASHINGTON,0.1198269974960163,0.505
641,IA,WAYNE,0.0886508306163639,0.368
642,IA,WEBSTER,0.1549688057040998,0.512
643,IA,WINNEBAGO,0.1428433455669306,0.47
644,IA,WINNESHIEK,0.1007953579110599,0.551
645,IA,WOODBURY,0.1506008321452471,0.481
646,IA,WORTH,0.1051348055818994,0.454
647,IA,WRIGHT,0.1541155866900175,0.501
648,ID,ADA,0.117926771279125,0.507
649,ID,ADAMS,0.0852352119236143,0.367
650,ID,BANNOCK,0.1050587645772594,0.416
651,ID,BEAR LAKE,0.0711836734693877,0.374
652,ID,BENEWAH,0.0884061088406108,0.403
653,ID,BINGHAM,0.1064279763303497,0.363
654,ID,BLAINE,0.107249902263151,0.696
655,ID,BOISE,0.0540160898991188,0.29
656,ID,BONNER,0.0780296901987363,0.363
657,ID,BONNEVILLE,0.1296047437469553,0.4
658,ID,BOUNDARY,0.0760310330747243,0.278
659,ID,BUTTE,0.0827878321139776,0.361
660,ID,CAMAS,0.066003616636528,0.347
661,ID,CANYON,0.1259435542464835,0.341
662,ID,CARIBOU,0.1017470300489168,0.297
663,ID,CASSIA,0.1263836870578443,0.286
664,ID,CLARK,0.0698224852071005,0.318
665,ID,CLEARWATER,0.1297396071265418,0.352
666,ID,CUSTER,0.0607184241019698,0.39
667,ID,ELMORE,0.0842208571117007,0.43
668,ID,FRANKLIN,0.0919573364081867,0.327
669,ID,FREMONT,0.0921444385067562,0.357
670,ID,GEM,0.1079394876325088,0.332
671,ID,GOODING,0.0928914948283813,0.328
672,ID,IDAHO,0.0863382732345353,0.251
673,ID,JEFFERSON,0.1051521542633323,0.306
674,ID,JEROME,0.1141242012125184,0.325
675,ID,KOOTENAI,0.122814534964423,0.379
676,ID,LATAH,0.0828513014859878,0.48
677,ID,LEMHI,0.0698891242058054,0.399
678,ID,LEWIS,0.1214174048983845,0.4
679,ID,LINCOLN,0.0965337308982482,0.314
680,ID,MADISON,0.1889894003558273,0.404
681,ID,MINIDOKA,0.1155948476638623,0.305
682,ID,NEZ PERCE,0.1017125321718471,0.433
683,ID,ONEIDA,0.0867358199073052,0.338
684,ID,OWYHEE,0.0947306098283007,0.259
685,ID,PAYETTE,0.1134816917873992,0.259
686,ID,POWER,0.0902226272620752,0.406
687,ID,SHOSHONE,0.1051855301971743,0.366
688,ID,TETON,0.1047603360237193,0.525
689,ID,TWIN FALLS,0.1223900181864223,0.369
690,ID,VALLEY,0.0828651685393258,0.525
691,ID,WASHINGTON,0.1223268589366294,0.341
692,IL,ADAMS,0.1561243982578131,0.547
693,IL,ALEXANDER,0.0900885262975177,0.21
694,IL,BOND,0.1319858760501643,0.473
695,IL,BOONE,0.131592708800239,0.588
696,IL,BROWN,0.1267862572210398,0.54
697,IL,BUREAU,0.1195905357361775,0.56
698,IL,CALHOUN,0.1181683899556868,0.439
699,IL,CARROLL,0.1451240824886403,0.479
700,IL,CASS,0.1787272577591174,0.593
701,IL,CHAMPAIGN,0.1063622793756468,0.644
702,IL,CHRISTIAN,0.1275074294205052,0.462
703,IL,CLARK,0.1277766984003626,0.436
704,IL,CLAY,0.1262894417475728,0.375
705,IL,CLINTON,0.1614663755923539,0.572
706,IL,COLES,0.1192390509867446,0.457
707,IL,COOK,0.1108711003948753,0.701
708,IL,CRAWFORD,0.1248727701291048,0.475
709,IL,CUMBERLAND,0.1237228311350548,0.384
710,IL,DEKALB,0.1020334232628197,0.564
711,IL,DE WITT,0.1051285330604936,0.519
712,IL,DOUGLAS,0.1382995119445157,0.469
713,IL,DUPAGE,0.1033392890615773,0.782
714,IL,EDGAR,0.1069867723326146,0.44
715,IL,EDWARDS,0.1046129788897576,0.349
716,IL,EFFINGHAM,0.1436132674664784,0.463
717,IL,FAYETTE,0.1553243344581927,0.325
718,IL,FORD,0.1538461538461538,0.552
719,IL,FRANKLIN,0.1353557409862486,0.409
720,IL,FULTON,0.1224519510774607,0.591
721,IL,GALLATIN,0.1106048053024026,0.455
722,IL,GREENE,0.1252987894209268,0.397
723,IL,GRUNDY,0.1209307791749911,0.557
724,IL,HAMILTON,0.1181616559881715,0.332
725,IL,HANCOCK,0.1155974700700248,0.408
726,IL,HARDIN,0.1120125621565035,0.346
727,IL,HENDERSON,0.0803490821546795,0.285
728,IL,HENRY,0.1066587614744546,0.59
729,IL,IROQUOIS,0.1247694917754665,0.475
730,IL,JACKSON,0.1028722466960352,0.514
731,IL,JASPER,0.1234131113423517,0.421
732,IL,JEFFERSON,0.1284895446343275,0.423
733,IL,JERSEY,0.1329628438892205,0.547
734,IL,JO DAVIESS,0.0874970567459383,0.514
735,IL,JOHNSON,0.132318595473947,0.44
736,IL,KANE,0.114433990792689,0.658
737,IL,KANKAKEE,0.1357612277220513,0.485
738,IL,KENDALL,0.1102411039615474,0.667
739,IL,KNOX,0.1173061832230024,0.602
740,IL,LAKE,0.1011148039940563,0.684
741,IL,LASALLE,0.1209452557767164,0.589
742,IL,LAWRENCE,0.1600969511417272,0.412
743,IL,LEE,0.124970671046457,0.614
744,IL,LIVINGSTON,0.1407372082585278,0.514
745,IL,LOGAN,0.1477042420854007,0.558
746,IL,MCDONOUGH,0.1076409945421467,0.503
747,IL,MCHENRY,0.097864017103459,0.659
748,IL,MCLEAN,0.1123503792626969,0.644
749,IL,MACON,0.1103846782489976,0.518
750,IL,MACOUPIN,0.1145216578373325,0.543
751,IL,MADISON,0.127697116737525,0.585
752,IL,MARION,0.1365676656363392,0.426
753,IL,MARSHALL,0.1003671970624235,0.576
754,IL,MASON,0.1265813309379444,0.547
755,IL,MASSAC,0.1084083647981411,0.371
756,IL,MENARD,0.1098720892095769,0.58
757,IL,MERCER,0.0997603161235991,0.557
758,IL,MONROE,0.1333833761584432,0.62
759,IL,MONTGOMERY,0.1391215597944675,0.518
760,IL,MORGAN,0.1315586190504486,0.551
761,IL,MOULTRIE,0.1187504310047583,0.427
762,IL,OGLE,0.1257231996524692,0.571
763,IL,PEORIA,0.1344465590275646,0.607
764,IL,PERRY,0.163798049340218,0.462
765,IL,PIATT,0.0979564366128242,0.572
766,IL,PIKE,0.1357881884197673,0.397
767,IL,POPE,0.0876226957146277,0.315
768,IL,PULASKI,0.1441424554826616,0.312
769,IL,PUTNAM,0.0866004530405994,0.562
770,IL,RANDOLPH,0.1415581146560946,0.496
771,IL,RICHLAND,0.122220073486753,0.449
772,IL,ROCK ISLAND,0.1099669436632623,0.517
773,IL,ST. CLAIR,0.1331069060326702,0.559
774,IL,SALINE,0.1222595887786811,0.443
775,IL,SANGAMON,0.1056700501356127,0.661
776,IL,SCHUYLER,0.1257387706855792,0.533
777,IL,SCOTT,0.1131084629367804,0.413
778,IL,SHELBY,0.1118609596006286,0.392
779,IL,STARK,0.1269187570198427,0.542
780,IL,STEPHENSON,0.1114207380106971,0.534
781,IL,TAZEWELL,0.1352928233803479,0.604
782,IL,UNION,0.1570287635861406,0.515
783,IL,VERMILION,0.1402888143826394,0.43
784,IL,WABASH,0.1366319444444444,0.433
785,IL,WARREN,0.1124436000949893,0.499
786,IL,WASHINGTON,0.1270252754374595,0.561
787,IL,WAYNE,0.1240826395312981,0.381
788,IL,WHITE,0.1410947772770924,0.413
789,IL,WHITESIDE,0.134263706388763,0.567
790,IL,WILL,0.1154162981021885,0.654
791,IL,WILLIAMSON,0.1316725978647686,0.485
792,IL,WINNEBAGO,0.1252494939342893,0.568
793,IL,WOODFORD,0.129878571985751,0.576
794,IN,ADAMS,0.1036420046398524,0.298
795,IN,ALLEN,0.116675762393257,0.466
796,IN,BARTHOLOMEW,0.1017677460938898,0.518
797,IN,BENTON,0.1282578875171467,0.361
798,IN,BLACKFORD,0.1201734988943697,0.397
799,IN,BOONE,0.1091785445808705,0.626
800,IN,BROWN,0.0720911741319904,0.451
801,IN,CARROLL,0.1014464135854272,0.298
802,IN,CASS,0.1645838308259704,0.383
803,IN,CLARK,0.1187722946357627,0.534
804,IN,CLAY,0.1091706387035271,0.479
805,IN,CLINTON,0.1458995648013827,0.415
806,IN,CRAWFORD,0.1022028930698685,0.327
807,IN,DAVIESS,0.0950196395910167,0.281
808,IN,DEARBORN,0.1240648631161793,0.455
809,IN,DECATUR,0.1144621408938589,0.419
810,IN,DEKALB,0.1083611270845313,0.378
811,IN,DELAWARE,0.0995925877250624,0.428
812,IN,DUBOIS,0.1502480344440284,0.493
813,IN,ELKHART,0.146190044634852,0.374
814,IN,FAYETTE,0.1315903384988312,0.333
815,IN,FLOYD,0.1058047426199027,0.511
816,IN,FOUNTAIN,0.1482931604062156,0.404
817,IN,FRANKLIN,0.0782142543281483,0.269
818,IN,FULTON,0.106738760388505,0.353
819,IN,GIBSON,0.1426067322261505,0.407
820,IN,GRANT,0.1212425306755462,0.372
821,IN,GREENE,0.0956080446087337,0.351
822,IN,HAMILTON,0.112750768466115,0.634
823,IN,HANCOCK,0.1152517654283082,0.594
824,IN,HARRISON,0.1153893619647044,0.447
825,IN,HENDRICKS,0.1091062820369794,0.63
826,IN,HENRY,0.1270949720670391,0.454
827,IN,HOWARD,0.1334803256445047,0.416
828,IN,HUNTINGTON,0.1227272727272727,0.452
829,IN,JACKSON,0.119147204449368,0.454
830,IN,JASPER,0.1212681008283177,0.409
831,IN,JAY,0.1012918379330593,0.332
832,IN,JEFFERSON,0.1125108332301597,0.492
833,IN,JENNINGS,0.0905714800793221,0.347
834,IN,JOHNSON,0.1226235561147394,0.518
835,IN,KNOX,0.1113843799529977,0.433
836,IN,KOSCIUSKO,0.1248112162706403,0.359
837,IN,LAGRANGE,0.0708587872974201,0.201
838,IN,LAKE,0.1187782316119902,0.496
839,IN,LAPORTE,0.1160818287711124,0.5
840,IN,LAWRENCE,0.113687458673132,0.431
841,IN,MADISON,0.10832066312158,0.456
842,IN,MARION,0.111966634251935,0.488
843,IN,MARSHALL,0.1388084223269488,0.392
844,IN,MARTIN,0.0914675767918088,0.414
845,IN,MIAMI,0.1188759995494988,0.353
846,IN,MONROE,0.0864913663587795,0.544
847,IN,MONTGOMERY,0.122906776566331,0.403
848,IN,MORGAN,0.1009235483550625,0.472
849,IN,NEWTON,0.0896024027459954,0.274
850,IN,NOBLE,0.1283512064343163,0.344
851,IN,OHIO,0.1009361702127659,0.644
852,IN,ORANGE,0.101191082154128,0.488
853,IN,OWEN,0.1108226357036396,0.377
854,IN,PARKE,0.0959437916986479,0.344
855,IN,PERRY,0.1038656163597475,0.499
856,IN,PIKE,0.1180079102429574,0.505
857,IN,PORTER,0.1163338008909025,0.506
858,IN,POSEY,0.11574310772014,0.416
859,IN,PULASKI,0.1023233222698939,0.393
860,IN,PUTNAM,0.1062114115392803,0.371
861,IN,RANDOLPH,0.1033042773160348,0.381
862,IN,RIPLEY,0.1264651885326931,0.405
863,IN,RUSH,0.1136240275013569,0.413
864,IN,ST. JOSEPH,0.1390043630852089,0.522
865,IN,SCOTT,0.1238637791647467,0.39
866,IN,SHELBY,0.1393055959221087,0.499
867,IN,SPENCER,0.1206786013710115,0.388
868,IN,STARKE,0.102283105022831,0.323
869,IN,STEUBEN,0.1212638029716135,0.425
870,IN,SULLIVAN,0.1111326140597029,0.415
871,IN,SWITZERLAND,0.0813877778811273,0.269
872,IN,TIPPECANOE,0.1226524022643206,0.514
873,IN,TIPTON,0.117243200422498,0.401
874,IN,UNION,0.1102920328891409,0.392
875,IN,VANDERBURGH,0.1331048051540085,0.506
876,IN,VERMILLION,0.1209188282359014,0.402
877,IN,VIGO,0.1231058128888805,0.438
878,IN,WABASH,0.1222738417860369,0.375
879,IN,WARREN,0.1093768905021173,0.397
880,IN,WARRICK,0.1341788628210419,0.556
881,IN,WASHINGTON,0.0932372663718076,0.352
882,IN,WAYNE,0.1170845728856778,0.416
883,IN,WELLS,0.1103689567430025,0.375
884,IN,WHITE,0.1432661189942743,0.487
885,IN,WHITLEY,0.1263690966906135,0.423
886,KS,ALLEN,0.1140755113590427,0.391
887,KS,ANDERSON,0.1151692542631712,0.371
888,KS,ATCHISON,0.1129222920425558,0.388
889,KS,BARBER,0.0889993223401852,0.41
890,KS,BARTON,0.1071802630047713,0.372
891,KS,BOURBON,0.1268061098114765,0.324
892,KS,BROWN,0.1370765370138017,0.514
893,KS,BUTLER,0.1218633707462151,0.412
894,KS,CHASE,0.1095166163141994,0.385
895,KS,CHAUTAUQUA,0.0944615384615384,0.363
896,KS,CHEROKEE,0.1541702191684638,0.399
897,KS,CHEYENNE,0.14264207753105,0.409
898,KS,CLARK,0.1273821464393179,0.412
899,KS,CLAY,0.1103474131467133,0.486
900,KS,CLOUD,0.1185977691782381,0.41
901,KS,COFFEY,0.0978114683946692,0.443
902,KS,COMANCHE,0.1094117647058823,0.411
903,KS,COWLEY,0.1222928841526297,0.416
904,KS,CRAWFORD,0.1484105311968674,0.422
905,KS,DECATUR,0.0993986558188892,0.35
906,KS,DICKINSON,0.1095526914329037,0.455
907,KS,DONIPHAN,0.1532894736842105,0.378
908,KS,DOUGLAS,0.0823661243753016,0.65
909,KS,EDWARDS,0.0964974982130092,0.415
910,KS,ELK,0.075098814229249,0.29
911,KS,ELLIS,0.1342415858228557,0.435
912,KS,ELLSWORTH,0.2017371353654539,0.482
913,KS,FINNEY,0.1716620506211095,0.405
914,KS,FORD,0.1778756060560992,0.359
915,KS,FRANKLIN,0.1140776699029126,0.443
916,KS,GEARY,0.1269655825702557,0.61
917,KS,GOVE,0.1479514415781487,0.454
918,KS,GRAHAM,0.1091861402095084,0.646
919,KS,GRANT,0.1453146853146853,0.389
920,KS,GRAY,0.1075484301937207,0.348
921,KS,GREELEY,0.0876623376623376,0.438
922,KS,GREENWOOD,0.1086593112671347,0.431
923,KS,HAMILTON,0.0842851516345017,0.321
924,KS,HARPER,0.1210448859455482,0.403
925,KS,HARVEY,0.1121728775160475,0.403
926,KS,HASKELL,0.109375,0.317
927,KS,HODGEMAN,0.1192865105908584,0.407
928,KS,JACKSON,0.115556905322299,0.556
929,KS,JEFFERSON,0.0995641443049939,0.481
930,KS,JEWELL,0.0746787078846821,0.402
931,KS,JOHNSON,0.1078982272605789,0.693
932,KS,KEARNY,0.1534653465346534,0.435
933,KS,KINGMAN,0.1175894854586129,0.404
934,KS,KIOWA,0.1094949494949494,0.426
935,KS,LABETTE,0.1580181466000611,0.419
936,KS,LANE,0.0931596091205211,0.38
937,KS,LEAVENWORTH,0.1014579613004232,0.535
938,KS,LINCOLN,0.0948683322079675,0.392
939,KS,LINN,0.1016180562712563,0.314
940,KS,LOGAN,0.1102362204724409,0.413
941,KS,LYON,0.1358638349148968,0.489
942,KS,MCPHERSON,0.1229416298787751,0.474
943,KS,MARION,0.0965163244698754,0.434
944,KS,MARSHALL,0.1261975893684969,0.551
945,KS,MEADE,0.1286883213488718,0.393
946,KS,MIAMI,0.0901656103046411,0.421
947,KS,MITCHELL,0.0980097006188325,0.476
948,KS,MONTGOMERY,0.1193879795155361,0.392
949,KS,MORRIS,0.1153024911032028,0.494
950,KS,MORTON,0.1070738306919211,0.335
951,KS,NEMAHA,0.1583422930309842,0.459
952,KS,NEOSHO,0.1302555132129693,0.233
953,KS,NESS,0.1414545454545454,0.46
954,KS,NORTON,0.2329789218429397,0.435
955,KS,OSAGE,0.0867139005580287,0.441
956,KS,OSBORNE,0.0876936568254896,0.371
957,KS,OTTAWA,0.1041374474053296,0.353
958,KS,PAWNEE,0.1839725600249454,0.467
959,KS,PHILLIPS,0.1390905617118838,0.391
960,KS,POTTAWATOMIE,0.0919082967641389,0.347
961,KS,PRATT,0.0972282845918812,0.433
962,KS,RAWLINS,0.1422924901185771,0.37
963,KS,RENO,0.1441014226265363,0.439
964,KS,REPUBLIC,0.1473252804141501,0.446
965,KS,RICE,0.1167033658383139,0.386
966,KS,RILEY,0.0971683371052915,0.34
967,KS,ROOKS,0.1359756097560975,0.411
968,KS,RUSH,0.1465744400527009,0.445
969,KS,RUSSELL,0.1301050175029171,0.364
970,KS,SALINE,0.1260696370610799,0.43
971,KS,SCOTT,0.1287580344184117,0.39
972,KS,SEDGWICK,0.1194166366303517,0.475
973,KS,SEWARD,0.1904517453798768,0.457
974,KS,SHAWNEE,0.1088621908127208,0.536
975,KS,SHERIDAN,0.1753272510908369,0.317
976,KS,SHERMAN,0.1145850937975325,0.37
977,KS,SMITH,0.0801004744627407,0.406
978,KS,STAFFORD,0.0904716073147257,0.387
979,KS,STANTON,0.1001994017946161,0.408
980,KS,STEVENS,0.1070191431175934,0.279
981,KS,SUMNER,0.1030390611315466,0.365
982,KS,THOMAS,0.146071750032146,0.366
983,KS,TREGO,0.149482697110239,0.341
984,KS,WABAUNSEE,0.1132592699466166,0.405
985,KS,WALLACE,0.1297760210803689,0.319
986,KS,WASHINGTON,0.1061783203847576,0.451
987,KS,WICHITA,0.1071260028315243,0.416
988,KS,WILSON,0.1343108504398827,0.363
989,KS,WOODSON,0.0806246016571064,0.373
990,KS,WYANDOTTE,0.1396732132818308,0.461
991,KY,ADAIR,0.1111342568482449,0.325
992,KY,ALLEN,0.107342247243725,0.352
993,KY,ANDERSON,0.086692750692399,0.548
994,KY,BALLARD,0.0570486815415821,0.287
995,KY,BARREN,0.1132906958349341,0.393
996,KY,BATH,0.08816,0.452
997,KY,BELL,0.1306853103872157,0.389
998,KY,BOONE,0.1161317852089743,0.615
999,KY,BOURBON,0.0972306448352536,0.509
1000,KY,BOYD,0.1179630977353482,0.43
1001,KY,BOYLE,0.124750499001996,0.54
1002,KY,BRACKEN,0.087076960134891,0.394
1003,KY,BREATHITT,0.0890736342042755,0.402
1004,KY,BRECKINRIDGE,0.0731552473506861,0.367
1005,KY,BULLITT,0.0983152945785787,0.423
1006,KY,BUTLER,0.1212050625048528,0.384
1007,KY,CALDWELL,0.124499882325253,0.432
1008,KY,CALLOWAY,0.1014589369503346,0.425
1009,KY,CAMPBELL,0.1001025816378868,0.601
1010,KY,CARLISLE,0.1088235294117647,0.336
1011,KY,CARROLL,0.1037531746778289,0.44
1012,KY,CARTER,0.1031458745381945,0.395
1013,KY,CASEY,0.1019246240485178,0.298
1014,KY,CHRISTIAN,0.1062147854841685,0.278
1015,KY,CLARK,0.0934837161845407,0.512
1016,KY,CLAY,0.1619014119893472,0.355
1017,KY,CLINTON,0.1463104325699745,0.303
1018,KY,CRITTENDEN,0.0839200545082898,0.323
1019,KY,CUMBERLAND,0.1096159661324463,0.341
1020,KY,DAVIESS,0.1191299465082601,0.479
1021,KY,EDMONSON,0.0808230452674897,0.329
1022,KY,ELLIOTT,0.1355593986962884,0.286
1023,KY,ESTILL,0.0888274493123493,0.424
1024,KY,FAYETTE,0.1197331286824776,0.673
1025,KY,FLEMING,0.0932034839860092,0.409
1026,KY,FLOYD,0.1136306162016353,0.462
1027,KY,FRANKLIN,0.0896432703810476,0.684
1028,KY,FULTON,0.0938180599765454,0.484
1029,KY,GALLATIN,0.0894125606043522,0.353
1030,KY,GARRARD,0.0933997509339975,0.422
1031,KY,GRANT,0.111133272168814,0.439
1032,KY,GRAVES,0.1272205227284924,0.377
1033,KY,GRAYSON,0.093313656487683,0.426
1034,KY,GREEN,0.1236632848916918,0.357
1035,KY,GREENUP,0.1154196820331642,0.412
1036,KY,HANCOCK,0.1108690667278147,0.515
1037,KY,HARDIN,0.0995692063663728,0.551
1038,KY,HARLAN,0.1214917339484813,0.371
1039,KY,HARRISON,0.101715556496876,0.427
1040,KY,HART,0.1231941161019175,0.306
1041,KY,HENDERSON,0.1224507852245078,0.429
1042,KY,HENRY,0.0963041051717722,0.495
1043,KY,HICKMAN,0.093607305936073,0.312
1044,KY,HOPKINS,0.1201718659087857,0.442
1045,KY,JACKSON,0.1162877935328982,0.285
1046,KY,JEFFERSON,0.1136383495683769,0.617
1047,KY,JESSAMINE,0.0940219902060426,0.512
1048,KY,JOHNSON,0.1043356769424914,0.403
1049,KY,KENTON,0.1079114719936765,0.579
1050,KY,KNOTT,0.0886127245711198,0.396
1051,KY,KNOX,0.1357521271472146,0.298
1052,KY,LARUE,0.1027226003611612,0.371
1053,KY,LAUREL,0.141400687353033,0.342
1054,KY,LAWRENCE,0.1030227851406933,0.383
1055,KY,LEE,0.1791165743617452,0.409
1056,KY,LESLIE,0.1076237724005264,0.442
1057,KY,LETCHER,0.1056001484712105,0.44
1058,KY,LEWIS,0.1138983050847457,0.279
1059,KY,LINCOLN,0.1070104688582019,0.353
1060,KY,LIVINGSTON,0.1062649554056993,0.423
1061,KY,LOGAN,0.1223156962585787,0.437
1062,KY,LYON,0.1953714981729598,0.529
1063,KY,MCCRACKEN,0.1134550123819132,0.487
1064,KY,MCCREARY,0.1253554639893215,0.354
1065,KY,MCLEAN,0.1053546214836537,0.428
1066,KY,MADISON,0.1101551829825674,0.446
1067,KY,MAGOFFIN,0.0920154592549954,0.394
1068,KY,MARION,0.1316868157526072,0.446
1069,KY,MARSHALL,0.1045337620578778,0.471
1070,KY,MARTIN,0.1033497096918267,0.446
1071,KY,MASON,0.1080843585237258,0.441
1072,KY,MEADE,0.0792734145317093,0.368
1073,KY,MENIFEE,0.0795191863153028,0.378
1074,KY,MERCER,0.1290749099530388,0.497
1075,KY,METCALFE,0.1190547115480091,0.324
1076,KY,MONROE,0.1330516431924882,0.381
1077,KY,MONTGOMERY,0.1104876229711972,0.427
1078,KY,MORGAN,0.1779247126004959,0.409
1079,KY,MUHLENBERG,0.1168114427535758,0.445
1080,KY,NELSON,0.1178595375597516,0.518
1081,KY,NICHOLAS,0.0863942770669968,0.445
1082,KY,OHIO,0.1147786946736684,0.344
1083,KY,OLDHAM,0.1207503106333927,0.545
1084,KY,OWEN,0.0743968443262086,0.332
1085,KY,OWSLEY,0.1209513023782559,0.361
1086,KY,PENDLETON,0.0786840301576422,0.391
1087,KY,PERRY,0.1194968553459119,0.512
1088,KY,PIKE,0.1124818577648766,0.43
1089,KY,POWELL,0.1148960271866655,0.453
1090,KY,PULASKI,0.1121747025962233,0.431
1091,KY,ROBERTSON,0.1166982922201138,0.327
1092,KY,ROCKCASTLE,0.105121293800539,0.32
1093,KY,ROWAN,0.0991414554374489,0.442
1094,KY,RUSSELL,0.1113652848295486,0.404
1095,KY,SCOTT,0.1011858816925128,0.573
1096,KY,SHELBY,0.1051933746736292,0.457
1097,KY,SIMPSON,0.1247576997630842,0.456
1098,KY,SPENCER,0.0938452793137305,0.251
1099,KY,TAYLOR,0.1318638674376188,0.448
1100,KY,TODD,0.1028957214901578,0.343
1101,KY,TRIGG,0.093918503856392,0.417
1102,KY,TRIMBLE,0.090544209656475,0.398
1103,KY,UNION,0.1129963145817398,0.33
1104,KY,WARREN,0.1318926077534312,0.405
1105,KY,WASHINGTON,0.1357585779247622,0.458
1106,KY,WAYNE,0.1134608764078099,0.331
1107,KY,WEBSTER,0.1271055478287745,0.383
1108,KY,WHITLEY,0.1261857489521288,0.367
1109,KY,WOLFE,0.0808998183596479,0.44
1110,KY,WOODFORD,0.0906710555846487,0.695
1111,LA,ACADIA PARISH,0.1295188975743412,0.428
1112,LA,ALLEN PARISH,0.1428181215124673,0.295
1113,LA,ASCENSION PARISH,0.1363543016018451,0.425
1114,LA,ASSUMPTION PARISH,0.1331597460143438,0.368
1115,LA,AVOYELLES PARISH,0.128337983260263,0.361
1116,LA,BEAUREGARD PARISH,0.1069152198842574,0.271
1117,LA,BIENVILLE PARISH,0.1446265387810588,0.393
1118,LA,BOSSIER PARISH,0.1303379277229827,0.388
1119,LA,CADDO PARISH,0.1296314799087442,0.409
1120,LA,CALCASIEU PARISH,0.1299032619595352,0.346
1121,LA,CALDWELL PARISH,0.1361161524500907,0.323
