,state,county,infection_rate
661,ID,BUTTE,0.08278783211397767
662,ID,CAMAS,0.06600361663652803
663,ID,CANYON,0.12594355424648357
664,ID,CARIBOU,0.10174703004891684
665,ID,CASSIA,0.12638368705784436
666,ID,CLARK,0.06982248520710059
667,ID,CLEARWATER,0.1297396071265418
668,ID,CUSTER,0.06071842410196987
669,ID,ELMORE,0.08422085711170077
670,ID,FRANKLIN,0.09195733640818679
671,ID,FREMONT,0.09214443850675624
672,ID,GEM,0.10793948763250884
673,ID,GOODING,0.09289149482838131
674,ID,IDAHO,0.08633827323453531
675,ID,JEFFERSON,0.10515215426333233
676,ID,JEROME,0.11412420121251843
677,ID,KOOTENAI,0.12281453496442302
678,ID,LATAH,0.08285130148598784
679,ID,LEMHI,0.06988912420580541
680,ID,LEWIS,0.12141740489838458
681,ID,LINCOLN,0.09653373089824822
682,ID,MADISON,0.1889894003558273
683,ID,MINIDOKA,0.11559484766386235
684,ID,NEZ PERCE,0.10171253217184716
685,ID,ONEIDA,0.08673581990730524
686,ID,OWYHEE,0.09473060982830077
687,ID,PAYETTE,0.11348169178739928
688,ID,POWER,0.09022262726207525
689,ID,SHOSHONE,0.10518553019717435
690,ID,TETON,0.10476033602371933
691,ID,TWIN FALLS,0.12239001818642234
692,ID,VALLEY,0.08286516853932584
693,ID,WASHINGTON,0.1223268589366294
694,IL,ADAMS,0.1561243982578131
695,IL,ALEXANDER,0.09008852629751779
696,IL,BOND,0.13198587605016437
697,IL,BOONE,0.13159270880023904
698,IL,BROWN,0.12678625722103984
699,IL,BUREAU,0.11959053573617752
700,IL,CALHOUN,0.11816838995568685
701,IL,CARROLL,0.14512408248864034
702,IL,CASS,0.17872725775911746
703,IL,CHAMPAIGN,0.1063622793756468
704,IL,CHRISTIAN,0.1275074294205052
705,IL,CLARK,0.12777669840036268
706,IL,CLAY,0.1262894417475728
707,IL,CLINTON,0.16146637559235397
708,IL,COLES,0.11923905098674463
709,IL,COOK,0.11087110039487534
710,IL,CRAWFORD,0.12487277012910483
711,IL,CUMBERLAND,0.1237228311350548
712,IL,DEKALB,0.10203342326281972
713,IL,DE WITT,0.10512853306049368
714,IL,DOUGLAS,0.13829951194451579
715,IL,DUPAGE,0.10333928906157731
716,IL,EDGAR,0.10698677233261465
717,IL,EDWARDS,0.10461297888975762
718,IL,EFFINGHAM,0.14361326746647848
719,IL,FAYETTE,0.15532433445819271
720,IL,FORD,0.15384615384615385
721,IL,FRANKLIN,0.13535574098624867
722,IL,FULTON,0.1224519510774607
723,IL,GALLATIN,0.11060480530240265
724,IL,GREENE,0.12529878942092681
725,IL,GRUNDY,0.12093077917499119
726,IL,HAMILTON,0.11816165598817151
727,IL,HANCOCK,0.11559747007002484
728,IL,HARDIN,0.11201256215650353
729,IL,HENDERSON,0.08034908215467951
730,IL,HENRY,0.10665876147445465
731,IL,IROQUOIS,0.12476949177546655
732,IL,JACKSON,0.10287224669603524
733,IL,JASPER,0.12341311134235172
734,IL,JEFFERSON,0.12848954463432757
735,IL,JERSEY,0.13296284388922058
736,IL,JO DAVIESS,0.08749705674593831
737,IL,JOHNSON,0.132318595473947
738,IL,KANE,0.114433990792689
739,IL,KANKAKEE,0.1357612277220513
740,IL,KENDALL,0.1102411039615474
741,IL,KNOX,0.11730618322300247
742,IL,LAKE,0.1011148039940563
743,IL,LASALLE,0.12094525577671646
744,IL,LAWRENCE,0.16009695114172726
745,IL,LEE,0.12497067104645707
746,IL,LIVINGSTON,0.14073720825852784
747,IL,LOGAN,0.14770424208540078
748,IL,MCDONOUGH,0.10764099454214676
749,IL,MCHENRY,0.09786401710345903
750,IL,MCLEAN,0.11235037926269699
751,IL,MACON,0.11038467824899768
752,IL,MACOUPIN,0.11452165783733251
753,IL,MADISON,0.127697116737525
754,IL,MARION,0.1365676656363392
755,IL,MARSHALL,0.1003671970624235
756,IL,MASON,0.12658133093794446
757,IL,MASSAC,0.10840836479814116
758,IL,MENARD,0.1098720892095769
759,IL,MERCER,0.09976031612359915
760,IL,MONROE,0.13338337615844328
761,IL,MONTGOMERY,0.13912155979446753
762,IL,MORGAN,0.13155861905044863
763,IL,MOULTRIE,0.1187504310047583
764,IL,OGLE,0.12572319965246925
765,IL,PEORIA,0.1344465590275646
766,IL,PERRY,0.16379804934021802
767,IL,PIATT,0.09795643661282427
768,IL,PIKE,0.13578818841976736
769,IL,POPE,0.08762269571462772
770,IL,PULASKI,0.14414245548266166
771,IL,PUTNAM,0.0866004530405994
772,IL,RANDOLPH,0.14155811465609464
773,IL,RICHLAND,0.12222007348675304
774,IL,ROCK ISLAND,0.10996694366326236
775,IL,ST. CLAIR,0.13310690603267022
776,IL,SALINE,0.12225958877868119
777,IL,SANGAMON,0.10567005013561272
778,IL,SCHUYLER,0.1257387706855792
779,IL,SCOTT,0.11310846293678045
780,IL,SHELBY,0.11186095960062864
781,IL,STARK,0.12691875701984276
782,IL,STEPHENSON,0.11142073801069712
783,IL,TAZEWELL,0.13529282338034795
784,IL,UNION,0.15702876358614062
785,IL,VERMILION,0.14028881438263946
786,IL,WABASH,0.13663194444444443
787,IL,WARREN,0.11244360009498931
788,IL,WASHINGTON,0.1270252754374595
789,IL,WAYNE,0.12408263953129818
790,IL,WHITE,0.1410947772770924
791,IL,WHITESIDE,0.13426370638876303
792,IL,WILL,0.11541629810218851
793,IL,WILLIAMSON,0.13167259786476868
794,IL,WINNEBAGO,0.1252494939342893
795,IL,WOODFORD,0.12987857198575106
796,IN,ADAMS,0.10364200463985242
797,IN,ALLEN,0.11667576239325704
798,IN,BARTHOLOMEW,0.10176774609388987
799,IN,BENTON,0.12825788751714678
800,IN,BLACKFORD,0.12017349889436979
801,IN,BOONE,0.10917854458087053
802,IN,BROWN,0.07209117413199045
803,IN,CARROLL,0.10144641358542726
804,IN,CASS,0.16458383082597045
805,IN,CLARK,0.1187722946357627
806,IN,CLAY,0.10917063870352717
807,IN,CLINTON,0.14589956480138275
808,IN,CRAWFORD,0.10220289306986859
809,IN,DAVIESS,0.09501963959101677
810,IN,DEARBORN,0.12406486311617938
811,IN,DECATUR,0.11446214089385895
812,IN,DEKALB,0.10836112708453134
813,IN,DELAWARE,0.09959258772506242
814,IN,DUBOIS,0.15024803444402846
815,IN,ELKHART,0.14619004463485202
816,IN,FAYETTE,0.13159033849883128
817,IN,FLOYD,0.1058047426199027
818,IN,FOUNTAIN,0.1482931604062156
819,IN,FRANKLIN,0.07821425432814834
820,IN,FULTON,0.10673876038850506
821,IN,GIBSON,0.1426067322261505
822,IN,GRANT,0.12124253067554623
823,IN,GREENE,0.09560804460873379
824,IN,HAMILTON,0.11275076846611501
825,IN,HANCOCK,0.11525176542830826
826,IN,HARRISON,0.11538936196470444
827,IN,HENDRICKS,0.1091062820369794
828,IN,HENRY,0.1270949720670391
829,IN,HOWARD,0.13348032564450474
830,IN,HUNTINGTON,0.12272727272727273
831,IN,JACKSON,0.11914720444936809
832,IN,JASPER,0.12126810082831774
833,IN,JAY,0.1012918379330593
834,IN,JEFFERSON,0.11251083323015972
835,IN,JENNINGS,0.09057148007932216
836,IN,JOHNSON,0.12262355611473949
837,IN,KNOX,0.11138437995299776
838,IN,KOSCIUSKO,0.12481121627064036
839,IN,LAGRANGE,0.07085878729742011
840,IN,LAKE,0.11877823161199029
841,IN,LAPORTE,0.11608182877111241
842,IN,LAWRENCE,0.11368745867313203
843,IN,MADISON,0.10832066312158001
844,IN,MARION,0.11196663425193504
845,IN,MARSHALL,0.13880842232694884
846,IN,MARTIN,0.09146757679180888
847,IN,MIAMI,0.11887599954949882
848,IN,MONROE,0.0864913663587795
849,IN,MONTGOMERY,0.12290677656633106
850,IN,MORGAN,0.1009235483550625
851,IN,NEWTON,0.08960240274599543
852,IN,NOBLE,0.12835120643431636
853,IN,OHIO,0.10093617021276596
854,IN,ORANGE,0.10119108215412807
855,IN,OWEN,0.1108226357036396
856,IN,PARKE,0.09594379169864793
857,IN,PERRY,0.1038656163597475
858,IN,PIKE,0.11800791024295747
859,IN,PORTER,0.11633380089090258
860,IN,POSEY,0.11574310772014001
861,IN,PULASKI,0.10232332226989395
862,IN,PUTNAM,0.10621141153928039
863,IN,RANDOLPH,0.10330427731603486
864,IN,RIPLEY,0.12646518853269312
865,IN,RUSH,0.11362402750135697
866,IN,ST. JOSEPH,0.13900436308520892
867,IN,SCOTT,0.12386377916474678
868,IN,SHELBY,0.1393055959221087
869,IN,SPENCER,0.1206786013710115
870,IN,STARKE,0.10228310502283106
871,IN,STEUBEN,0.12126380297161357
872,IN,SULLIVAN,0.11113261405970294
873,IN,SWITZERLAND,0.08138777788112733
874,IN,TIPPECANOE,0.1226524022643206
875,IN,TIPTON,0.11724320042249801
876,IN,UNION,0.11029203288914091
877,IN,VANDERBURGH,0.13310480515400852
878,IN,VERMILLION,0.1209188282359014
879,IN,VIGO,0.12310581288888059
880,IN,WABASH,0.12227384178603691
881,IN,WARREN,0.10937689050211737
882,IN,WARRICK,0.13417886282104194
883,IN,WASHINGTON,0.09323726637180768
884,IN,WAYNE,0.11708457288567786
885,IN,WELLS,0.11036895674300254
886,IN,WHITE,0.14326611899427433
887,IN,WHITLEY,0.12636909669061358
888,KS,ALLEN,0.11407551135904277
889,KS,ANDERSON,0.11516925426317129
890,KS,ATCHISON,0.11292229204255584
891,KS,BARBER,0.08899932234018523
892,KS,BARTON,0.10718026300477132
893,KS,BOURBON,0.12680610981147653
894,KS,BROWN,0.13707653701380176
895,KS,BUTLER,0.12186337074621512
896,KS,CHASE,0.1095166163141994
897,KS,CHAUTAUQUA,0.09446153846153846
898,KS,CHEROKEE,0.15417021916846382
899,KS,CHEYENNE,0.14264207753105004
900,KS,CLARK,0.12738214643931794
901,KS,CLAY,0.11034741314671333
902,KS,CLOUD,0.11859776917823811
903,KS,COFFEY,0.09781146839466927
904,KS,COMANCHE,0.10941176470588235
905,KS,COWLEY,0.12229288415262977
906,KS,CRAWFORD,0.14841053119686742
907,KS,DECATUR,0.09939865581888928
908,KS,DICKINSON,0.10955269143290372
909,KS,DONIPHAN,0.15328947368421053
910,KS,DOUGLAS,0.08236612437530161
911,KS,EDWARDS,0.09649749821300929
912,KS,ELK,0.07509881422924901
913,KS,ELLIS,0.13424158582285575
914,KS,ELLSWORTH,0.20173713536545396
915,KS,FINNEY,0.1716620506211095
916,KS,FORD,0.17787560605609923
917,KS,FRANKLIN,0.11407766990291263
918,KS,GEARY,0.12696558257025575
919,KS,GOVE,0.1479514415781487
920,KS,GRAHAM,0.10918614020950847
921,KS,GRANT,0.1453146853146853
922,KS,GRAY,0.10754843019372078
923,KS,GREELEY,0.08766233766233766
924,KS,GREENWOOD,0.10865931126713474
925,KS,HAMILTON,0.08428515163450177
926,KS,HARPER,0.1210448859455482
927,KS,HARVEY,0.11217287751604751
928,KS,HASKELL,0.109375
929,KS,HODGEMAN,0.11928651059085842
930,KS,JACKSON,0.115556905322299
931,KS,JEFFERSON,0.09956414430499397
932,KS,JEWELL,0.07467870788468219
933,KS,JOHNSON,0.10789822726057892
934,KS,KEARNY,0.15346534653465346
935,KS,KINGMAN,0.11758948545861297
936,KS,KIOWA,0.10949494949494949
937,KS,LABETTE,0.15801814660006117
938,KS,LANE,0.09315960912052117
939,KS,LEAVENWORTH,0.1014579613004232
940,KS,LINCOLN,0.09486833220796759
941,KS,LINN,0.10161805627125631
942,KS,LOGAN,0.11023622047244094
943,KS,LYON,0.1358638349148968
944,KS,MCPHERSON,0.12294162987877513
945,KS,MARION,0.09651632446987546
946,KS,MARSHALL,0.12619758936849695
947,KS,MEADE,0.12868832134887181
948,KS,MIAMI,0.09016561030464118
949,KS,MITCHELL,0.09800970061883259
950,KS,MONTGOMERY,0.11938797951553615
951,KS,MORRIS,0.11530249110320284
952,KS,MORTON,0.10707383069192114
953,KS,NEMAHA,0.15834229303098427
954,KS,NEOSHO,0.13025551321296933
955,KS,NESS,0.14145454545454544
956,KS,NORTON,0.23297892184293975
957,KS,OSAGE,0.08671390055802872
958,KS,OSBORNE,0.08769365682548963
959,KS,OTTAWA,0.1041374474053296
960,KS,PAWNEE,0.18397256002494544
961,KS,PHILLIPS,0.13909056171188383
962,KS,POTTAWATOMIE,0.09190829676413895
963,KS,PRATT,0.09722828459188128
964,KS,RAWLINS,0.1422924901185771
965,KS,RENO,0.14410142262653633
966,KS,REPUBLIC,0.14732528041415013
967,KS,RICE,0.11670336583831394
968,KS,RILEY,0.09716833710529152
969,KS,ROOKS,0.13597560975609757
970,KS,RUSH,0.14657444005270093
971,KS,RUSSELL,0.13010501750291714
972,KS,SALINE,0.12606963706107996
973,KS,SCOTT,0.12875803441841177
974,KS,SEDGWICK,0.11941663663035179
975,KS,SEWARD,0.1904517453798768
976,KS,SHAWNEE,0.10886219081272085
977,KS,SHERIDAN,0.17532725109083697
978,KS,SHERMAN,0.11458509379753254
979,KS,SMITH,0.08010047446274073
980,KS,STAFFORD,0.0904716073147257
981,KS,STANTON,0.10019940179461616
982,KS,STEVENS,0.10701914311759343
983,KS,SUMNER,0.10303906113154668
984,KS,THOMAS,0.14607175003214606
985,KS,TREGO,0.14948269711023904
986,KS,WABAUNSEE,0.11325926994661666
987,KS,WALLACE,0.1297760210803689
988,KS,WASHINGTON,0.10617832038475768
989,KS,WICHITA,0.1071260028315243
990,KS,WILSON,0.1343108504398827
991,KS,WOODSON,0.08062460165710644
992,KS,WYANDOTTE,0.13967321328183088
993,KY,ADAIR,0.11113425684824497
994,KY,ALLEN,0.10734224724372507
995,KY,ANDERSON,0.086692750692399
996,KY,BALLARD,0.05704868154158215
997,KY,BARREN,0.11329069583493412
998,KY,BATH,0.08816
999,KY,BELL,0.13068531038721573
1000,KY,BOONE,0.11613178520897433
1001,KY,BOURBON,0.09723064483525369
1002,KY,BOYD,0.11796309773534826
1003,KY,BOYLE,0.124750499001996
1004,KY,BRACKEN,0.08707696013489101
1005,KY,BREATHITT,0.08907363420427554
1006,KY,BRECKINRIDGE,0.07315524735068614
1007,KY,BULLITT,0.09831529457857878
1008,KY,BUTLER,0.12120506250485286
1009,KY,CALDWELL,0.124499882325253
1010,KY,CALLOWAY,0.1014589369503346
1011,KY,CAMPBELL,0.10010258163788682
1012,KY,CARLISLE,0.10882352941176471
1013,KY,CARROLL,0.10375317467782899
1014,KY,CARTER,0.10314587453819457
1015,KY,CASEY,0.10192462404851785
1016,KY,CHRISTIAN,0.10621478548416854
1017,KY,CLARK,0.09348371618454071
1018,KY,CLAY,0.16190141198934727
1019,KY,CLINTON,0.14631043256997456
1020,KY,CRITTENDEN,0.08392005450828981
1021,KY,CUMBERLAND,0.10961596613244633
1022,KY,DAVIESS,0.11912994650826018
1023,KY,EDMONSON,0.08082304526748971
1024,KY,ELLIOTT,0.1355593986962884
1025,KY,ESTILL,0.08882744931234936
1026,KY,FAYETTE,0.1197331286824776
1027,KY,FLEMING,0.0932034839860092
1028,KY,FLOYD,0.11363061620163534
1029,KY,FRANKLIN,0.08964327038104764
1030,KY,FULTON,0.09381805997654548
1031,KY,GALLATIN,0.08941256060435224
1032,KY,GARRARD,0.09339975093399751
1033,KY,GRANT,0.11113327216881408
1034,KY,GRAVES,0.12722052272849246
1035,KY,GRAYSON,0.09331365648768306
1036,KY,GREEN,0.1236632848916918
1037,KY,GREENUP,0.11541968203316429
1038,KY,HANCOCK,0.11086906672781473
1039,KY,HARDIN,0.09956920636637286
1040,KY,HARLAN,0.12149173394848135
1041,KY,HARRISON,0.101715556496876
1042,KY,HART,0.12319411610191752
1043,KY,HENDERSON,0.12245078522450785
1044,KY,HENRY,0.09630410517177229
1045,KY,HICKMAN,0.09360730593607305
1046,KY,HOPKINS,0.12017186590878574
1047,KY,JACKSON,0.1162877935328982
1048,KY,JEFFERSON,0.11363834956837694
1049,KY,JESSAMINE,0.09402199020604268
1050,KY,JOHNSON,0.10433567694249143
1051,KY,KENTON,0.10791147199367657
1052,KY,KNOTT,0.08861272457111982
1053,KY,KNOX,0.13575212714721463
1054,KY,LARUE,0.10272260036116128
1055,KY,LAUREL,0.14140068735303307
1056,KY,LAWRENCE,0.10302278514069335
1057,KY,LEE,0.17911657436174525
1058,KY,LESLIE,0.10762377240052648
1059,KY,LETCHER,0.1056001484712105
1060,KY,LEWIS,0.11389830508474576
1061,KY,LINCOLN,0.10701046885820197
1062,KY,LIVINGSTON,0.10626495540569937
1063,KY,LOGAN,0.1223156962585787
1064,KY,LYON,0.19537149817295982
1065,KY,MCCRACKEN,0.11345501238191323
1066,KY,MCCREARY,0.12535546398932157
1067,KY,MCLEAN,0.10535462148365374
1068,KY,MADISON,0.11015518298256746
1069,KY,MAGOFFIN,0.09201545925499548
1070,KY,MARION,0.13168681575260727
1071,KY,MARSHALL,0.10453376205787782
1072,KY,MARTIN,0.1033497096918267
1073,KY,MASON,0.10808435852372583
1074,KY,MEADE,0.07927341453170937
1075,KY,MENIFEE,0.07951918631530282
1076,KY,MERCER,0.1290749099530388
1077,KY,METCALFE,0.11905471154800913
1078,KY,MONROE,0.13305164319248827
1079,KY,MONTGOMERY,0.11048762297119721
1080,KY,MORGAN,0.17792471260049592
1081,KY,MUHLENBERG,0.11681144275357586
1082,KY,NELSON,0.11785953755975169
1083,KY,NICHOLAS,0.08639427706699683
1084,KY,OHIO,0.11477869467366841
1085,KY,OLDHAM,0.12075031063339271
1086,KY,OWEN,0.0743968443262086
1087,KY,OWSLEY,0.12095130237825595
1088,KY,PENDLETON,0.07868403015764222
1089,KY,PERRY,0.11949685534591195
1090,KY,PIKE,0.11248185776487664
1091,KY,POWELL,0.11489602718666558
1092,KY,PULASKI,0.11217470259622339
1093,KY,ROBERTSON,0.11669829222011385
1094,KY,ROCKCASTLE,0.10512129380053908
1095,KY,ROWAN,0.0991414554374489
1096,KY,RUSSELL,0.11136528482954862
1097,KY,SCOTT,0.1011858816925128
1098,KY,SHELBY,0.10519337467362924
1099,KY,SIMPSON,0.1247576997630842
1100,KY,SPENCER,0.09384527931373056
1101,KY,TAYLOR,0.13186386743761885
1102,KY,TODD,0.1028957214901578
1103,KY,TRIGG,0.09391850385639205
1104,KY,TRIMBLE,0.09054420965647503
1105,KY,UNION,0.1129963145817398
1106,KY,WARREN,0.13189260775343126
1107,KY,WASHINGTON,0.13575857792476229
1108,KY,WAYNE,0.11346087640780997
1109,KY,WEBSTER,0.12710554782877453
1110,KY,WHITLEY,0.12618574895212883
1111,KY,WOLFE,0.0808998183596479
1112,KY,WOODFORD,0.09067105558464876
1113,LA,ACADIA PARISH,0.1295188975743412
1114,LA,ALLEN PARISH,0.1428181215124673
1115,LA,ASCENSION PARISH,0.1363543016018451
1116,LA,ASSUMPTION PARISH,0.1331597460143438
1117,LA,AVOYELLES PARISH,0.12833798326026305
1118,LA,BEAUREGARD PARISH,0.10691521988425741
1119,LA,BIENVILLE PARISH,0.14462653878105883
1120,LA,BOSSIER PARISH,0.1303379277229827
1121,LA,CADDO PARISH,0.12963147990874424
1122,LA,CALCASIEU PARISH,0.1299032619595352
1123,LA,CALDWELL PARISH,0.13611615245009073
1124,LA,CAMERON PARISH,0.10067402839523878
1125,LA,CATAHOULA PARISH,0.14567095007373076
1126,LA,CLAIBORNE PARISH,0.10319081046585833
1127,LA,CONCORDIA PARISH,0.1257074614465964
1128,LA,DE SOTO PARISH,0.12471325055529257
1129,LA,EAST BATON ROUGE PARISH,0.11685478538105118
1130,LA,EAST CARROLL PARISH,0.18481270951756304
1131,LA,EAST FELICIANA PARISH,0.19968643846354847
1132,LA,EVANGELINE PARISH,0.12861206767480163
1133,LA,FRANKLIN PARISH,0.16202847864101924
1134,LA,GRANT PARISH,0.12019295189602036
1135,LA,IBERIA PARISH,0.1362165258484892
1136,LA,IBERVILLE PARISH,0.14902648334409893
1137,LA,JACKSON PARISH,0.14259400406504066
1138,LA,JEFFERSON PARISH,0.13346111960193574
1139,LA,JEFFERSON DAVIS PARISH,0.11642438153532263
1140,LA,LAFAYETTE PARISH,0.1244895453987479
1141,LA,LAFOURCHE PARISH,0.14254102895076526
1142,LA,LASALLE PARISH,0.13537469782433523
1143,LA,LINCOLN PARISH,0.1156775490993111
1144,LA,LIVINGSTON PARISH,0.1362535425352833
1145,LA,MADISON PARISH,0.15879828326180256
1146,LA,MOREHOUSE PARISH,0.13970410870788774
1147,LA,NATCHITOCHES PARISH,0.12293621258975837
1148,LA,ORLEANS PARISH,0.09855591781496063
1149,LA,OUACHITA PARISH,0.1487940291886038
1150,LA,PLAQUEMINES PARISH,0.13553476742682244
1151,LA,POINTE COUPEE PARISH,0.14721583064887253
1152,LA,RAPIDES PARISH,0.1189374305812662
1153,LA,RED RIVER PARISH,0.11715233357024402
1154,LA,RICHLAND PARISH,0.14839479177020176
1155,LA,SABINE PARISH,0.13959135823145202
1156,LA,ST. BERNARD PARISH,0.11243755820844975
1157,LA,ST. CHARLES PARISH,0.1378154425612053
1158,LA,ST. HELENA PARISH,0.11251480457954995
1159,LA,ST. JAMES PARISH,0.12343572241183162
1160,LA,ST. JOHN THE BAPTIST PARISH,0.11627798398580666
1161,LA,ST. LANDRY PARISH,0.13318883639374604
1162,LA,ST. MARTIN PARISH,0.1270985008702813
1163,LA,ST. MARY PARISH,0.1380197779038664
1164,LA,ST. TAMMANY PARISH,0.1308929071995515
1165,LA,TANGIPAHOA PARISH,0.13540569020021076
1166,LA,TENSAS PARISH,0.09252422704199353
1167,LA,TERREBONNE PARISH,0.1303808584025131
1168,LA,UNION PARISH,0.13235028044146915
1169,LA,VERMILION PARISH,0.12246475441515015
1170,LA,VERNON PARISH,0.08446309220097409
1171,LA,WASHINGTON PARISH,0.12505953154089275
1172,LA,WEBSTER PARISH,0.1276734480959833
1173,LA,WEST BATON ROUGE PARISH,0.13927829208388437
1174,LA,WEST CARROLL PARISH,0.12409972299168975
1175,LA,WEST FELICIANA PARISH,0.08639516957862281
1176,LA,WINN PARISH,0.13341484464902187
1177,MA,BARNSTABLE,0.06954317104089394
1178,MA,BERKSHIRE,0.05486457933154053
1179,MA,BRISTOL,0.1219779306001058
1180,MA,DUKES,0.08602584814216478
1181,MA,ESSEX,0.1263760497012803
1182,MA,FRANKLIN,0.037788543744656594
1183,MA,HAMPDEN,0.11556654344600448
1184,MA,HAMPSHIRE,0.058198097369893675
1185,MA,MIDDLESEX,0.08616993619776397
1186,MA,NANTUCKET,0.14694271427318187
1187,MA,NORFOLK,0.07979767252661739
1188,MA,PLYMOUTH,0.0970909551383149
1189,MA,SUFFOLK,0.11903615716743354
1190,MA,WORCESTER,0.09534060017673503
1191,MD,ALLEGANY,0.10209327425585095
1192,MD,ANNE ARUNDEL,0.07806516882641558
1193,MD,BALTIMORE,0.08146536616024269
1194,MD,CALVERT,0.04741421237503377
1195,MD,CAROLINE,0.07196312039753337
1196,MD,CARROLL,0.05770361003757859
1197,MD,CECIL,0.06448884351757328
1198,MD,CHARLES,0.07014094342049652
1199,MD,DORCHESTER,0.09305020514266028
1200,MD,FREDERICK,0.0785715111328584
1201,MD,GARRETT,0.07206865651065003
1202,MD,HARFORD,0.06705266578192225
1203,MD,HOWARD,0.06087690748871626
1204,MD,KENT,0.07136237256719184
1205,MD,MONTGOMERY,0.06958202625327405
1206,MD,PRINCE GEORGE'S,0.09679576214057209
1207,MD,QUEEN ANNE'S,0.06091582144062246
1208,MD,ST. MARY'S,0.05589815875253282
1209,MD,SOMERSET,0.10419269206745783
1210,MD,TALBOT,0.06027271993760254
1211,MD,WASHINGTON,0.09897450496196598
1212,MD,WICOMICO,0.07795654817631673
1213,MD,WORCESTER,0.07334149514117377
1214,MD,BALTIMORE CITY,0.09142529781462198
1215,ME,ANDROSCOGGIN,0.07893643155979571
1216,ME,AROOSTOOK,0.030273655954067558
1217,ME,CUMBERLAND,0.060131591882116454
1218,ME,FRANKLIN,0.047253220305308125
1219,ME,HANCOCK,0.026278938658228307
1220,ME,KENNEBEC,0.05551013066016909
1221,ME,KNOX,0.03047370009051594
1222,ME,LINCOLN,0.032771265230698156
1223,ME,OXFORD,0.06423458387235878
1224,ME,PENOBSCOT,0.04345111338959434
1225,ME,PISCATAQUIS,0.037116473041406015
1226,ME,SAGADAHOC,0.04158299866131191
1227,ME,SOMERSET,0.0468069091197211
1228,ME,WALDO,0.03124763943094549
1229,ME,WASHINGTON,0.03116734121546257
1230,ME,YORK,0.06717844741645436
1231,MI,ALCONA,0.07284959154252763
1232,MI,ALGER,0.07367149758454106
1233,MI,ALLEGAN,0.09745852423336523
1234,MI,ALPENA,0.08421052631578947
1235,MI,ANTRIM,0.07168581718401647
1236,MI,ARENAC,0.0833165356446953
1237,MI,BARAGA,0.1223047874284322
1238,MI,BARRY,0.09907392363931763
1239,MI,BAY,0.11080619824292613
1240,MI,BENZIE,0.0734549138804458
1241,MI,BERRIEN,0.10368250532916995
1242,MI,BRANCH,0.13923294344738837
1243,MI,CALHOUN,0.11136040071855037
1244,MI,CASS,0.10892695077915307
1245,MI,CHARLEVOIX,0.06843132004743144
1246,MI,CHEBOYGAN,0.07766260484253838
1247,MI,CHIPPEWA,0.15256097887493641
1248,MI,CLARE,0.08164781906300485
1249,MI,CLINTON,0.09800866888623658
1250,MI,CRAWFORD,0.07199372727920736
1251,MI,DELTA,0.11630896490051419
1252,MI,DICKINSON,0.11089979793177225
1253,MI,EATON,0.09407987811513767
1254,MI,EMMET,0.07320065838695197
1255,MI,GENESEE,0.104599901925271
1256,MI,GLADWIN,0.09187001453888169
1257,MI,GOGEBIC,0.10554561717352415
1258,MI,GRAND TRAVERSE,0.0717170849089034
1259,MI,GRATIOT,0.1724104050502321
1260,MI,HILLSDALE,0.09880495559697401
1261,MI,HOUGHTON,0.08914359376751485
1262,MI,HURON,0.13424356863884315
1263,MI,INGHAM,0.08736824825755969
1264,MI,IONIA,0.14669922871230506
1265,MI,IOSCO,0.08202332152664464
1266,MI,IRON,0.09777697451653714
1267,MI,ISABELLA,0.09201110602244103
1268,MI,JACKSON,0.13570752633903224
1269,MI,KALAMAZOO,0.08987572906370489
1270,MI,KALKASKA,0.06597183723250914
1271,MI,KENT,0.11415850400712378
1272,MI,KEWEENAW,0.08223062381852551
1273,MI,LAKE,0.05500717118029191
1274,MI,LAPEER,0.11307315625463718
1275,MI,LEELANAU,0.058958687560314325
1276,MI,LENAWEE,0.11223857553503773
1277,MI,LIVINGSTON,0.08995546759030183
1278,MI,LUCE,0.2157649703002087
1279,MI,MACKINAC,0.06685804241133439
1280,MI,MACOMB,0.11740421889946132
1281,MI,MANISTEE,0.08196921573418031
1282,MI,MARQUETTE,0.08961153840387412
1283,MI,MASON,0.0759676091133681
1284,MI,MECOSTA,0.07504660207580605
1285,MI,MENOMINEE,0.09591747146619842
1286,MI,MIDLAND,0.09290971186685267
1287,MI,MISSAUKEE,0.1012700092604842
1288,MI,MONROE,0.10477076411960133
1289,MI,MONTCALM,0.12939832206361132
1290,MI,MONTMORENCY,0.0686106346483705
1291,MI,MUSKEGON,0.10835071384948665
1292,MI,NEWAYGO,0.10157207023274806
1293,MI,OAKLAND,0.09686191936284176
1294,MI,OCEANA,0.10613216458231005
1295,MI,OGEMAW,0.08567890651045387
1296,MI,ONTONAGON,0.08513986013986014
1297,MI,OSCEOLA,0.0844842284739983
1298,MI,OSCODA,0.0845771144278607
1299,MI,OTSEGO,0.0967650397275823
1300,MI,OTTAWA,0.11478943220368022
1301,MI,PRESQUE ISLE,0.08505400254129607
1302,MI,ROSCOMMON,0.08010325159248928
1303,MI,SAGINAW,0.12095161620455655
1304,MI,ST. CLAIR,0.11781081896335026
1305,MI,ST. JOSEPH,0.10497998818975132
1306,MI,SANILAC,0.10417779936847218
1307,MI,SCHOOLCRAFT,0.05473190017296763
1308,MI,SHIAWASSEE,0.09684096180382255
1309,MI,TUSCOLA,0.11063259642071012
