state,county,num_infected,num_hosp,num_not_hosp,percent_hosp,percent_republican,date_stay_at_home_effective,total_population,population_density_per_sqmi,percent_adults_with_obesity,percent_physically_inactive,percent_uninsured,high_school_graduation_rate,percent_some_college,percent_unemployed_CDC,median_household_income,per_capita_income,percent_vaccinated,eightieth_percentile_income,twentieth_percentile_income,percent_below_poverty,percent_age_65_and_older,percent_age_17_and_younger,total_percent_infected,total_percent_hosp
FLORIDA,BREVARD,13310,1794,11516,0.134785875281743,0.5777501016673444,0.16666666666666666,560683,552.183988550966,0.29600000000000004,0.268,0.13012913988,0.86123110151,0.6663873340300001,0.09300000000000001,57612.0,28189.0,0.4,105740.0,24194.0,0.14,0.225,0.188,0.023738904157964483,0.0031996689751606524
FLORIDA,BROWARD,156322,7968,148354,0.0509717122350021,0.3136615016990183,0.16666666666666666,1863780,1544.19929092933,0.24600000000000002,0.25,0.16892308114,0.81322204692,0.67279508479,0.087,57200.0,28987.0,0.35,116026.0,24339.0,0.14400000000000002,0.154,0.21600000000000003,0.08387363315412763,0.004275182693236326
FLORIDA,CHARLOTTE,7002,550,6452,0.0785489860039988,0.624836574179758,0.16666666666666666,169642,249.061779330477,0.27899999999999997,0.262,0.17104715384,0.89550949914,0.54868700668,0.10099999999999999,52724.0,27860.0,0.49,93028.0,22746.0,0.124,0.376,0.131,0.04127515591657726,0.003242121644404098
FLORIDA,CITRUS,6282,459,5823,0.0730659025787965,0.6832622333751568,0.16666666666666666,140453,241.372101237213,0.293,0.348,0.15446198085,0.7964444444400001,0.46539222149,0.11599999999999999,41556.0,24188.0,0.43,77564.0,18671.0,0.177,0.35100000000000003,0.15,0.044726705730742666,0.0032679971235929457
FLORIDA,CLAY,9456,690,8766,0.0729695431472081,0.703990308312125,0.16666666666666666,200346,331.255732919438,0.321,0.284,0.11350148781,0.8841826604899999,0.66045513259,0.08900000000000001,62835.0,27159.0,0.38,114139.0,29466.0,0.102,0.142,0.243,0.047198346859932315,0.003444041807672726
FLORIDA,COLLIER,17338,1116,16222,0.0643672857307647,0.6172704331075186,0.16666666666666666,348236,174.225192251746,0.213,0.23199999999999998,0.22822206461,0.8855706682400001,0.50164960663,0.064,70649.0,39616.0,0.5,137857.0,30264.0,0.132,0.29600000000000004,0.182,0.049788074753902525,0.003204723233669121
FLORIDA,COLUMBIA,6090,344,5746,0.0564860426929392,0.7095133591110182,0.16666666666666666,68198,85.5101116504557,0.359,0.369,0.12380897934,0.70588235294,0.5056253348399999,0.11699999999999999,46195.0,21875.0,0.38,89537.0,19754.0,0.19399999999999998,0.172,0.21899999999999997,0.08929880641661046,0.005044136191677175
FLORIDA,DESOTO,3193,215,2978,0.0673347948637644,0.626548345350342,0.16666666666666666,35134,55.1502368079269,0.316,0.363,0.23070258349,0.64838709677,0.2114237891,0.083,37233.0,16710.0,0.39,69296.0,17439.0,0.299,0.19399999999999998,0.207,0.09088062845107303,0.006119428473843001
FLORIDA,DUVAL,24511,1772,22739,0.072294072049284,0.4891944672344261,0.16666666666666666,900890,1181.28702088937,0.314,0.264,0.13234188986,0.7979020979000001,0.65807730056,0.086,55733.0,27235.0,0.43,104225.0,23418.0,0.166,0.127,0.22899999999999998,0.027207539211224457,0.00196694380001998
FLORIDA,ESCAMBIA,14436,1636,12800,0.113327791632031,0.5824659438967922,0.16666666666666666,309574,471.273634417319,0.293,0.295,0.11383121915,0.7988526353500001,0.67689727889,0.083,50644.0,24532.0,0.37,94071.0,24329.0,0.147,0.158,0.21,0.04663182308591807,0.005284681530102657
FLORIDA,FLAGLER,4405,344,4061,0.0780930760499432,0.5886649392205624,0.16666666666666666,102917,211.99395537852,0.259,0.263,0.14721592538,0.81094527363,0.61046395858,0.076,58975.0,25314.0,0.46,97457.0,25536.0,0.132,0.28300000000000003,0.182,0.042801480804920466,0.0033424992955488403
FLORIDA,GADSDEN,3574,346,3228,0.0968102965864577,0.3042554153665265,0.16666666666666666,46153,89.3930419609334,0.428,0.354,0.16312016223,0.52564102564,0.41227842629,0.096,42259.0,18187.0,0.33,78158.0,17994.0,0.256,0.153,0.223,0.07743808636491668,0.0074968041080753145
FLORIDA,HARDEE,2515,167,2348,0.0664015904572564,0.6912831333245417,0.16666666666666666,27302,42.8072271543766,0.385,0.353,0.20037532253999998,0.72753623188,0.23789504204,0.113,39169.0,17179.0,0.36,77817.0,16960.0,0.264,0.145,0.27,0.09211779356823675,0.006116768002344151
FLORIDA,HENDRY,3086,266,2820,0.086195722618276,0.5573549257759784,0.16666666666666666,38376,33.1885354750702,0.345,0.35100000000000003,0.26854294928,0.85860655738,0.31227011223,0.10099999999999999,44391.0,18027.0,0.3,83338.0,18093.0,0.263,0.128,0.27699999999999997,0.08041484260996457,0.006931415468000834
FLORIDA,HERNANDO,11778,610,11168,0.0517914756325352,0.6287048488208452,0.16666666666666666,176797,373.91618501839,0.318,0.315,0.15797323021,0.86537295331,0.55097455333,0.11199999999999999,45884.0,22435.0,0.4,86073.0,21569.0,0.156,0.27399999999999997,0.188,0.06661877746794347,0.003450284789900281
FLORIDA,HIGHLANDS,5016,455,4561,0.0907097288676236,0.6471347896510966,0.16666666666666666,98862,97.249043778993,0.305,0.33299999999999996,0.18486193894,0.72877618523,0.41760831147,0.12300000000000001,39994.0,21916.0,0.38,71108.0,18822.0,0.19399999999999998,0.33899999999999997,0.177,0.050737391515445776,0.004602375027816553
FLORIDA,HILLSBOROUGH,37626,2424,35202,0.0644235369159623,0.4465247799752367,0.16666666666666666,1323059,1296.71806841605,0.244,0.231,0.14289538971000001,0.8327455236,0.6541101696,0.079,58361.0,28727.0,0.41,114174.0,23799.0,0.16399999999999998,0.131,0.23199999999999998,0.028438641058335268,0.0018321178420614651
FLORIDA,INDIAN RIVER,6975,590,6385,0.0845878136200716,0.6076816358159707,0.16666666666666666,145342,289.076079781081,0.263,0.256,0.16920089648,0.87642276423,0.55594739549,0.10300000000000001,58228.0,32208.0,0.49,106262.0,23684.0,0.141,0.302,0.175,0.047990257461711,0.004059390953750464
FLORIDA,JACKSON,2818,291,2527,0.1032647267565649,0.6775818639798489,0.16666666666666666,48721,53.0627901261376,0.36700000000000005,0.37200000000000005,0.15176675645999999,0.72708333333,0.42987758803,0.12300000000000001,39545.0,17222.0,0.37,77489.0,16210.0,0.22899999999999998,0.177,0.187,0.05783953531331459,0.005972783809856119
FLORIDA,LAKE,10525,1237,9288,0.1175296912114014,0.5994767162182774,0.16666666666666666,317586,337.543044849626,0.303,0.29,0.15534541111,0.77956815985,0.59308125279,0.08199999999999999,52447.0,24760.0,0.5,96610.0,23804.0,0.135,0.259,0.19899999999999998,0.03314062962473157,0.0038950079663461236
FLORIDA,LEE,18549,1936,16613,0.1043722033532805,0.5868237240365174,0.16666666666666666,680970,868.4921323846,0.259,0.248,0.18616852934,0.79054579381,0.53970575696,0.085,56343.0,28949.0,0.49,106015.0,24851.0,0.155,0.263,0.18600000000000003,0.0272390854222653,0.0028430033628500523
FLORIDA,LEON,12606,482,12124,0.0382357607488497,0.353778297794021,0.16666666666666666,284788,427.055348102177,0.307,0.218,0.10804434125000001,0.9003350083799999,0.7861379310300001,0.096,51046.0,27190.0,0.41,108682.0,20764.0,0.213,0.113,0.188,0.04426450552691827,0.0016924870429933846
FLORIDA,LEVY,2363,179,2184,0.0757511637748624,0.7102345965455015,0.16666666666666666,39707,35.5087623266436,0.32,0.369,0.18018528392,0.79421221865,0.42234757561,0.099,39037.0,20555.0,0.34,71801.0,17294.0,0.222,0.226,0.20199999999999999,0.0595109174704712,0.004508021255697988
FLORIDA,MANATEE,19865,1181,18684,0.0594512962496853,0.5696532147207725,0.16666666666666666,353411,475.554174889284,0.265,0.244,0.16054229912,0.82052916799,0.56314787664,0.075,59587.0,29140.0,0.46,110910.0,25320.0,0.14300000000000002,0.255,0.195,0.05620934266335796,0.0033417182826793734
FLORIDA,MARION,18525,1829,16696,0.0987314439946018,0.6172467086433887,0.16666666666666666,340341,214.316383703134,0.304,0.33,0.15358412201,0.77355527638,0.49384556951,0.10099999999999999,44517.0,22390.0,0.43,82086.0,20621.0,0.182,0.278,0.188,0.05443070332401915,0.005374021936822187
FLORIDA,MARTIN,9070,604,8466,0.066593164277839,0.6201510630361805,0.16666666666666666,153592,282.480366555856,0.19399999999999998,0.225,0.16991320052,0.83945239577,0.61267242269,0.084,61592.0,35892.0,0.48,124424.0,24949.0,0.11800000000000001,0.294,0.16899999999999998,0.05905255482056357,0.003932496484191885
FLORIDA,MIAMI-DADE,203230,10270,192960,0.0505338778723613,0.3407443756605768,0.16666666666666666,2664418,1403.31326179279,0.222,0.245,0.20017799720999999,0.8084618514,0.61967124043,0.085,52043.0,24515.0,0.25,105238.0,19002.0,0.19899999999999998,0.152,0.20600000000000002,0.07627556937387452,0.0038545003073842017
FLORIDA,MONROE,4116,194,3922,0.0471331389698736,0.5156551626724422,0.16666666666666666,77150,78.4830661114913,0.215,0.23,0.20271794958,0.8,0.62426396478,0.049,67094.0,36771.0,0.35,131138.0,29198.0,0.13,0.204,0.15,0.05335061568373299,0.0025145819831497085
FLORIDA,NASSAU,3840,244,3596,0.0635416666666666,0.7352114489239814,0.16666666666666666,77187,118.998496232921,0.28300000000000003,0.24600000000000002,0.12484949523,0.9113660062600001,0.6118311374000001,0.076,66898.0,31141.0,0.49,126982.0,30229.0,0.127,0.19899999999999998,0.205,0.04974931011698861,0.003161154080350318
FLORIDA,OKALOOSA,10626,484,10142,0.0455486542443064,0.7128352585394874,0.16666666666666666,195798,210.476278829583,0.27,0.281,0.13452469892,0.86800373134,0.68595900229,0.065,62779.0,29603.0,0.38,113135.0,27649.0,0.12,0.151,0.222,0.05427021726473202,0.0024719353619546674
FLORIDA,OKEECHOBEE,3066,268,2798,0.0874103065883887,0.6852706364901486,0.16666666666666666,39420,51.2678243952197,0.33,0.375,0.22455109805999998,0.72026431718,0.35198019801999997,0.11199999999999999,42258.0,17173.0,0.38,79852.0,19512.0,0.253,0.17800000000000002,0.228,0.07777777777777778,0.006798579401319127
FLORIDA,ORANGE,31307,2294,29013,0.0732743475899958,0.3573584732964166,0.16666666666666666,1256055,1390.49588584424,0.252,0.24600000000000002,0.15652447107,0.84486006459,0.68969135606,0.081,58037.0,26210.0,0.4,109666.0,23942.0,0.17300000000000001,0.107,0.228,0.024924863958982687,0.0018263531453638574
FLORIDA,OSCEOLA,18487,1260,17227,0.0681560015145778,0.3587649601300943,0.16666666666666666,311962,234.970564322963,0.301,0.309,0.16152249365,0.86639857015,0.60636727161,0.083,50473.0,19482.0,0.37,93971.0,23201.0,0.195,0.126,0.251,0.05926042274379572,0.004038953462280662
FLORIDA,PALM BEACH,72412,4972,67440,0.0686626525990167,0.4112771238593334,0.16666666666666666,1398757,710.06781143606,0.212,0.23399999999999999,0.17446292916,0.86253276314,0.64100192929,0.08199999999999999,61735.0,34846.0,0.49,126641.0,25375.0,0.139,0.22699999999999998,0.196,0.05176882045987974,0.003554584534697592
FLORIDA,PASCO,23609,2252,21357,0.0953873522809098,0.5892908239646013,0.16666666666666666,488310,653.132087522724,0.316,0.299,0.14948817639,0.81830417227,0.62988988207,0.08199999999999999,53788.0,25225.0,0.43,99047.0,22320.0,0.136,0.22399999999999998,0.205,0.04834838524707665,0.004611824455776044
FLORIDA,PINELLAS,41585,4180,37405,0.1005170133461584,0.4857829866999185,0.16666666666666666,939548,3431.59544384783,0.254,0.244,0.14335398909,0.8315153108200001,0.6627475360699999,0.073,52226.0,31035.0,0.44,105338.0,22164.0,0.141,0.23,0.17,0.044260644480111716,0.004448947791916964
FLORIDA,POLK,31826,4133,27693,0.1298623766731603,0.5537187757198028,0.16666666666666666,637691,354.912343679413,0.371,0.28800000000000003,0.15757248537000001,0.78027357811,0.51691836074,0.096,51354.0,21669.0,0.43,91812.0,22122.0,0.177,0.195,0.22699999999999998,0.04990818437142754,0.006481195437915856
FLORIDA,PUTNAM,4978,527,4451,0.1058658095620731,0.6684784249781079,0.16666666666666666,72304,99.3351611851812,0.387,0.368,0.17168019716,0.72056737589,0.40788279528,0.114,39578.0,18561.0,0.37,71704.0,14946.0,0.27,0.21100000000000002,0.218,0.06884819650365125,0.007288670059747732
FLORIDA,SANTA ROSA,10129,586,9543,0.0578536874321255,0.7446464185993504,0.16666666666666666,163903,161.997981455512,0.301,0.297,0.12514526796,0.86543909348,0.6821156790099999,0.071,69541.0,28219.0,0.39,116481.0,31825.0,0.12300000000000001,0.14400000000000002,0.226,0.06179874681976535,0.0035752853822077694
FLORIDA,SARASOTA,12215,1011,11204,0.0827670896438804,0.5432479274260793,0.16666666666666666,398011,716.11749635599,0.214,0.22,0.16300588487999998,0.85857664234,0.59786451503,0.071,61652.0,35210.0,0.5,116609.0,26696.0,0.11,0.34,0.149,0.03069010655484396,0.002540130800405014
FLORIDA,SEMINOLE,11020,885,10135,0.0803085299455535,0.4866382683551508,0.16666666666666666,442905,1431.12838479517,0.266,0.203,0.10133157964,0.88821408237,0.77905037601,0.08,67187.0,30097.0,0.43,124386.0,27530.0,0.121,0.14300000000000002,0.21600000000000003,0.024881182194827333,0.0019981711653740642
FLORIDA,ST. JOHNS,11266,609,10657,0.0540564530445588,0.6496330046735134,0.16666666666666666,218362,363.515699529548,0.231,0.21100000000000002,0.10647598377999999,0.9040280210199999,0.77407441947,0.06,81925.0,38362.0,0.49,155232.0,34755.0,0.09,0.18100000000000002,0.221,0.05159322592758813,0.002788946794771984
FLORIDA,ST. LUCIE,18422,1350,17072,0.0732819454999457,0.4990450630826357,0.16666666666666666,293136,512.765106183356,0.298,0.298,0.16924197757,0.9147029538699999,0.5431907297899999,0.099,53377.0,24104.0,0.42,92638.0,22024.0,0.179,0.226,0.20800000000000002,0.0628445499699798,0.004605370885868675
FLORIDA,SUMTER,4539,442,4097,0.097378277153558,0.6877975608165395,0.16666666666666666,113589,207.413736906413,0.293,0.21899999999999997,0.11904453371000001,0.8548387096800001,0.40505892894,0.079,55324.0,31591.0,0.47,98612.0,26583.0,0.099,0.531,0.075,0.039959855267675565,0.003891221861271778
FLORIDA,SUWANNEE,3818,234,3584,0.0612886327920377,0.7642559109874826,0.16666666666666666,43653,63.3983016983545,0.384,0.37,0.17202339769999997,0.92915531335,0.4235452018,0.10300000000000001,38525.0,19322.0,0.31,81908.0,17463.0,0.22699999999999998,0.201,0.214,0.08746248825968433,0.0053604563260257025
FLORIDA,TAYLOR,1172,68,1104,0.0580204778156996,0.7459634015069968,0.16666666666666666,22582,21.6447547024043,0.345,0.34600000000000003,0.14918054809,0.70303030303,0.41359158457,0.077,42307.0,16081.0,0.33,72430.0,18803.0,0.14800000000000002,0.17800000000000002,0.193,0.05189974315826765,0.003011247896554778
FLORIDA,VOLUSIA,17982,1850,16132,0.102880658436214,0.5481946877551568,0.16666666666666666,510806,463.872092011248,0.298,0.289,0.14622956268999998,0.77072235244,0.60724635166,0.078,50285.0,24834.0,0.42,91988.0,21247.0,0.16699999999999998,0.23199999999999998,0.18,0.03520318868611567,0.003621727231081859
FLORIDA,WAKULLA,1504,106,1398,0.0704787234042553,0.6847762360758257,0.16666666666666666,31314,51.6373460467063,0.395,0.299,0.12397440104999999,0.87536231884,0.50164907652,0.071,58203.0,22129.0,0.38,101115.0,28574.0,0.14300000000000002,0.129,0.21,0.048029635306891486,0.0033850673820016606
FLORIDA,WALTON,3216,225,2991,0.0699626865671641,0.7657044326188424,0.16666666666666666,61528,59.2915595398793,0.318,0.317,0.17641723356,0.82722513089,0.5976228797800001,0.073,60973.0,28475.0,0.38,113068.0,23264.0,0.174,0.188,0.205,0.0522688857105708,0.0036568716681835913
FLORIDA,WASHINGTON,1308,76,1232,0.0581039755351682,0.7742022230190032,0.16666666666666666,24627,42.1562804764163,0.37799999999999995,0.35600000000000004,0.16570491060999998,0.77821011673,0.4358041534,0.098,39225.0,18239.0,0.31,74198.0,16441.0,0.205,0.175,0.2,0.05311243756852235,0.003086043773094571
GEORGIA,BALDWIN,107,61,46,0.5700934579439252,0.4775999007197816,0.16666666666666666,45808,177.12491065486,0.371,0.262,0.15912636505,0.92335766423,0.55464560788,0.08199999999999999,42727.0,19147.0,0.41,83276.0,13672.0,0.297,0.138,0.19399999999999998,0.0023358365351030387,0.0013316451274886483
GEORGIA,BARROW,474,117,357,0.2468354430379747,0.7263592567102547,0.16666666666666666,73340,457.325383991167,0.384,0.28800000000000003,0.16872808094,0.8628841607600001,0.5561219926700001,0.086,61413.0,21978.0,0.46,100186.0,27029.0,0.145,0.11199999999999999,0.271,0.006463048813744205,0.0015953095173166076
GEORGIA,BARTOW,32,9,23,0.28125,0.756283185840708,0.16666666666666666,101942,221.832008630201,0.314,0.321,0.17924706666999998,0.88127853881,0.54559573996,0.077,57409.0,23376.0,0.48,99554.0,24058.0,0.14800000000000002,0.128,0.253,0.00031390398461870475,8.82854956740107e-05
GEORGIA,BIBB,707,340,367,0.4809052333804809,0.384098025432935,0.16666666666666666,154194,618.478640570371,0.366,0.312,0.14403617403,0.78786020846,0.598739986,0.113,41390.0,22175.0,0.42,91299.0,14242.0,0.278,0.139,0.251,0.00458513301425477,0.002205014462300738
GEORGIA,BRYAN,138,55,83,0.3985507246376811,0.6939300072497199,0.16666666666666666,34104,78.1546733260387,0.35100000000000003,0.297,0.12216420598,0.8824383163999999,0.68681787985,0.09300000000000001,79658.0,29056.0,0.42,126750.0,26030.0,0.133,0.1,0.29100000000000004,0.004046446164672765,0.0016127140511376964
GEORGIA,BULLOCH,79,48,31,0.6075949367088608,0.5963422341602149,0.16666666666666666,73141,108.671647283545,0.3,0.281,0.16779862876999999,0.8511235955099999,0.70008326395,0.09699999999999999,43766.0,19544.0,0.48,90106.0,15978.0,0.315,0.102,0.198,0.001080105549554969,0.0006562666630207407
GEORGIA,BURKE,17,10,7,0.5882352941176471,0.480269489894129,0.16666666666666666,22838,27.6165750073093,0.345,0.266,0.15179476239,0.89353612167,0.48964608434,0.073,42785.0,18667.0,0.28,92871.0,16338.0,0.305,0.14,0.264,0.000744373412733164,0.0004378667133724494
GEORGIA,BUTTS,58,35,23,0.603448275862069,0.7060121925583351,0.16666666666666666,23479,127.769620793,0.337,0.26899999999999996,0.14960054011,0.80753138075,0.38252743993000005,0.084,48831.0,19529.0,0.38,92526.0,20570.0,0.205,0.145,0.214,0.00247029260189957,0.0014906938114911197
GEORGIA,CAMDEN,9,4,5,0.4444444444444444,0.6512882916247817,0.16666666666666666,52092,84.9515941777447,0.391,0.34,0.13465055888,0.9257425742600001,0.63708544126,0.09300000000000001,56555.0,24368.0,0.42,105326.0,26692.0,0.14,0.11199999999999999,0.251,0.00017277125086385625,7.678722260615834e-05
GEORGIA,CARROLL,40,18,22,0.45,0.680605607307178,0.16666666666666666,113756,227.952454023486,0.397,0.359,0.15978329626,0.8986340762,0.58365510526,0.10800000000000001,52502.0,22002.0,0.4,98234.0,22142.0,0.193,0.124,0.244,0.00035162980414219907,0.00015823341186398958
GEORGIA,CATOOSA,17,4,13,0.2352941176470588,0.7802070486227903,0.16666666666666666,65645,404.809688688035,0.38799999999999996,0.315,0.12739131225,0.88209606987,0.6294867991699999,0.07200000000000001,55807.0,23834.0,0.47,104600.0,24730.0,0.11800000000000001,0.158,0.237,0.0002589686952547795,6.093381064818341e-05
GEORGIA,CHATHAM,1436,355,1081,0.2472144846796657,0.4074120311747605,0.16666666666666666,282613,658.680556032753,0.324,0.26,0.16223679374,0.8667858739400001,0.6934002679,0.092,54165.0,27204.0,0.45,108027.0,23154.0,0.18,0.136,0.221,0.005081153379356222,0.0012561347142558907
GEORGIA,CHATTOOGA,4,1,3,0.25,0.7830828889966068,0.16666666666666666,25046,79.9357698643291,0.302,0.302,0.16638034255,0.86111111111,0.38201346585,0.10099999999999999,39513.0,17381.0,0.44,66869.0,14342.0,0.22399999999999998,0.162,0.222,0.00015970614070110996,3.992653517527749e-05
GEORGIA,CHEROKEE,373,224,149,0.6005361930294906,0.719804003819962,0.16666666666666666,230629,547.669796370485,0.268,0.252,0.12837450411,0.8773584905699999,0.72846694708,0.055,82733.0,32002.0,0.48,139658.0,36415.0,0.1,0.11900000000000001,0.261,0.001617316122430397,0.0009712568670895681
GEORGIA,CLARKE,341,80,261,0.2346041055718475,0.2827508004268943,0.16666666666666666,122037,1023.76139661591,0.24,0.255,0.16297159505,0.79624664879,0.7110237586,0.086,42112.0,20195.0,0.49,86862.0,13675.0,0.35200000000000004,0.096,0.174,0.0027942345354277803,0.0006555388939420011
GEORGIA,CLAYTON,126,63,63,0.5,0.1361741995929312,0.16666666666666666,270269,1908.05676963601,0.365,0.34,0.18832980029000002,0.72087912088,0.5347900663699999,0.122,46059.0,18728.0,0.39,83584.0,21217.0,0.243,0.08199999999999999,0.28300000000000003,0.0004662021911502984,0.0002331010955751492
GEORGIA,COBB,346,209,137,0.6040462427745664,0.4622225446543276,0.16666666666666666,728388,2144.2719721395,0.29100000000000004,0.22399999999999998,0.13789606752,0.84519609878,0.7468905501499999,0.068,78603.0,34891.0,0.49,145912.0,33428.0,0.11599999999999999,0.106,0.247,0.00047502155444625665,0.0002869349852001955
GEORGIA,COFFEE,325,146,179,0.4492307692307692,0.6890406036651096,0.16666666666666666,43042,74.7974758909757,0.34700000000000003,0.332,0.19410566105000002,0.8504504504499999,0.39279768685,0.073,39480.0,18060.0,0.36,74400.0,14750.0,0.245,0.126,0.249,0.0075507643696854235,0.003392035686074067
GEORGIA,COLQUITT,72,29,43,0.4027777777777778,0.7265120375807399,0.16666666666666666,46002,84.1009581041701,0.377,0.345,0.23554581231,0.8128078817700001,0.34314651103000005,0.077,38633.0,17477.0,0.37,78455.0,16190.0,0.25,0.139,0.26899999999999996,0.0015651493413329856,0.0006304073735924525
GEORGIA,COLUMBIA,239,86,153,0.3598326359832636,0.665477348902584,0.16666666666666666,139904,482.279440474376,0.321,0.26,0.11291357484,0.90750528541,0.73840033194,0.069,82184.0,31004.0,0.46,136130.0,37607.0,0.095,0.11699999999999999,0.261,0.0017083142726440988,0.0006147072278133577
GEORGIA,COWETA,19,9,10,0.4736842105263157,0.6888492995384241,0.16666666666666666,135625,307.597305041074,0.28800000000000003,0.267,0.12516156133,0.84865470852,0.64709133619,0.066,70974.0,29769.0,0.44,125268.0,30528.0,0.12,0.125,0.259,0.00014009216589861752,6.635944700460829e-05
GEORGIA,CRISP,28,14,14,0.5,0.6055644302449414,0.16666666666666666,23061,84.5998850645132,0.381,0.306,0.16584930896,0.87912087912,0.47459270753,0.139,36096.0,19943.0,0.39,75012.0,13053.0,0.32899999999999996,0.155,0.247,0.0012141711114001994,0.0006070855557000997
GEORGIA,DAWSON,109,40,69,0.3669724770642202,0.8414789630259244,0.16666666666666666,22939,108.804193219735,0.281,0.24,0.17213240955,0.94715447154,0.59918018179,0.075,68835.0,29958.0,0.47,125968.0,32839.0,0.134,0.182,0.214,0.004751732856706919,0.001743755176773181
GEORGIA,DECATUR,92,19,73,0.2065217391304347,0.585261520513319,0.16666666666666666,27237,45.6124601120295,0.271,0.254,0.17688192228,0.84090909091,0.49469375378999997,0.067,38441.0,18972.0,0.35,77431.0,12453.0,0.265,0.155,0.249,0.003377758196570841,0.0006975804971178911
GEORGIA,DEKALB,875,444,431,0.5074285714285715,0.1635166175811816,0.16666666666666666,723902,2704.91931616291,0.263,0.23,0.15916535766,0.76248821866,0.70896944919,0.098,63477.0,30517.0,0.44,124368.0,25594.0,0.19,0.10300000000000001,0.23800000000000002,0.0012087271481498877,0.0006133426900326287
GEORGIA,DODGE,21,15,6,0.7142857142857143,0.7163646739905836,0.16666666666666666,20995,42.337504285127,0.344,0.34700000000000003,0.16613811404,0.93073593074,0.46933575978000003,0.105,35636.0,18481.0,0.41,80397.0,14793.0,0.222,0.15,0.21,0.0010002381519409382,0.0007144558228149559
GEORGIA,DOUGHERTY,469,264,205,0.5628997867803838,0.3001730865139203,0.16666666666666666,92326,280.944680803561,0.373,0.317,0.14427556284999998,0.8708994709,0.59016609544,0.17,38806.0,20403.0,0.4,76702.0,13837.0,0.305,0.135,0.25,0.0050798258345428155,0.002859432879145636
GEORGIA,DOUGLAS,447,138,309,0.3087248322147651,0.4298209151685199,0.16666666666666666,138283,691.021145341148,0.313,0.284,0.14167003015000001,0.85604693141,0.63350009264,0.09,60512.0,24471.0,0.43,110831.0,27116.0,0.152,0.10300000000000001,0.26899999999999996,0.003232501464388247,0.000997953472227244
GEORGIA,EFFINGHAM,174,65,109,0.3735632183908046,0.7619575411373518,0.16666666666666666,55852,116.917612787814,0.39899999999999997,0.35100000000000003,0.13605184371,0.91252955083,0.57479489236,0.06,65793.0,25553.0,0.39,117169.0,30234.0,0.10800000000000001,0.106,0.271,0.0031153763517868653,0.0011637900164721048
GEORGIA,EMANUEL,42,16,26,0.3809523809523809,0.6787531806615776,0.16666666666666666,22723,33.3864542168947,0.27699999999999997,0.314,0.15951024093,0.84444444444,0.40366492147000005,0.115,37574.0,16681.0,0.33,70585.0,13720.0,0.295,0.156,0.25,0.0018483474893279937,0.0007041323768868547
GEORGIA,FANNIN,26,14,12,0.5384615384615384,0.81544192346766,0.16666666666666666,24017,62.0480577193283,0.263,0.29600000000000004,0.18261063924999998,0.9431279620899999,0.46203763789999996,0.092,43439.0,22425.0,0.44,90192.0,19839.0,0.18,0.255,0.17800000000000002,0.0010825665153849358,0.0005829204313611193
GEORGIA,FAYETTE,19,10,9,0.5263157894736842,0.5753779981284783,0.16666666666666666,109495,563.351943239617,0.292,0.187,0.10494039308,0.8882863340599999,0.77033190336,0.063,95021.0,38493.0,0.49,166587.0,41104.0,0.071,0.16,0.24,0.00017352390520115074,9.132837115850038e-05
GEORGIA,FLOYD,8,4,4,0.5,0.6967753120665742,0.16666666666666666,96199,188.653918751037,0.377,0.284,0.17881913111,0.9250457038400001,0.49112923568,0.09300000000000001,44906.0,22284.0,0.47,95726.0,19572.0,0.198,0.155,0.237,8.316094761899812e-05,4.158047380949906e-05
GEORGIA,FORSYTH,441,182,259,0.4126984126984127,0.7111615642276091,0.16666666666666666,203841,909.610976154375,0.273,0.212,0.11695139268,0.94217687075,0.8020152980999999,0.048,105921.0,37686.0,0.48,183293.0,46694.0,0.064,0.111,0.289,0.0021634509249856505,0.0008928527626924907
GEORGIA,FRANKLIN,73,21,52,0.2876712328767123,0.829687132439426,0.16666666666666666,22188,84.8464873434969,0.327,0.326,0.18843839622,0.91318327974,0.45617490644,0.079,42904.0,18642.0,0.52,80409.0,15361.0,0.252,0.192,0.221,0.003290066702722192,0.0009464575446187128
GEORGIA,FULTON,714,290,424,0.4061624649859944,0.2730307308219226,0.16666666666666666,996757,1892.40894078022,0.25,0.218,0.13043439336,0.8594061284500001,0.76340392635,0.08900000000000001,70808.0,39101.0,0.46,148585.0,25024.0,0.17,0.10400000000000001,0.22899999999999998,0.0007163230356044653,0.00029094352986735984
GEORGIA,GILMER,14,8,6,0.5714285714285714,0.8202458310498708,0.16666666666666666,28956,67.931934556532,0.235,0.35600000000000004,0.22498697237999998,0.8376383763799999,0.45373577437,0.078,47757.0,22893.0,0.43,91263.0,21550.0,0.19399999999999998,0.21600000000000003,0.207,0.00048349219505456557,0.0002762812543168946
GEORGIA,GLYNN,31,6,25,0.1935483870967742,0.6278492834836412,0.16666666666666666,82623,196.816028581042,0.33299999999999996,0.26899999999999996,0.17370266791,0.95185185185,0.60027066312,0.078,53906.0,27819.0,0.43,107986.0,21123.0,0.187,0.175,0.231,0.0003751981893661571,7.261900439344976e-05
GEORGIA,GORDON,115,28,87,0.2434782608695652,0.8012553404715439,0.16666666666666666,56079,157.610307794734,0.29600000000000004,0.331,0.21387824782999998,0.95714285714,0.49893316815,0.077,49101.0,20009.0,0.46,87077.0,20019.0,0.20600000000000002,0.134,0.254,0.0020506785071060466,0.0004992956365127766
