state,county,num_infected,total_percent_infected,num_hosp,num_not_hosp,percent_hosp,total_percent_hosp,percent_vaccinated,total_population,population_density_per_sqmi,percent_republican,date_stay_at_home_effective,percent_adults_with_obesity,percent_physically_inactive,percent_age_65_and_older,percent_age_17_and_younger
GEORGIA,HENRY,92,0.0004295632928827899,35,57,0.3804347826086957,0.00016342081794453963,0.42,214171,672.20273707659,0.4629528380211813,0.16666666666666666,0.36,0.265,0.10300000000000001,0.271
GEORGIA,HOUSTON,235,0.0015757323802946285,64,171,0.2723404255319149,0.00042913562697385627,0.39,149137,397.115615583596,0.5897235306845986,0.16666666666666666,0.397,0.281,0.11800000000000001,0.259
GEORGIA,JACKSON,502,0.008079702563937486,95,407,0.1892430278884462,0.0015290273776375723,0.49,62131,182.920923522865,0.8011769032732622,0.16666666666666666,0.29600000000000004,0.311,0.134,0.257
GEORGIA,JONES,65,0.0022647294519354726,32,33,0.4923076923076923,0.0011149437301836173,0.45,28701,72.8568902122657,0.6617002629272568,0.16666666666666666,0.34700000000000003,0.332,0.158,0.242
GEORGIA,LAURENS,17,0.000355633655495586,11,6,0.6470588235294118,0.00023011589473243796,0.43,47802,59.2120666106898,0.635483870967742,0.16666666666666666,0.418,0.395,0.163,0.248
GEORGIA,LEE,108,0.0037070089929292236,44,64,0.4074074074074074,0.0015102629230452393,0.43,29134,81.8648900380186,0.7527398713144312,0.16666666666666666,0.44,0.23600000000000002,0.106,0.26899999999999996
GEORGIA,LIBERTY,78,0.0012197219659416097,40,38,0.5128205128205128,0.0006254984440726204,0.32,63949,123.853289937559,0.3799789382394846,0.16666666666666666,0.376,0.35200000000000004,0.075,0.28600000000000003
GEORGIA,LOWNDES,529,0.004644506488261427,120,409,0.2268431001890359,0.0010535742506453142,0.37,113898,229.593030731036,0.572278799100648,0.16666666666666666,0.384,0.335,0.10800000000000001,0.239
GEORGIA,MADISON,90,0.0031732599957689867,33,57,0.3666666666666666,0.0011635286651152951,0.48,28362,100.463341864071,0.7668778129688282,0.16666666666666666,0.335,0.318,0.159,0.231
GEORGIA,MCDUFFIE,24,0.001113275814082939,12,12,0.5,0.0005566379070414695,0.48,21558,83.7336435709776,0.5861027190332326,0.16666666666666666,0.24100000000000002,0.368,0.158,0.258
GEORGIA,MERIWETHER,62,0.002925218211842416,7,55,0.1129032258064516,0.00033026657230478886,0.39,21195,42.2866045721162,0.566561788000434,0.16666666666666666,0.33299999999999996,0.436,0.184,0.223
GEORGIA,MITCHELL,111,0.004873123189042058,50,61,0.4504504504504504,0.0021951005356045305,0.39,22778,44.4809454594592,0.5430203045685279,0.16666666666666666,0.345,0.31,0.14800000000000002,0.239
GEORGIA,MONROE,57,0.002107676379233841,28,29,0.4912280701754385,0.0010353498003253957,0.45,27044,68.2744779750721,0.6961456609127453,0.16666666666666666,0.359,0.361,0.16699999999999998,0.21100000000000002
GEORGIA,MURRAY,181,0.00459881091518878,46,135,0.2541436464088398,0.00116875857513085,0.48,39358,114.248645012558,0.830069031947343,0.16666666666666666,0.34299999999999997,0.287,0.13,0.255
GEORGIA,MUSCOGEE,161,0.0008037822698611604,114,47,0.7080745341614907,0.0005691377562992067,0.4,200303,925.521161377774,0.3907752926179163,0.16666666666666666,0.385,0.317,0.12,0.24600000000000002
GEORGIA,NEWTON,52,0.0005004764150489408,23,29,0.4423076923076923,0.00022136456819472382,0.45,103901,381.711845961018,0.4754359242503467,0.16666666666666666,0.386,0.309,0.11800000000000001,0.272
GEORGIA,OCONEE,66,0.0018818967237888855,22,44,0.3333333333333333,0.0006272989079296285,0.53,35071,190.268785897488,0.6662861680480421,0.16666666666666666,0.242,0.249,0.135,0.27
GEORGIA,PAULDING,34,0.00022692384702663017,17,17,0.5,0.00011346192351331509,0.46,149830,479.775845079474,0.6882724610879951,0.16666666666666666,0.34,0.271,0.094,0.28
GEORGIA,PEACH,55,0.002044077749284573,21,34,0.3818181818181818,0.0007804660497268369,0.4,26907,179.061127936414,0.5034412202380952,0.16666666666666666,0.374,0.302,0.131,0.221
GEORGIA,PICKENS,30,0.0010002667377967459,17,13,0.5666666666666667,0.0005668178180848226,0.48,29992,129.243501658931,0.8299615329819062,0.16666666666666666,0.293,0.314,0.203,0.20800000000000002
GEORGIA,POLK,12,0.0002908174393524465,5,7,0.4166666666666667,0.00012117393306351938,0.45,41263,132.961352875653,0.7748153359127682,0.16666666666666666,0.37799999999999995,0.292,0.149,0.262
GEORGIA,PUTNAM,184,0.00865515781551343,39,145,0.2119565217391304,0.0018345171456794769,0.44,21259,61.6832540463458,0.6897133220910624,0.16666666666666666,0.34299999999999997,0.376,0.213,0.196
GEORGIA,RICHMOND,401,0.0019908846279875683,132,269,0.3291770573566084,0.0006553535433774538,0.37,201418,621.030032276789,0.3239223995232735,0.16666666666666666,0.35600000000000004,0.306,0.126,0.237
GEORGIA,ROCKDALE,29,0.0003311674222613025,17,12,0.5862068965517241,0.00019413262684283251,0.43,87569,674.596080074183,0.355911167445668,0.16666666666666666,0.42200000000000004,0.348,0.126,0.258
GEORGIA,SPALDING,192,0.0029997187763647157,119,73,0.6197916666666666,0.0018592006999343812,0.42,64006,326.756832741786,0.6086990351696234,0.16666666666666666,0.39299999999999996,0.32799999999999996,0.162,0.244
GEORGIA,STEPHENS,150,0.005863039399624765,14,136,0.0933333333333333,0.0005472170106316448,0.49,25584,142.822631040184,0.7830871115639327,0.16666666666666666,0.37200000000000005,0.27,0.183,0.22399999999999998
GEORGIA,SUMTER,48,0.0015448986160283232,28,20,0.5833333333333334,0.0009011908593498551,0.41,31070,64.3679487370324,0.4807727355567705,0.16666666666666666,0.36700000000000005,0.27899999999999997,0.149,0.242
GEORGIA,TATTNALL,61,0.002414885193982581,26,35,0.4262295081967213,0.0010292953285827395,0.37,25260,52.6776002548024,0.7382297551789078,0.16666666666666666,0.433,0.499,0.122,0.212
GEORGIA,THOMAS,588,0.013073348600395758,138,450,0.2346938775510204,0.003068234875603086,0.46,44977,82.5870166339216,0.5971705137751303,0.16666666666666666,0.325,0.261,0.165,0.242
GEORGIA,TIFT,655,0.016096925610085768,158,497,0.2412213740458015,0.003882922513577941,0.5,40691,155.978437100969,0.6740277094029116,0.16666666666666666,0.36,0.395,0.13699999999999998,0.249
GEORGIA,TOOMBS,69,0.002540500736377025,40,29,0.5797101449275363,0.0014727540500736377,0.35,27160,74.6142364048125,0.7239001969796455,0.16666666666666666,0.483,0.392,0.15,0.27399999999999997
GEORGIA,TROUP,205,0.0029575554721989784,64,141,0.3121951219512195,0.0009233343913206567,0.4,69314,167.428694644286,0.6031940561449197,0.16666666666666666,0.40399999999999997,0.349,0.136,0.254
GEORGIA,UPSON,143,0.005417898007122831,22,121,0.1538461538461538,0.0008335227703265894,0.41,26394,81.6048942165491,0.6669105542344979,0.16666666666666666,0.266,0.31,0.17600000000000002,0.23399999999999999
GEORGIA,WALKER,30,0.0004402506493697078,0,30,0.0,0.0,0.45,68143,152.653410277101,0.7910335615294707,0.16666666666666666,0.366,0.355,0.166,0.22699999999999998
GEORGIA,WALTON,100,0.0011436936730866004,50,50,0.5,0.0005718468365433002,0.46,87436,268.466411675159,0.7647795960489459,0.16666666666666666,0.284,0.342,0.142,0.257
GEORGIA,WARE,46,0.0012895629502957585,34,12,0.7391304347826086,0.0009531552241316475,0.41,35671,39.9501044178972,0.6987032173342088,0.16666666666666666,0.363,0.35100000000000003,0.159,0.237
GEORGIA,WASHINGTON,23,0.0011121856866537717,12,11,0.5217391304347826,0.0005802707930367504,0.39,20680,30.4810650297954,0.4903675688452901,0.16666666666666666,0.364,0.29,0.159,0.22699999999999998
GEORGIA,WAYNE,158,0.005265613543957875,70,88,0.4430379746835443,0.0023328667599813373,0.43,30006,46.7533627147384,0.7829636031883223,0.16666666666666666,0.409,0.26,0.145,0.248
GEORGIA,WHITE,115,0.004086709310589908,35,80,0.3043478260869565,0.0012437810945273632,0.46,28140,116.910566866688,0.8255941808339677,0.16666666666666666,0.28800000000000003,0.20800000000000002,0.2,0.213
GEORGIA,WHITFIELD,57,0.0005499117246968249,15,42,0.2631578947368421,0.00014471361176232237,0.49,103653,356.85558560292,0.7024920086111293,0.16666666666666666,0.345,0.315,0.127,0.271
GEORGIA,WORTH,134,0.006384600724223366,55,79,0.4104477611940298,0.002620545073375262,0.4,20988,36.7754639958177,0.7416515973477998,0.16666666666666666,0.51,0.32799999999999996,0.16899999999999998,0.231
HAWAII,HAWAII,2,1.0326311441553078e-05,2,0,1.0,1.0326311441553078e-05,0.35,193680,48.0780634729165,0.2697982024758352,0.6666666666666666,0.255,0.21,0.17600000000000002,0.221
HAWAII,HONOLULU,1,1.0131722524541564e-06,0,1,0.0,0.0,0.46,986999,1643.33982566244,0.31605724483012,0.6666666666666666,0.23399999999999999,0.20600000000000002,0.159,0.21600000000000003
IDAHO,ADA,53101,0.12470936923141959,2076,51025,0.0390953089395679,0.004875551317761004,0.48,425798,404.551457631519,0.4791356832201319,0.6666666666666666,0.256,0.149,0.126,0.251
IDAHO,BANNOCK,7425,0.08858796158205572,411,7014,0.0553535353535353,0.004903656863329953,0.43,83815,75.3413980820885,0.514124970074216,0.6666666666666666,0.32,0.20800000000000002,0.126,0.268
IDAHO,BINGHAM,4058,0.0896577627538057,290,3768,0.0714637752587481,0.006407282207640132,0.29,45261,21.6161036029997,0.6560601503759399,0.6666666666666666,0.312,0.259,0.13,0.317
IDAHO,BLAINE,1876,0.0875530872263966,179,1697,0.0954157782515991,0.008353945956036776,0.49,21427,8.12355798026454,0.3114509511376352,0.6666666666666666,0.151,0.146,0.16,0.233
IDAHO,BONNER,132,0.003189253183212931,97,35,0.7348484848484849,0.0023436178694822294,0.35,41389,23.8828319418083,0.6371102516353913,0.6666666666666666,0.258,0.21,0.214,0.204
IDAHO,BONNEVILLE,10771,0.09882648707667746,763,10008,0.0708383622690558,0.007000706493315839,0.47,108989,58.4095036164317,0.6037629180705999,0.6666666666666666,0.29,0.20199999999999999,0.121,0.313
IDAHO,CANYON,20431,0.10075351855687388,1148,19283,0.0561891243698301,0.005661251984890178,0.42,202782,345.221474541385,0.648787524902109,0.6666666666666666,0.349,0.249,0.125,0.3
IDAHO,CASSIA,1905,0.08126786399897615,106,1799,0.0556430446194225,0.0045219913826201955,0.42,23441,9.13662720762884,0.727439471753485,0.6666666666666666,0.376,0.249,0.133,0.326
IDAHO,ELMORE,2074,0.0794544688349998,137,1937,0.0660559305689488,0.005248438876757461,0.23,26103,8.48882451846586,0.6824689040131424,0.6666666666666666,0.35200000000000004,0.256,0.11800000000000001,0.264
IDAHO,JEFFERSON,2238,0.08259521700620018,172,2066,0.0768543342269883,0.0063478004133451435,0.44,27096,24.7732690609851,0.7351633986928104,0.6666666666666666,0.319,0.225,0.105,0.349
IDAHO,JEROME,1890,0.08328192473781616,188,1702,0.0994708994708994,0.008284127963338328,0.38,22694,38.0007561650582,0.6878980891719745,0.6666666666666666,0.318,0.284,0.125,0.31
IDAHO,KOOTENAI,1233,0.008347098486284493,1028,205,0.8337388483373885,0.006959300278913591,0.43,147716,119.361009968736,0.6703212185190771,0.6666666666666666,0.264,0.19899999999999998,0.16899999999999998,0.23600000000000002
IDAHO,LATAH,2156,0.05586505324799834,36,2120,0.0166975881261595,0.0009328116497810484,0.46,38593,35.8717375081211,0.3997688879106366,0.6666666666666666,0.23800000000000002,0.166,0.11699999999999999,0.18600000000000003
IDAHO,MADISON,5270,0.13826940231935772,95,5175,0.0180265654648956,0.0024925224327018943,0.43,38114,81.2132124131667,0.5699260581336053,0.6666666666666666,0.271,0.182,0.062,0.272
IDAHO,MINIDOKA,1476,0.07259849490925188,102,1374,0.0691056910569105,0.005016969160395455,0.35,20331,26.8504174760402,0.7112501819240286,0.6666666666666666,0.34,0.298,0.153,0.28600000000000003
IDAHO,NEZ PERCE,2233,0.05583197899737467,75,2158,0.0335871025526197,0.0018752344043005376,0.45,39995,47.1478694076778,0.6219987210045927,0.6666666666666666,0.309,0.228,0.19,0.213
IDAHO,PAYETTE,2054,0.09019452860843982,126,1928,0.0613437195715676,0.00553286786984587,0.37,22773,55.9675607926514,0.7455193014705882,0.6666666666666666,0.34600000000000003,0.303,0.17,0.26899999999999996
IDAHO,TWIN FALLS,7180,0.08869124822432216,772,6408,0.1075208913649025,0.009536162065344946,0.47,80955,42.1253944807105,0.6637209613710919,0.6666666666666666,0.32799999999999996,0.242,0.14800000000000002,0.276
ILLINOIS,ADAMS,3724,0.05562443053667717,369,3355,0.0990870032223415,0.005511658127828646,0.41,66949,78.2841330419616,0.7132797095552564,0.8888888888888888,0.366,0.276,0.18600000000000003,0.22699999999999998
ILLINOIS,BOONE,5627,0.10487177575667213,335,5292,0.0595343877732361,0.006243476964365588,0.48,53656,191.126609677216,0.5339767836181035,0.8888888888888888,0.33399999999999996,0.266,0.136,0.265
ILLINOIS,BUREAU,393,0.011619655845307789,78,315,0.1984732824427481,0.0023061912364733014,0.42,33822,38.9191216531235,0.5600748295214532,0.8888888888888888,0.27399999999999997,0.304,0.2,0.22
ILLINOIS,CHAMPAIGN,2351,0.011389400251913574,174,2177,0.0740110591237771,0.0008429415754287375,0.48,206420,207.199945763623,0.3641681582049155,0.8888888888888888,0.308,0.221,0.111,0.19
ILLINOIS,CHRISTIAN,429,0.012659348441926345,89,340,0.2074592074592074,0.0026262983947119923,0.42,33888,47.7714924662068,0.6819975418849861,0.8888888888888888,0.292,0.292,0.185,0.212
ILLINOIS,CLINTON,453,0.01196576681282688,124,329,0.2737306843267108,0.003275397538168947,0.4,37858,79.8549368425026,0.7125552557552098,0.8888888888888888,0.389,0.21,0.159,0.214
ILLINOIS,COLES,1143,0.02164690731411689,304,839,0.2659667541557305,0.0057573576758456115,0.42,52802,103.882148116678,0.5947491195169922,0.8888888888888888,0.366,0.299,0.151,0.18
ILLINOIS,COOK,144272,0.02759826496989522,35473,108799,0.2458758456249307,0.0067857467372538895,0.45,5227575,5531.87853880069,0.209989738790845,0.8888888888888888,0.28,0.21,0.13,0.22699999999999998
ILLINOIS,DEKALB,6158,0.05895192326102357,615,5543,0.0998700876908087,0.005887533745620249,0.5,104458,165.451463866655,0.4378669724770642,0.8888888888888888,0.317,0.198,0.11199999999999999,0.21899999999999997
ILLINOIS,DUPAGE,66308,0.0712595404260441,6304,60004,0.0950714845870784,0.006774750299296948,0.52,930514,2841.1124920084,0.3881227420825666,0.8888888888888888,0.26899999999999996,0.18100000000000002,0.134,0.235
ILLINOIS,EFFINGHAM,499,0.014524391663755966,95,404,0.1903807615230461,0.0027651647456048436,0.34,34356,71.7578090609911,0.7743199500255551,0.8888888888888888,0.272,0.21600000000000003,0.16699999999999998,0.23800000000000002
ILLINOIS,FAYETTE,2763,0.1254483541430193,142,2621,0.0513934129569308,0.006447219069239501,0.4,22025,30.7403635679093,0.7691184141888368,0.8888888888888888,0.242,0.27,0.168,0.21600000000000003
ILLINOIS,FRANKLIN,396,0.010024555097081235,206,190,0.5202020202020202,0.005214793813128117,0.35,39503,96.6102961887997,0.7009780343113676,0.8888888888888888,0.266,0.285,0.19399999999999998,0.222
ILLINOIS,FULTON,985,0.02732543623602519,121,864,0.1228426395939086,0.0033567287152883735,0.35,36047,41.6442034032805,0.5375704247641957,0.8888888888888888,0.28800000000000003,0.23199999999999998,0.18899999999999997,0.203
ILLINOIS,GRUNDY,558,0.011085064960864555,127,431,0.2275985663082437,0.0025229448925265206,0.45,50338,120.410924382417,0.5789904032362181,0.8888888888888888,0.349,0.24600000000000002,0.129,0.259
ILLINOIS,HENRY,1007,0.020269318250437793,110,897,0.109235352532274,0.002214126124675429,0.5,49681,60.3659907346303,0.5675039564988029,0.8888888888888888,0.366,0.256,0.185,0.22899999999999998
ILLINOIS,IROQUOIS,435,0.01509682793086694,133,302,0.3057471264367816,0.00461581175817311,0.37,28814,25.7891648484534,0.7463257807715861,0.8888888888888888,0.29,0.257,0.205,0.222
ILLINOIS,JACKSON,2003,0.03384131918632155,180,1823,0.0898652021967049,0.0030411569912820167,0.4,59188,101.336871980423,0.4404679692895153,0.8888888888888888,0.237,0.248,0.131,0.18100000000000002
ILLINOIS,JEFFERSON,237,0.006152168834202944,86,151,0.3628691983122363,0.0022324325727487476,0.44,38523,67.4462117971844,0.6879816459791752,0.8888888888888888,0.33299999999999996,0.247,0.17800000000000002,0.21899999999999997
ILLINOIS,JERSEY,164,0.007308052225836638,30,134,0.1829268292682926,0.001336838821799385,0.4,22441,60.7694845602227,0.7049404057865526,0.8888888888888888,0.33799999999999997,0.354,0.17600000000000002,0.214
ILLINOIS,JO DAVIESS,210,0.009465428648697377,55,155,0.2619047619047619,0.002479040836563599,0.47,22186,36.9209358801287,0.5400564672666314,0.8888888888888888,0.287,0.258,0.244,0.19699999999999998
ILLINOIS,KANE,25317,0.048074969379907524,4055,21262,0.1601690563652881,0.00770012248036991,0.49,526615,1012.40390912471,0.4150937716367139,0.8888888888888888,0.28800000000000003,0.14800000000000002,0.11699999999999999,0.271
ILLINOIS,KANKAKEE,2387,0.0214094158377656,428,1959,0.1793045664013406,0.003838806023696555,0.46,111493,164.791376396664,0.531212345418032,0.8888888888888888,0.41200000000000003,0.365,0.15,0.24100000000000002
ILLINOIS,KENDALL,4291,0.0353308302868623,690,3601,0.1608016779305523,0.005681256792807035,0.53,121452,379.200573131497,0.4670234063651842,0.8888888888888888,0.314,0.22,0.08800000000000001,0.298
ILLINOIS,KNOX,1528,0.02952542896892874,150,1378,0.0981675392670157,0.002898438707682795,0.5,51752,72.2374813871255,0.4827136627253518,0.8888888888888888,0.292,0.301,0.196,0.19899999999999998
ILLINOIS,LAKE,36651,0.052143294114299535,5010,31641,0.1366947695833674,0.0071277155742719344,0.51,702890,1583.5244361188,0.3616466789667896,0.8888888888888888,0.254,0.198,0.122,0.255
ILLINOIS,LASALLE,2912,0.02601509804797427,357,2555,0.1225961538461538,0.0031893509626122305,0.45,111935,98.6093279151122,0.5365378043141749,0.8888888888888888,0.281,0.299,0.175,0.22
ILLINOIS,LEE,903,0.02600956276283196,116,787,0.1284606866002214,0.0033412062906849472,0.44,34718,47.896357203654,0.5560074891858738,0.8888888888888888,0.371,0.27699999999999997,0.175,0.20199999999999999
ILLINOIS,LIVINGSTON,617,0.016551317130747357,80,537,0.1296596434359805,0.002146037877568539,0.51,37278,35.6991026915962,0.668544108978977,0.8888888888888888,0.34299999999999997,0.26899999999999996,0.17300000000000001,0.218
ILLINOIS,LOGAN,3485,0.11686787391012743,167,3318,0.0479196556671449,0.0056002682763246145,0.41,29820,48.2480397853712,0.6597048625110878,0.8888888888888888,0.361,0.243,0.17,0.187
ILLINOIS,MACON,4579,0.042240138740267885,539,4040,0.1177112906748198,0.004972141249400391,0.46,108404,186.682269353919,0.5590095713691219,0.8888888888888888,0.315,0.29600000000000004,0.17800000000000002,0.22399999999999998
ILLINOIS,MACOUPIN,497,0.010692311002108342,83,414,0.1670020120724346,0.0017856374510563228,0.35,46482,53.8660348590942,0.6405187835420394,0.8888888888888888,0.28,0.23399999999999999,0.187,0.217
ILLINOIS,MADISON,12748,0.04778845324806286,1141,11607,0.0895042359585817,0.00427726899561027,0.51,266759,372.707150480075,0.5414851857826531,0.8888888888888888,0.369,0.239,0.156,0.222
ILLINOIS,MARION,491,0.012752253071189257,137,354,0.2790224032586558,0.003558164298885801,0.46,38503,67.2689584348552,0.6945648354222795,0.8888888888888888,0.29600000000000004,0.32299999999999995,0.184,0.22899999999999998
ILLINOIS,MCDONOUGH,1857,0.05853058908815835,166,1691,0.089391491653204,0.005232136665931226,0.47,31727,53.8286667009479,0.519019248395967,0.8888888888888888,0.348,0.271,0.151,0.166
ILLINOIS,MCHENRY,15170,0.049400324993568515,1876,13294,0.1236651285431773,0.006109097540404386,0.5,307083,509.071975174095,0.5051992945326279,0.8888888888888888,0.33,0.213,0.122,0.25
ILLINOIS,MCLEAN,6916,0.03991827028524594,687,6229,0.0993348756506651,0.003965276414974546,0.57,173254,146.409889538407,0.4664245005323479,0.8888888888888888,0.335,0.23199999999999998,0.114,0.22
ILLINOIS,MONROE,520,0.015428893570305314,129,391,0.248076923076923,0.0038275524434026645,0.52,33703,87.5364760251572,0.6525266094864111,0.8888888888888888,0.363,0.207,0.16,0.23
ILLINOIS,MONTGOMERY,2331,0.07955359885328146,129,2202,0.0553410553410553,0.004402580116719566,0.31,29301,41.639299492603,0.6649714902142086,0.8888888888888888,0.31,0.273,0.185,0.201
ILLINOIS,MORGAN,537,0.01543059107496911,144,393,0.2681564245810056,0.004137812131835292,0.42,34801,61.1828179559862,0.6132432432432432,0.8888888888888888,0.321,0.259,0.185,0.198
ILLINOIS,OGLE,4879,0.0937656147903294,297,4582,0.0608731297397007,0.005707806434254526,0.49,52034,68.594197907126,0.5932294465341215,0.8888888888888888,0.371,0.282,0.171,0.231
ILLINOIS,PEORIA,4824,0.025821922941044226,1330,3494,0.2757048092868988,0.007119228339881596,0.49,186818,301.713879567925,0.4539062201444531,0.8888888888888888,0.359,0.22,0.15,0.239
ILLINOIS,PERRY,2095,0.09701319749942117,120,1975,0.0572792362768496,0.005556841861542023,0.29,21595,48.8826206548812,0.6957271896884197,0.8888888888888888,0.321,0.264,0.172,0.195
ILLINOIS,RANDOLPH,634,0.019250622457035283,56,578,0.0883280757097791,0.0017003704378453876,0.29,32934,57.2264790523513,0.7061434408905172,0.8888888888888888,0.272,0.268,0.172,0.193
ILLINOIS,ROCK ISLAND,2904,0.019817655729650052,339,2565,0.1167355371900826,0.002313424687448818,0.52,146536,342.806745823674,0.4218833015595212,0.8888888888888888,0.337,0.223,0.175,0.22399999999999998
ILLINOIS,SALINE,442,0.017924490044202927,71,371,0.1606334841628959,0.0028792732876434567,0.25,24659,64.9217399687627,0.7269852424455376,0.8888888888888888,0.271,0.35600000000000004,0.191,0.218
ILLINOIS,SANGAMON,4679,0.023555293774132974,992,3687,0.2120111134857875,0.004993984061538771,0.51,198639,228.767311065734,0.5077002836144064,0.8888888888888888,0.306,0.23600000000000002,0.156,0.22899999999999998
ILLINOIS,SHELBY,1487,0.06755713052564627,77,1410,0.0517821116341627,0.0034982508745627187,0.46,22011,29.0177670402204,0.7474114441416894,0.8888888888888888,0.32299999999999995,0.255,0.204,0.217
ILLINOIS,ST. CLAIR,8987,0.033840546148082046,1163,7824,0.1294091465450094,0.004379276195640305,0.43,265569,403.736094756425,0.4466495272847902,0.8888888888888888,0.371,0.314,0.138,0.24100000000000002
ILLINOIS,STEPHENSON,1422,0.030724023939675476,148,1274,0.1040787623066104,0.0031977183847200917,0.47,46283,81.9822652965161,0.5448065673696112,0.8888888888888888,0.34,0.25,0.20600000000000002,0.217
ILLINOIS,TAZEWELL,6083,0.044926144756277694,497,5586,0.0817031070195627,0.003670605612998523,0.52,135400,209.310659594268,0.6010403726708075,0.8888888888888888,0.325,0.254,0.17,0.231
ILLINOIS,VERMILION,1106,0.013892203534598621,438,668,0.3960216998191682,0.005501614058005602,0.34,79613,88.6195807912889,0.6243702976774615,0.8888888888888888,0.409,0.315,0.174,0.24
ILLINOIS,WHITESIDE,4384,0.07670370046365148,227,4157,0.0517791970802919,0.003971656023095092,0.46,57155,83.52946880548,0.4931201626143382,0.8888888888888888,0.335,0.26,0.18899999999999997,0.22699999999999998
ILLINOIS,WILL,20006,0.029189731797635756,4540,15466,0.2269319204238728,0.006624081893495269,0.46,685378,818.914742294628,0.4410709063355754,0.8888888888888888,0.318,0.228,0.11199999999999999,0.267
ILLINOIS,WILLIAMSON,689,0.010232268028988951,318,371,0.4615384615384615,0.004722585244148747,0.43,67336,160.25713827065,0.6771945246766294,0.8888888888888888,0.26899999999999996,0.28800000000000003,0.175,0.21899999999999997
ILLINOIS,WINNEBAGO,10475,0.036258722862206466,1130,9345,0.1078758949880668,0.003911442179884803,0.49,288896,562.713200693635,0.469892545786308,0.8888888888888888,0.33299999999999996,0.247,0.156,0.239
ILLINOIS,WOODFORD,233,0.005955576003885183,110,123,0.4721030042918455,0.0028116453237226184,0.55,39123,74.1231113008018,0.6648711236407572,0.8888888888888888,0.271,0.23199999999999998,0.163,0.25
INDIANA,ADAMS,76,0.002183092522908109,23,53,0.3026315789473684,0.0006606727371958752,0.44,34813,102.684660053445,0.7370511841100076,0.7222222222222222,0.348,0.304,0.145,0.315
INDIANA,ALLEN,2421,0.006622625251323294,656,1765,0.2709624122263527,0.0017944825133697155,0.48,365565,556.143776648458,0.5704207643216866,0.7222222222222222,0.32299999999999995,0.226,0.131,0.263
INDIANA,BARTHOLOMEW,567,0.007069560988990437,65,502,0.1146384479717813,0.000810443499619715,0.55,80203,197.110388061039,0.6352723915050785,0.7222222222222222,0.32299999999999995,0.253,0.15,0.242
INDIANA,BOONE,272,0.0043953202766466295,69,203,0.2536764705882353,0.001114989334884623,0.54,61884,146.328495915337,0.6107899807321773,0.7222222222222222,0.276,0.207,0.127,0.27
INDIANA,CARROLL,176,0.008796921077622833,23,153,0.1306818181818181,0.001149597640825711,0.48,20007,53.7493288854529,0.7257896563693162,0.7222222222222222,0.37200000000000005,0.309,0.17800000000000002,0.233
INDIANA,CASS,94,0.0024527711094875274,41,53,0.4361702127659574,0.0010698256966913684,0.52,38324,92.9845235275449,0.6827362938982335,0.7222222222222222,0.321,0.27,0.162,0.24
INDIANA,CLARK,1040,0.009123367224303246,137,903,0.1317307692307692,0.0012018281824322547,0.49,113993,305.750384020829,0.587228967485874,0.7222222222222222,0.368,0.27899999999999997,0.142,0.231
INDIANA,CLAY,69,0.0025971093044263776,40,29,0.5797101449275363,0.0015055706112616681,0.41,26568,74.3009311450669,0.7561602552738876,0.7222222222222222,0.35700000000000004,0.32299999999999995,0.16399999999999998,0.23399999999999999
INDIANA,CLINTON,171,0.005230637464823198,35,136,0.2046783625730994,0.0010705983115135201,0.54,32692,80.7076309958608,0.7147285522788204,0.7222222222222222,0.384,0.336,0.157,0.262
INDIANA,DAVIESS,133,0.0040818831906208755,59,74,0.4436090225563909,0.0018107602123806892,0.3,32583,75.8646354837681,0.7935549777117384,0.7222222222222222,0.366,0.27699999999999997,0.145,0.292
INDIANA,DEARBORN,83,0.0016750080723280593,36,47,0.4337349397590361,0.0007265095253471101,0.53,49552,162.447521141849,0.7551173552340851,0.7222222222222222,0.337,0.256,0.151,0.23199999999999998
INDIANA,DECATUR,249,0.009453302961275627,59,190,0.2369477911646586,0.0022399392558845863,0.4,26340,70.6985678734136,0.763008897276894,0.7222222222222222,0.335,0.318,0.157,0.249
INDIANA,DEKALB,120,0.002824260396808586,18,102,0.15,0.00042363905952128787,0.47,42489,117.103645362921,0.7131700390486333,0.7222222222222222,0.303,0.218,0.147,0.251
INDIANA,DELAWARE,839,0.007204004705357066,231,608,0.2753277711561382,0.0019834625589242936,0.52,116463,297.002525399081,0.5377080424617158,0.7222222222222222,0.341,0.27899999999999997,0.16,0.191
INDIANA,DUBOIS,190,0.0044869524146888655,42,148,0.2210526315789473,0.000991852639036486,0.45,42345,99.1059426329682,0.6687850280224179,0.7222222222222222,0.295,0.209,0.16,0.245
INDIANA,ELKHART,684,0.0033921840904582424,226,458,0.3304093567251462,0.001120809363221583,0.51,201640,435.344295250357,0.6379247295444157,0.7222222222222222,0.336,0.281,0.133,0.28
INDIANA,FAYETTE,362,0.015333785157573703,47,315,0.1298342541436464,0.0019908505591324974,0.45,23608,109.794030047284,0.7176285414480588,0.7222222222222222,0.373,0.265,0.185,0.225
INDIANA,FLOYD,957,0.012544239087691703,166,791,0.1734587251828631,0.0021759077205400447,0.5,76290,515.513369810276,0.5726653306613226,0.7222222222222222,0.34700000000000003,0.281,0.145,0.23199999999999998
