state,county,num_infected,total_percent_infected,num_hosp,num_not_hosp,percent_hosp,total_percent_hosp,percent_vaccinated,total_population,population_density_per_sqmi,percent_republican,date_stay_at_home_effective,percent_adults_with_obesity,percent_physically_inactive,percent_age_65_and_older,percent_age_17_and_younger
ARKANSAS,CARROLL,1937,0.06995305164319249,120,1817,0.0619514713474445,0.004333694474539545,0.42,27690,43.9538193778416,0.6307863915225879,-1.0,0.27699999999999997,0.335,0.209,0.221
ARKANSAS,CLEBURNE,1004,0.03923867589010044,132,872,0.1314741035856573,0.005158869738539102,0.44,25587,46.2117580365208,0.7826230864708316,-1.0,0.366,0.34299999999999997,0.254,0.19699999999999998
ARKANSAS,COLUMBIA,931,0.03852201257861635,96,835,0.1031149301825993,0.003972194637537239,0.46,24168,31.5481481464735,0.6139304602227973,-1.0,0.364,0.34299999999999997,0.166,0.214
ARKANSAS,CONWAY,1358,0.06448243114909781,123,1235,0.0905743740795287,0.005840455840455841,0.27,21060,38.1344534855172,0.6117068247760817,-1.0,0.368,0.38299999999999995,0.183,0.231
ARKANSAS,CRAIGHEAD,8973,0.08721472726565842,952,8021,0.1060960659757049,0.009253139458030404,0.49,102884,145.464373379486,0.6435217721305484,-1.0,0.382,0.34,0.128,0.248
ARKANSAS,CRAWFORD,4366,0.0705023656886334,360,4006,0.0824553366926248,0.005813296300482827,0.44,61927,104.752015244676,0.7432516703786192,-1.0,0.35200000000000004,0.31,0.153,0.251
ARKANSAS,CRITTENDEN,3828,0.07731615196622972,383,3445,0.1000522466039707,0.007735654702995294,0.39,49511,81.121756750269,0.4365596790371113,-1.0,0.413,0.37799999999999995,0.122,0.281
ARKANSAS,FAULKNER,7427,0.061677337917403686,549,6878,0.0739194829675508,0.004559156929669399,0.48,120417,185.853911076486,0.617459549308814,-1.0,0.35200000000000004,0.302,0.113,0.237
ARKANSAS,GARLAND,6107,0.062881619456543,407,5700,0.0666448337972818,0.004190735077585231,0.54,97119,143.28268139418,0.6393089082220316,-1.0,0.295,0.349,0.217,0.20800000000000002
ARKANSAS,GREENE,3578,0.08179220482340839,339,3239,0.0947456679709334,0.0077494570808092356,0.45,43745,75.7242588885306,0.7342465753424657,-1.0,0.364,0.33399999999999996,0.149,0.245
ARKANSAS,HEMPSTEAD,953,0.042912463976945245,69,884,0.0724029380902413,0.0031069884726224782,0.41,22208,30.5256227428296,0.6243438785643354,-1.0,0.29100000000000004,0.364,0.165,0.264
ARKANSAS,HOT SPRING,2740,0.0819377990430622,231,2509,0.0843065693430657,0.006907894736842105,0.54,33440,54.3556889452556,0.6841929002009377,-1.0,0.361,0.375,0.17300000000000001,0.213
ARKANSAS,INDEPENDENCE,1863,0.05031055900621118,246,1617,0.1320450885668277,0.006643262219821766,0.44,37030,48.471544547002,0.7298369325694138,-1.0,0.28600000000000003,0.298,0.16699999999999998,0.24
ARKANSAS,JEFFERSON,5505,0.0760516681632935,606,4899,0.1100817438692098,0.008371900255577814,0.41,72385,83.1299494952528,0.3572256121109137,-1.0,0.408,0.341,0.152,0.23199999999999998
ARKANSAS,JOHNSON,1913,0.07350624399615754,115,1798,0.0601150026136957,0.004418828049951969,0.48,26025,39.438407167431,0.668459174714662,-1.0,0.395,0.289,0.156,0.243
ARKANSAS,LOGAN,1221,0.05566446318668794,82,1139,0.0671580671580671,0.003738317757009346,0.33,21935,30.9764205401334,0.7254134578967302,-1.0,0.32799999999999996,0.353,0.191,0.22399999999999998
ARKANSAS,LONOKE,3955,0.05548618807783499,425,3530,0.1074589127686472,0.005962485444520826,0.49,71279,92.4585125516854,0.7364575645756457,-1.0,0.43,0.327,0.126,0.265
ARKANSAS,MILLER,1739,0.03982503549672514,144,1595,0.0828062104657849,0.003297760271149178,0.43,43666,69.8000099082146,0.7018830402088124,-1.0,0.34299999999999997,0.4,0.15,0.242
ARKANSAS,MISSISSIPPI,3836,0.08678929387542704,444,3392,0.1157455683003128,0.010045476141994162,0.43,44199,49.0786322529837,0.5347621932747653,-1.0,0.409,0.38,0.134,0.27
ARKANSAS,OUACHITA,1445,0.05843578130054999,89,1356,0.0615916955017301,0.0035991588482691688,0.48,24728,33.7453218566146,0.5386009058882738,-1.0,0.381,0.344,0.182,0.228
ARKANSAS,POINSETT,2113,0.08756371472379926,288,1825,0.1362991008045433,0.011934855579959389,0.44,24131,31.8199518632404,0.7125097125097125,-1.0,0.41700000000000004,0.402,0.17300000000000001,0.23800000000000002
ARKANSAS,POPE,5097,0.080767585212417,423,4674,0.0829899941141848,0.006702901421395408,0.46,63107,77.6649485336019,0.7202800301298241,-1.0,0.344,0.318,0.14300000000000002,0.228
ARKANSAS,PULASKI,26580,0.06783969617616882,3023,23557,0.113732129420617,0.007715553105363368,0.5,391806,516.504512581489,0.3833930002002804,-1.0,0.332,0.295,0.135,0.23800000000000002
ARKANSAS,SALINE,6920,0.059873504243923965,580,6340,0.0838150289017341,0.005018299488652587,0.53,115577,159.732328144126,0.6883493282149712,-1.0,0.302,0.272,0.17,0.23800000000000002
ARKANSAS,SEBASTIAN,8449,0.06634419831803441,640,7809,0.075748609302876,0.005025480757905317,0.47,127351,239.428793555732,0.6525304119900531,-1.0,0.311,0.3,0.14300000000000002,0.245
ARKANSAS,ST. FRANCIS,1688,0.06246530733079229,188,1500,0.1113744075829383,0.00695703659845317,0.42,27023,42.5696695094741,0.4300134589502019,-1.0,0.429,0.401,0.14,0.228
ARKANSAS,UNION,1931,0.047875241731541625,124,1807,0.064215432418436,0.0030743293499281,0.45,40334,38.811994849398,0.6189179590387119,-1.0,0.34600000000000003,0.326,0.166,0.24
ARKANSAS,WASHINGTON,17668,0.0803346519347065,904,16764,0.0511659497396422,0.00411039876324285,0.49,219930,233.467553398871,0.5066637348676415,-1.0,0.298,0.254,0.107,0.251
ARKANSAS,WHITE,3669,0.04654732755667762,234,3435,0.0637775960752248,0.0029686766552909686,0.48,78823,76.1503471748177,0.7743488004702598,-1.0,0.314,0.306,0.152,0.23600000000000002
ARKANSAS,YELL,2229,0.10264321237797017,172,2057,0.0771646478241363,0.007920427334684104,0.37,21716,23.3451085309239,0.7156390743904333,-1.0,0.377,0.353,0.16899999999999998,0.249
CALIFORNIA,ALAMEDA,50871,0.03169104239489116,3887,46984,0.0764089559867114,0.002421479463524246,0.44,1605217,2171.87426566942,0.1466100943652887,1.0,0.19399999999999998,0.145,0.124,0.214
CALIFORNIA,AMADOR,1033,0.027946865784703623,137,896,0.132623426911907,0.003706409111814517,0.46,36963,62.1674670419954,0.5912371715349047,1.0,0.297,0.248,0.247,0.155
CALIFORNIA,BUTTE,5027,0.022454294098991856,556,4471,0.1106027451760493,0.0024835065683388646,0.39,223877,136.805354101919,0.4723954627265497,1.0,0.272,0.22399999999999998,0.17,0.203
CALIFORNIA,CALAVERAS,354,0.007904079308727979,23,331,0.0649717514124293,0.0005135418759908009,0.4,44787,43.9082937177742,0.583981673582296,1.0,0.305,0.312,0.251,0.18
CALIFORNIA,COLUSA,1724,0.08070783203033566,90,1634,0.0522041763341067,0.00421328589485511,0.43,21361,18.5630333026523,0.5354342581423401,1.0,0.405,0.27899999999999997,0.13,0.278
CALIFORNIA,CONTRA COSTA,43320,0.03910011959293273,6879,36441,0.1587950138504155,0.006208904032312656,0.45,1107925,1532.91656449364,0.248739207379203,1.0,0.24,0.162,0.142,0.235
CALIFORNIA,DEL NORTE,875,0.031670768785290286,20,855,0.0228571428571428,0.0007239032865209208,0.36,27628,27.4572023087311,0.5371416614354467,1.0,0.344,0.249,0.153,0.212
CALIFORNIA,EL DORADO,4477,0.02446448087431694,321,4156,0.0716997989725262,0.0017540983606557376,0.45,183000,107.151384438033,0.5261937579468111,1.0,0.225,0.182,0.179,0.21
CALIFORNIA,FRESNO,52577,0.0545880227584202,4219,48358,0.0802442132491393,0.004380372939075543,0.44,963160,161.637097134761,0.4393930270367917,1.0,0.314,0.2,0.11199999999999999,0.289
CALIFORNIA,GLENN,1664,0.05947955390334572,146,1518,0.0877403846153846,0.005218758936231055,0.37,27976,21.291599998664,0.6111932418162619,1.0,0.32299999999999995,0.193,0.146,0.271
CALIFORNIA,HUMBOLDT,4007,0.029641520320752762,231,3776,0.0576491140504117,0.0017088073855986744,0.37,135182,37.8876959126236,0.3101137629544611,1.0,0.29,0.16899999999999998,0.154,0.195
CALIFORNIA,IMPERIAL,17216,0.09628258401516719,2094,15122,0.1216310408921933,0.011710950913554839,0.31,178807,42.8118432616973,0.2641658522384645,1.0,0.34600000000000003,0.314,0.11900000000000001,0.287
CALIFORNIA,KERN,39259,0.04505604605336397,6541,32718,0.1666114776229654,0.007506854408799351,0.38,871337,107.150193194715,0.530727423893055,1.0,0.32299999999999995,0.22399999999999998,0.099,0.295
CALIFORNIA,KINGS,11902,0.07920884327936058,841,11061,0.070660393211225,0.005596928011925915,0.35,150261,108.146543955,0.5334807607253428,1.0,0.294,0.237,0.091,0.275
CALIFORNIA,LAKE,3049,0.04758411885885511,193,2856,0.0632994424401443,0.0030120481927710845,0.27,64076,50.9961416194302,0.4326828870019595,1.0,0.251,0.231,0.205,0.203
CALIFORNIA,LASSEN,3206,0.10035999373923932,89,3117,0.027760449157829,0.002786038503678197,0.33,31945,7.03451766635394,0.7196883314329152,1.0,0.409,0.369,0.12300000000000001,0.165
CALIFORNIA,LOS ANGELES,115207,0.011455227646387074,92865,22342,0.8060708116694298,0.009233724646781322,0.38,10057155,2478.24064467614,0.2241333625289286,1.0,0.217,0.16399999999999998,0.122,0.228
CALIFORNIA,MADERA,8960,0.05842233611100244,529,8431,0.0590401785714285,0.003449265156553604,0.36,153366,71.7631848573455,0.5417749118574875,1.0,0.358,0.28,0.129,0.278
CALIFORNIA,MARIN,7459,0.02875947531982819,425,7034,0.0569781472047191,0.0016386616183036574,0.48,259358,498.296638027549,0.156318884493046,1.0,0.166,0.126,0.195,0.205
CALIFORNIA,MENDOCINO,3742,0.04281023693212369,330,3412,0.0881881346873329,0.003775354940566761,0.28,87409,24.9287358799456,0.29052485524455,1.0,0.321,0.18600000000000003,0.18899999999999997,0.218
CALIFORNIA,MERCED,17562,0.06627144803227157,1760,15802,0.1002163762669399,0.006641484371757087,0.41,265001,136.936495464663,0.4057833844241337,1.0,0.284,0.218,0.105,0.301
CALIFORNIA,MONTEREY,19314,0.044895293130420434,1449,17865,0.0750232991612302,0.0033681930074546547,0.43,430201,131.135610521445,0.2615660230271048,1.0,0.27699999999999997,0.198,0.12,0.265
CALIFORNIA,NAPA,7217,0.05124873067609694,373,6844,0.0516835250103921,0.0026487150536489068,0.41,140823,188.183083044538,0.2836961480805579,1.0,0.23800000000000002,0.185,0.17,0.21899999999999997
CALIFORNIA,NEVADA,3032,0.030738348928922635,201,2831,0.0662928759894459,0.002037733553665386,0.46,98639,102.988513952139,0.4253208337125694,1.0,0.22,0.14400000000000002,0.23399999999999999,0.17800000000000002
CALIFORNIA,ORANGE,110812,0.035378204086506305,10754,100058,0.097047251200231,0.003433357458996217,0.46,3132211,3961.70507213008,0.4234982100522663,1.0,0.19399999999999998,0.152,0.132,0.23
CALIFORNIA,PLACER,10999,0.029681221682214744,924,10075,0.0840076370579143,0.0024934492985149944,0.48,370571,263.360912747634,0.5203375647427518,1.0,0.20800000000000002,0.152,0.179,0.23
CALIFORNIA,RIVERSIDE,96662,0.04159487618185355,7744,88918,0.0801142124102542,0.0033323407456112416,0.36,2323892,322.481164194566,0.4435014526391719,1.0,0.271,0.207,0.132,0.264
CALIFORNIA,SACRAMENTO,34413,0.023263029811397284,5316,29097,0.1544765059715805,0.0035935915635773676,0.44,1479300,1533.04901600965,0.3393148946060465,1.0,0.289,0.187,0.128,0.244
CALIFORNIA,SAN BENITO,3837,0.06609705259168662,269,3568,0.0701068543132655,0.004633856436581626,0.47,58051,41.8019713115616,0.3576445904032111,1.0,0.32299999999999995,0.282,0.11199999999999999,0.271
CALIFORNIA,SAN BERNARDINO,147574,0.07004804547659575,11138,136436,0.0754739994850041,0.005286806148226133,0.3,2106754,105.036909739158,0.4147508421472729,1.0,0.28800000000000003,0.22899999999999998,0.10400000000000001,0.27399999999999997
CALIFORNIA,SAN DIEGO,283426,0.08711804057102882,15585,267841,0.0549878980756881,0.004790437935473401,0.41,3253356,773.386044692773,0.3657118799755052,1.0,0.203,0.14400000000000002,0.127,0.22399999999999998
CALIFORNIA,SAN FRANCISCO,26033,0.030616901216302356,1723,24310,0.0661852264433603,0.0020263865399949665,0.41,850282,18131.8901494953,0.0928751675735352,1.0,0.184,0.138,0.14400000000000002,0.135
CALIFORNIA,SAN JOAQUIN,22900,0.032034244467448174,3534,19366,0.1543231441048035,0.004943625325238508,0.43,714860,513.404784824831,0.3967417003470642,1.0,0.327,0.249,0.11699999999999999,0.27899999999999997
CALIFORNIA,SAN LUIS OBISPO,18220,0.06537964690684656,851,17369,0.0467069154774972,0.0030536816420266974,0.48,278680,84.4319277117338,0.416001896169885,1.0,0.255,0.15,0.17600000000000002,0.182
CALIFORNIA,SAN MATEO,2557,0.0033878857578953504,398,2159,0.1556511536957372,0.0005273283268057683,0.48,754748,1682.75648413937,0.1842619217262965,1.0,0.212,0.156,0.146,0.215
CALIFORNIA,SANTA BARBARA,22332,0.05082442904448162,1207,21125,0.0540480028658427,0.0027469588866509635,0.45,439395,160.647684496671,0.3188318079485932,1.0,0.24600000000000002,0.16399999999999998,0.14,0.225
CALIFORNIA,SANTA CLARA,91442,0.04850890371426631,5950,85492,0.065068568054067,0.0031564049025599237,0.47,1885056,1459.91866582354,0.2058038194765165,1.0,0.19399999999999998,0.159,0.122,0.231
CALIFORNIA,SANTA CRUZ,10074,0.03718289896689563,512,9562,0.0508239031169346,0.0018897800547002742,0.48,270931,608.610789395974,0.1741796756739972,1.0,0.19,0.114,0.135,0.201
CALIFORNIA,SHASTA,9012,0.05028232195862253,629,8383,0.0697958277851753,0.003509496284062758,0.4,179228,47.4729045251921,0.6467964973205251,1.0,0.23800000000000002,0.195,0.193,0.217
CALIFORNIA,SISKIYOU,1356,0.031052486946963453,133,1223,0.0980825958702064,0.0030457085279838782,0.31,43668,6.95485316559441,0.5534354870193247,1.0,0.318,0.233,0.228,0.20199999999999999
CALIFORNIA,SOLANO,18560,0.04320338178195328,1274,17286,0.0686422413793103,0.002965576960679336,0.38,429596,522.767979288268,0.3125583187348371,1.0,0.303,0.233,0.136,0.23
CALIFORNIA,SONOMA,21199,0.04258742888367458,1600,19599,0.0754752582668993,0.0032142971939185497,0.43,497776,315.877537662908,0.2223019809472741,1.0,0.22399999999999998,0.155,0.16699999999999998,0.20600000000000002
