state,county,total_percent_infected,percent_vaccinated,total_population,population_density_per_sqmi,percent_republican,date_stay_at_home_effective,percent_adults_with_obesity,percent_physically_inactive,percent_age_65_and_older,percent_age_17_and_younger
IOWA,WASHINGTON,0.1198269974960163,0.505,22115,38.8764880687077,0.5648275231036691,-1.0,0.342,0.214,0.185,0.248
IOWA,WAYNE,0.0886508306163639,0.368,6403,12.1854713055122,0.7037414965986395,-1.0,0.391,0.313,0.22399999999999998,0.242
IOWA,WEBSTER,0.1549688057040998,0.512,37050,51.7734089425536,0.5769363166953528,-1.0,0.375,0.25,0.17,0.215
IOWA,WINNEBAGO,0.1428433455669306,0.47,10580,26.4177101695031,0.5956454121306376,-1.0,0.39799999999999996,0.284,0.203,0.215
IOWA,WINNESHIEK,0.1007953579110599,0.551,20789,30.1353723232267,0.4703397289209646,-1.0,0.332,0.27399999999999997,0.18100000000000002,0.188
IOWA,WOODBURY,0.1506008321452471,0.481,102426,117.340450179501,0.5656022690882474,-1.0,0.354,0.264,0.13699999999999998,0.263
IOWA,WORTH,0.1051348055818994,0.454,7562,18.8991759380668,0.5762273901808785,-1.0,0.326,0.268,0.198,0.215
IOWA,WRIGHT,0.1541155866900175,0.501,12891,22.2096990685542,0.6306007301692665,-1.0,0.365,0.27699999999999997,0.21100000000000002,0.233
KANSAS,ALLEN,0.1140755113590427,0.391,12951,25.8863216173704,0.6694169416941694,0.3888888888888889,0.38299999999999995,0.307,0.19699999999999998,0.231
KANSAS,ANDERSON,0.1151692542631712,0.371,7858,13.5565469770715,0.7268656716417911,0.3888888888888889,0.353,0.267,0.207,0.251
KANSAS,ATCHISON,0.1129222920425558,0.388,16557,38.4000197141274,0.6158174904942966,0.3888888888888889,0.434,0.327,0.161,0.23399999999999999
KANSAS,BARBER,0.0889993223401852,0.41,4831,4.25984553017927,0.8214920071047958,0.3888888888888889,0.275,0.272,0.21100000000000002,0.22899999999999998
KANSAS,BARTON,0.1071802630047713,0.372,27214,30.3931130180337,0.7681371116953939,0.3888888888888889,0.391,0.275,0.175,0.244
KANSAS,BOURBON,0.1268061098114765,0.324,14751,23.2127201535892,0.7260791071721647,0.3888888888888889,0.348,0.315,0.18100000000000002,0.252
KANSAS,BROWN,0.1370765370138017,0.514,9810,17.1842325618406,0.72001982160555,0.3888888888888889,0.368,0.33399999999999996,0.19,0.251
KANSAS,BUTLER,0.1218633707462151,0.412,66264,46.3427971938282,0.6896264960046281,0.3888888888888889,0.35200000000000004,0.271,0.139,0.26
KANSAS,CHASE,0.1095166163141994,0.385,2694,3.4848668608909,0.7078159240321402,0.3888888888888889,0.345,0.245,0.23800000000000002,0.225
KANSAS,CHAUTAUQUA,0.0944615384615384,0.363,3470,5.43137477258589,0.8345712356515868,0.3888888888888889,0.319,0.308,0.256,0.204
KANSAS,CHEROKEE,0.1541702191684638,0.399,20737,35.2929640650096,0.717169373549884,0.3888888888888889,0.418,0.316,0.17600000000000002,0.242
KANSAS,CHEYENNE,0.14264207753105,0.409,2679,2.62675598721414,0.8336886993603412,0.3888888888888889,0.322,0.276,0.266,0.22
KANSAS,CLARK,0.1273821464393179,0.412,2131,2.18646635920715,0.8208955223880597,0.3888888888888889,0.32,0.304,0.214,0.248
KANSAS,CLAY,0.1103474131467133,0.486,8346,12.9334555274696,0.756806282722513,0.3888888888888889,0.292,0.289,0.217,0.24600000000000002
KANSAS,CLOUD,0.1185977691782381,0.41,9302,13.003580255736,0.7427480916030534,0.3888888888888889,0.40399999999999997,0.292,0.20800000000000002,0.222
KANSAS,COFFEY,0.0978114683946692,0.443,8433,13.4521824634248,0.7497541789577188,0.3888888888888889,0.38299999999999995,0.272,0.19699999999999998,0.22399999999999998
KANSAS,COMANCHE,0.1094117647058823,0.411,1898,2.40772145530344,0.8246828143021915,0.3888888888888889,0.265,0.314,0.24100000000000002,0.233
KANSAS,COWLEY,0.1222928841526297,0.416,35977,31.9585056250666,0.6552571111639331,0.3888888888888889,0.387,0.281,0.171,0.24100000000000002
KANSAS,CRAWFORD,0.1484105311968674,0.422,39281,66.6054336927542,0.5791417634812974,0.3888888888888889,0.336,0.276,0.14800000000000002,0.218
KANSAS,DECATUR,0.0993986558188892,0.35,2886,3.22993301266585,0.8333333333333334,0.3888888888888889,0.32,0.341,0.276,0.19399999999999998
KANSAS,DICKINSON,0.1095526914329037,0.455,19384,22.8836881240419,0.7343483556638246,0.3888888888888889,0.36,0.316,0.184,0.24100000000000002
KANSAS,DONIPHAN,0.1532894736842105,0.378,7793,19.8090982226677,0.7714624037892244,0.3888888888888889,0.375,0.313,0.174,0.204
KANSAS,DOUGLAS,0.0823661243753016,0.65,116352,255.229466058587,0.2932497454429293,0.3888888888888889,0.27899999999999997,0.171,0.10400000000000001,0.18899999999999997
KANSAS,EDWARDS,0.0964974982130092,0.415,2975,4.78377189989051,0.7862016679302501,0.3888888888888889,0.38,0.28300000000000003,0.20800000000000002,0.22899999999999998
KANSAS,ELK,0.075098814229249,0.29,2635,4.08993772021311,0.8324066719618745,0.3888888888888889,0.33299999999999996,0.332,0.278,0.203
KANSAS,ELLIS,0.1342415858228557,0.435,29032,32.2609332100188,0.7086297815351135,0.3888888888888889,0.3,0.265,0.141,0.214
KANSAS,ELLSWORTH,0.2017371353654539,0.482,6375,8.90555932838468,0.7349757372153789,0.3888888888888889,0.366,0.29,0.203,0.19
KANSAS,FINNEY,0.1716620506211095,0.405,36983,28.4055988039465,0.6250615218033271,0.3888888888888889,0.363,0.28300000000000003,0.095,0.313
KANSAS,FORD,0.1778756060560992,0.359,34492,31.4057471283869,0.6626068929774553,0.3888888888888889,0.309,0.271,0.105,0.307
KANSAS,FRANKLIN,0.1140776699029126,0.443,25663,44.8840360250342,0.655266757865937,0.3888888888888889,0.326,0.255,0.157,0.249
KANSAS,GEARY,0.1269655825702557,0.61,36818,95.7255504934262,0.5695628997867804,0.3888888888888889,0.387,0.23199999999999998,0.076,0.31
KANSAS,GOVE,0.1479514415781487,0.454,2682,2.50264919080826,0.8488458674609084,0.3888888888888889,0.287,0.301,0.244,0.223
KANSAS,GRAHAM,0.1091861402095084,0.646,2577,2.86802941272177,0.7982866043613707,0.3888888888888889,0.303,0.34299999999999997,0.257,0.193
KANSAS,GRANT,0.1453146853146853,0.389,7748,13.4794791799252,0.7551276684805358,0.3888888888888889,0.316,0.28600000000000003,0.10800000000000001,0.32
KANSAS,GRAY,0.1075484301937207,0.348,6037,6.9481288628191,0.8218780251694094,0.3888888888888889,0.31,0.298,0.146,0.295
KANSAS,GREELEY,0.0876623376623376,0.438,1235,1.58657967929701,0.8215384615384616,0.3888888888888889,0.28300000000000003,0.33899999999999997,0.225,0.22
KANSAS,GREENWOOD,0.1086593112671347,0.431,6304,5.5138663879121,0.7605633802816901,0.3888888888888889,0.363,0.318,0.24,0.217
KANSAS,HAMILTON,0.0842851516345017,0.321,2567,2.5759819892935,0.8047945205479452,0.3888888888888889,0.39,0.26899999999999996,0.11800000000000001,0.298
KANSAS,HARPER,0.1210448859455482,0.403,5798,7.23602845499427,0.7742435996896819,0.3888888888888889,0.364,0.354,0.215,0.24
KANSAS,HARVEY,0.1121728775160475,0.403,34814,64.4995607115186,0.5811209439528023,0.3888888888888889,0.309,0.255,0.18100000000000002,0.251
KANSAS,HASKELL,0.109375,0.317,4087,7.07679934422669,0.7680945347119645,0.3888888888888889,0.337,0.289,0.136,0.29
KANSAS,HODGEMAN,0.1192865105908584,0.407,1919,2.23141691726083,0.8407079646017699,0.3888888888888889,0.348,0.23800000000000002,0.235,0.218
KANSAS,JACKSON,0.115556905322299,0.556,13365,20.366673213191,0.67703678239945,0.3888888888888889,0.379,0.27899999999999997,0.174,0.254
KANSAS,JEFFERSON,0.0995641443049939,0.481,18880,35.4504602810477,0.6252848746551517,0.3888888888888889,0.349,0.245,0.175,0.235
KANSAS,JEWELL,0.0746787078846821,0.402,3003,3.30079669176374,0.8186077643908969,0.3888888888888889,0.29100000000000004,0.249,0.27699999999999997,0.195
KANSAS,JOHNSON,0.1078982272605789,0.693,572428,1209.0397974383,0.4739563583715399,0.3888888888888889,0.271,0.175,0.127,0.254
KANSAS,KEARNY,0.1534653465346534,0.435,3943,4.52935747956466,0.8168693009118541,0.3888888888888889,0.34700000000000003,0.24100000000000002,0.14,0.294
KANSAS,KINGMAN,0.1175894854586129,0.404,7697,8.91514271696717,0.7588482303539292,0.3888888888888889,0.315,0.325,0.214,0.225
KANSAS,KIOWA,0.1094949494949494,0.426,2520,3.48721728525945,0.8341056533827618,0.3888888888888889,0.299,0.297,0.192,0.222
KANSAS,LABETTE,0.1580181466000611,0.419,20833,32.2844897971579,0.6580732700135685,0.3888888888888889,0.373,0.32799999999999996,0.179,0.237
KANSAS,LANE,0.0931596091205211,0.38,1687,2.35150263164311,0.8243398392652124,0.3888888888888889,0.31,0.315,0.21100000000000002,0.23399999999999999
KANSAS,LEAVENWORTH,0.1014579613004232,0.535,78785,170.111033878689,0.5820930002310155,0.3888888888888889,0.368,0.251,0.126,0.242
KANSAS,LINCOLN,0.0948683322079675,0.392,3134,4.35643508939919,0.805327868852459,0.3888888888888889,0.327,0.23199999999999998,0.213,0.233
KANSAS,LINN,0.1016180562712563,0.314,9524,16.0319472144102,0.7869889315563587,0.3888888888888889,0.4,0.337,0.204,0.23600000000000002
KANSAS,LOGAN,0.1102362204724409,0.413,2800,2.6095209554353,0.8341930729550479,0.3888888888888889,0.315,0.268,0.203,0.235
KANSAS,LYON,0.1358638349148968,0.489,33401,39.4122443640962,0.533203125,0.3888888888888889,0.392,0.231,0.134,0.226
KANSAS,MARION,0.0965163244698754,0.434,12213,12.9335246929968,0.7117709815078236,0.3888888888888889,0.4,0.28800000000000003,0.225,0.21600000000000003
KANSAS,MARSHALL,0.1261975893684969,0.551,9963,11.0678172115427,0.7076824309865183,0.3888888888888889,0.34600000000000003,0.28800000000000003,0.214,0.23199999999999998
KANSAS,MCPHERSON,0.1229416298787751,0.474,29164,32.4666994331465,0.670930780097316,0.3888888888888889,0.308,0.215,0.192,0.23
KANSAS,MEADE,0.1286883213488718,0.393,4310,4.40656071149922,0.8226744186046512,0.3888888888888889,0.349,0.307,0.179,0.262
KANSAS,MIAMI,0.0901656103046411,0.421,32787,56.9553464518921,0.6658900279589934,0.3888888888888889,0.354,0.295,0.155,0.257
KANSAS,MITCHELL,0.0980097006188325,0.476,6299,8.97559763290735,0.7845003399048266,0.3888888888888889,0.3,0.263,0.226,0.223
KANSAS,MONTGOMERY,0.1193879795155361,0.392,33765,52.4686395216331,0.7230089970009996,0.3888888888888889,0.406,0.32299999999999995,0.184,0.23600000000000002
KANSAS,MORRIS,0.1153024911032028,0.494,5694,8.18952923765602,0.6935975609756098,0.3888888888888889,0.386,0.309,0.23600000000000002,0.20800000000000002
KANSAS,MORTON,0.1070738306919211,0.335,3033,4.15633080177208,0.834731543624161,0.3888888888888889,0.293,0.314,0.17300000000000001,0.217
KANSAS,NEMAHA,0.1583422930309842,0.459,10177,14.1854440470937,0.8051542366263178,0.3888888888888889,0.33799999999999997,0.311,0.201,0.26
KANSAS,NEOSHO,0.1302555132129693,0.233,16358,28.6243204157204,0.7017738359201774,0.3888888888888889,0.382,0.299,0.182,0.251
KANSAS,NESS,0.1414545454545454,0.46,3047,2.83511144583899,0.844566712517194,0.3888888888888889,0.331,0.282,0.24,0.223
KANSAS,NORTON,0.2329789218429397,0.435,5558,6.3299837875511,0.8236347358997315,0.3888888888888889,0.3,0.287,0.19399999999999998,0.187
KANSAS,OSAGE,0.0867139005580287,0.441,16001,22.6797991434634,0.6849276185069543,0.3888888888888889,0.392,0.29100000000000004,0.183,0.242
KANSAS,OSBORNE,0.0876936568254896,0.371,3746,4.19718061812313,0.8165548098434005,0.3888888888888889,0.29,0.303,0.248,0.213
KANSAS,OTTAWA,0.1041374474053296,0.353,6004,8.33041335104393,0.7864278332759215,0.3888888888888889,0.33299999999999996,0.305,0.183,0.242
KANSAS,PAWNEE,0.1839725600249454,0.467,6840,9.06846103560304,0.7155204810221721,0.3888888888888889,0.36700000000000005,0.312,0.18600000000000003,0.193
KANSAS,PHILLIPS,0.1390905617118838,0.391,5484,6.19051293871295,0.8382132132132132,0.3888888888888889,0.344,0.34700000000000003,0.213,0.235
KANSAS,POTTAWATOMIE,0.0919082967641389,0.347,22920,27.2526363794213,0.71186757691948,0.3888888888888889,0.315,0.263,0.132,0.29600000000000004
KANSAS,PRATT,0.0972282845918812,0.433,9729,13.2360616538687,0.7386777719937533,0.3888888888888889,0.32899999999999996,0.278,0.177,0.24100000000000002
KANSAS,RAWLINS,0.1422924901185771,0.37,2557,2.39102474738318,0.8288043478260869,0.3888888888888889,0.27699999999999997,0.282,0.266,0.196
KANSAS,RENO,0.1441014226265363,0.439,63803,50.8250358889568,0.6407682775712515,0.3888888888888889,0.36,0.27,0.18,0.23199999999999998
