state,county,total_percent_infected,percent_vaccinated,total_population,population_density_per_sqmi,percent_republican,date_stay_at_home_effective,percent_adults_with_obesity,percent_physically_inactive,percent_age_65_and_older,percent_age_17_and_younger
ALABAMA,LAUDERDALE,0.1142361073666274,0.437,92641,138.746578714391,0.7058570524984187,0.1111111111111111,0.325,0.285,0.183,0.205
ALABAMA,LAWRENCE,0.1005345644514639,0.409,33433,48.4061183870748,0.730528019421404,0.1111111111111111,0.326,0.364,0.162,0.21899999999999997
ALABAMA,LEE,0.1080757496566226,0.351,153947,253.389133599536,0.5848355324289165,0.1111111111111111,0.299,0.213,0.10300000000000001,0.218
ALABAMA,LIMESTONE,0.1119547085881817,0.31,90257,161.190715660087,0.7213729091179828,0.1111111111111111,0.33899999999999997,0.293,0.139,0.23399999999999999
ALABAMA,LOWNDES,0.1516553567756529,0.474,10565,14.7574175295662,0.2619688809096349,0.1111111111111111,0.469,0.337,0.17300000000000001,0.23199999999999998
ALABAMA,MACON,0.0971330529112242,0.441,19684,32.326726094371,0.1565645514223194,0.1111111111111111,0.496,0.32299999999999995,0.16699999999999998,0.18
ALABAMA,MADISON,0.1032021216972505,0.546,349973,436.588488141541,0.5478949011255347,0.1111111111111111,0.32899999999999996,0.22,0.13699999999999998,0.225
ALABAMA,MARENGO,0.1421300959550442,0.484,20066,20.5408757762514,0.4759869019465162,0.1111111111111111,0.42200000000000004,0.324,0.18600000000000003,0.231
ALABAMA,MARION,0.1206705038877107,0.316,30239,40.7373540946116,0.8682994454713494,0.1111111111111111,0.368,0.313,0.201,0.21100000000000002
ALABAMA,MARSHALL,0.1400582801165602,0.378,94534,167.067902120766,0.8277551251557368,0.1111111111111111,0.344,0.36200000000000004,0.16399999999999998,0.247
ALABAMA,MOBILE,0.1258004404540064,0.421,414291,336.98647823568,0.5506405691889983,0.1111111111111111,0.363,0.306,0.145,0.24
ALABAMA,MONROE,0.1040852746828727,0.393,21975,21.4246648551755,0.564209911401032,0.1111111111111111,0.418,0.337,0.17800000000000002,0.23399999999999999
ALABAMA,MONTGOMERY,0.1187004936287452,0.488,227392,289.906543288055,0.3546486159494357,0.1111111111111111,0.377,0.287,0.133,0.23199999999999998
ALABAMA,MORGAN,0.1294546244537471,0.383,119555,206.357195308012,0.7401863991785799,0.1111111111111111,0.324,0.266,0.158,0.23199999999999998
ALABAMA,PERRY,0.1263028129552841,0.437,9856,13.6952948308391,0.26657824933687,0.1111111111111111,0.434,0.34600000000000003,0.18899999999999997,0.225
ALABAMA,PICKENS,0.1258404415454089,0.432,20042,22.7380536706857,0.5717878851393837,0.1111111111111111,0.349,0.255,0.179,0.209
ALABAMA,PIKE,0.1046989188862716,0.362,33277,49.5117075946977,0.5842193195625759,0.1111111111111111,0.36200000000000004,0.278,0.14300000000000002,0.2
ALABAMA,RANDOLPH,0.0920693600915412,0.293,22615,38.9544945458554,0.756356140178659,0.1111111111111111,0.374,0.342,0.19399999999999998,0.222
ALABAMA,RUSSELL,0.0851779644933662,0.348,58636,91.4539065278078,0.4782924802658911,0.1111111111111111,0.451,0.315,0.126,0.251
ALABAMA,SHELBY,0.1299436844861324,0.328,205951,262.234818984604,0.7211566950441464,0.1111111111111111,0.35,0.25,0.13,0.244
ALABAMA,ST. CLAIR,0.1250335150594333,0.341,86576,137.008095115931,0.8242447916666666,0.1111111111111111,0.366,0.307,0.152,0.23
ALABAMA,SUMTER,0.0899653979238754,0.473,13285,14.6976002919179,0.2466073935423491,0.1111111111111111,0.428,0.376,0.162,0.19899999999999998
ALABAMA,TALLADEGA,0.1148190752456925,0.33,81057,110.015667719794,0.617056305564702,0.1111111111111111,0.38799999999999996,0.349,0.161,0.222
ALABAMA,TALLAPOOSA,0.1171501473976267,0.347,40958,57.1623727030297,0.6976290670224776,0.1111111111111111,0.36,0.3,0.195,0.215
ALABAMA,TUSCALOOSA,0.1327649208282582,0.388,202471,153.192540576555,0.577061668681983,0.1111111111111111,0.34600000000000003,0.3,0.11699999999999999,0.21
ALABAMA,WALKER,0.1264306292407235,0.415,65593,82.9038880658283,0.82335776330076,0.1111111111111111,0.396,0.35700000000000004,0.18100000000000002,0.222
ALABAMA,WASHINGTON,0.1170525542080117,0.381,16909,15.6534933135549,0.7080745341614907,0.1111111111111111,0.32899999999999996,0.341,0.16699999999999998,0.235
