state,county,num_infected,total_percent_infected,num_hosp,num_not_hosp,percent_hosp,total_percent_hosp,percent_vaccinated,total_population,population_density_per_sqmi,percent_uninsured,high_school_graduation_rate,percent_some_college,percent_unemployed_CDC,median_household_income,per_capita_income,eightieth_percentile_income,twentieth_percentile_income,percent_below_poverty
MISSISSIPPI,HARRISON,1365,0.0068741501737422574,110,1255,0.0805860805860805,0.0005539608198620134,0.35,198570,345.926787059579,0.15797142320000002,0.85233125898,0.60960248953,0.096,45355.0,22517.0,89738.0,18743.0,0.21
MISSISSIPPI,HINDS,2529,0.01033949860177599,428,2101,0.1692368525108738,0.0017498241999051498,0.41,244596,281.221335790417,0.14196975062,0.7435534816899999,0.6753269044699999,0.105,44776.0,21672.0,89946.0,17909.0,0.255
MISSISSIPPI,JACKSON,1063,0.0075470358537451186,116,947,0.1091251175917215,0.0008235711750088747,0.38,140850,194.880539242237,0.1384379683,0.87428774929,0.62467592719,0.087,51771.0,24350.0,95431.0,20535.0,0.156
MISSISSIPPI,JONES,1114,0.01630729143794007,153,961,0.137342908438061,0.0022396908348337797,0.48,68313,98.3184990173416,0.17039561954,0.8514054726400001,0.5778631914000001,0.075,42435.0,20957.0,85930.0,17211.0,0.237
MISSISSIPPI,LAUDERDALE,986,0.012444309820403114,188,798,0.1906693711967545,0.0023727487284338597,0.36,79233,112.602532227396,0.12594726937,0.81738705739,0.64316316523,0.09,40077.0,21575.0,88600.0,16276.0,0.231
MISSISSIPPI,MADISON,1287,0.012643553948777397,171,1116,0.1328671328671328,0.0016799127624249688,0.48,101791,142.502275830317,0.10607614196,0.84600174216,0.77411103505,0.055,75740.0,35435.0,139910.0,30600.0,0.127
MISSISSIPPI,NESHOBA,449,0.01523376535251408,117,332,0.2605790645879732,0.003969600325710796,0.21,29474,51.6966104498195,0.18045449002000002,0.80386533666,0.51294452347,0.083,36236.0,19030.0,79848.0,15738.0,0.223
MISSISSIPPI,RANKIN,1065,0.007199351044412898,153,912,0.1436619718309859,0.0010342729669438248,0.48,147930,190.774715715415,0.10685509453,0.89210574572,0.67614401858,0.05,66296.0,27822.0,116962.0,30656.0,0.096
MISSISSIPPI,WASHINGTON,1008,0.02064558413894806,151,857,0.1498015873015873,0.0030927412747828935,0.37,48824,67.3675663793782,0.16196222455,0.7714179104500001,0.52924187726,0.19699999999999998,33991.0,17800.0,68218.0,12132.0,0.349
MISSOURI,BOONE,5,2.8939707014406187e-05,1,4,0.2,5.787941402881237e-06,0.5,172773,252.019057104429,0.10060318972999999,0.89880613985,0.79532509177,0.046,55136.0,27689.0,108187.0,21894.0,0.193
MISSOURI,BUCHANAN,1,1.118380584913046e-05,0,1,0.0,0.0,0.53,89415,219.140619802247,0.11493429919,0.82077625571,0.57172757336,0.065,52506.0,23189.0,91006.0,21050.0,0.184
MISSOURI,GREENE,10,3.503252770197128e-05,3,7,0.3,1.0509758310591383e-05,0.52,285449,422.68753088086,0.11310065409,0.8864902507,0.71076807026,0.057999999999999996,44799.0,24537.0,89884.0,19742.0,0.187
MISSOURI,JACKSON,2,2.92550351572385e-06,1,1,0.5,1.462751757861925e-06,0.48,683643,1130.78825149049,0.12585964942,0.89627347418,0.67955190503,0.067,55864.0,27665.0,104004.0,22017.0,0.172
MISSOURI,JASPER,1,8.519629225736096e-06,0,1,0.0,0.0,0.49,117376,183.836868613286,0.14150231814,0.87046632124,0.5857999429,0.06,46596.0,22767.0,87744.0,21056.0,0.17800000000000002
MISSOURI,JEFFERSON,1,4.495331598135337e-06,0,1,0.0,0.0,0.52,222453,338.768325333606,0.09987406202400001,0.92378752887,0.67088913017,0.07400000000000001,65150.0,26021.0,110194.0,30612.0,0.109
MISSOURI,ST. CHARLES,2,5.265153110652458e-06,0,2,0.0,0.0,0.55,379856,677.800642722855,0.061877703130999995,0.92388222465,0.78079752452,0.042,82048.0,34021.0,140950.0,39426.0,0.061
MISSOURI,ST. LOUIS CITY,5,1.582128278960858e-05,4,1,0.8,1.2657026231686866e-05,0.41,316030,5101.11090853329,0.12535590372,0.80219146482,0.72852729145,0.106,43263.0,25434.0,89309.0,14868.0,0.267
MONTANA,CASCADE,4143,0.05049421687040671,380,3763,0.0917209751387883,0.00463137881022316,0.47,82049,30.4089309384909,0.10082418427,0.8120999999999999,0.6593843098300001,0.05,50054.0,26578.0,96939.0,21995.0,0.147
MONTANA,FLATHEAD,9698,0.10241192869814987,429,9269,0.0442359249329758,0.004530286390132635,0.43,94696,18.6144452285785,0.10258735265,0.8764,0.6399421867,0.065,54382.0,27083.0,101451.0,25261.0,0.138
MONTANA,GALLATIN,10600,0.1082096408664938,438,10162,0.0413207547169811,0.0044713040282570084,0.48,97958,37.6077979084079,0.08187931071799999,0.8966,0.81478946682,0.053,67569.0,31909.0,118590.0,27708.0,0.135
MONTANA,LAKE,1730,0.05902221009177442,120,1610,0.0693641618497109,0.004094026133533486,0.38,29311,19.6657185922308,0.15303577571,0.8889,0.6172419381,0.08800000000000001,44833.0,23191.0,91937.0,18711.0,0.214
MONTANA,LEWIS AND CLARK,3828,0.05800966827804634,303,3525,0.0791536050156739,0.004591674369970752,0.47,65989,19.0800107663893,0.077014564883,0.8462999999999999,0.73520249221,0.040999999999999995,63860.0,29892.0,111151.0,27793.0,0.121
MONTANA,MISSOULA,2627,0.02322702717040521,291,2336,0.1107727445755614,0.002572921547996923,0.5,113101,43.6169376693682,0.086359003922,0.8903,0.7743691242,0.07,56207.0,27956.0,101941.0,21001.0,0.161
MONTANA,RAVALLI,2442,0.05937272064186725,138,2304,0.0565110565110565,0.0033552151714077317,0.37,41130,17.2021379350756,0.12709550418999999,0.9470999999999999,0.63782370518,0.077,50055.0,23042.0,89351.0,20589.0,0.175
MONTANA,SILVER BOW,3758,0.10873842592592593,115,3643,0.0306013837147418,0.0033275462962962963,0.46,34560,48.1349450076061,0.09558528671899999,0.8571,0.62026652593,0.07,47302.0,25583.0,89943.0,15447.0,0.19399999999999998
MONTANA,YELLOWSTONE,17986,0.1157817488927799,1335,16651,0.0742243967530301,0.008593830466577402,0.52,155344,58.987706335146,0.090391763932,0.8599,0.6647573472499999,0.037000000000000005,59975.0,30519.0,110475.0,25662.0,0.10400000000000001
NEBRASKA,ADAMS,1,3.1709791983764585e-05,0,1,0.0,0.0,0.59,31536,55.9871334818737,0.087603305785,0.8701977579,0.70761245675,0.054000000000000006,55167.0,27609.0,99403.0,23079.0,0.11199999999999999
NEBRASKA,DOUGLAS,12,2.2089155513177102e-05,2,10,0.1666666666666666,3.6815259188628505e-06,0.61,543253,1653.8229517348,0.09982781128799999,0.85637057843,0.72804265802,0.049,64580.0,30548.0,120268.0,26487.0,0.142
NEBRASKA,HALL,4,6.546109156370183e-05,0,4,0.0,0.0,0.55,61105,111.859830420177,0.13439631122,0.87160295019,0.5556481600200001,0.053,53792.0,24617.0,100652.0,23943.0,0.14800000000000002
NEBRASKA,LANCASTER,3,9.943421929222722e-06,0,3,0.0,0.0,0.6,301707,360.226527257588,0.08387501160699999,0.8370929132899999,0.7662404467999999,0.044000000000000004,58618.0,28600.0,111451.0,26000.0,0.14300000000000002
NEBRASKA,MADISON,1,2.8469750889679714e-05,1,0,1.0,2.8469750889679714e-05,0.5,35125,61.3277446032669,0.11285059706,0.92458931122,0.67317586529,0.031,55226.0,24458.0,97889.0,22671.0,0.149
NEVADA,CHURCHILL,919,0.03805698194467451,43,876,0.0467899891186071,0.0017806857710783502,0.42,24148,4.89760618143191,0.13636829693,0.7326007326,0.55188594117,0.11699999999999999,58429.0,23951.0,101656.0,24622.0,0.163
NEVADA,CLARK,170396,0.08231082436902007,18255,152141,0.1071327965445198,0.00881818880053793,0.34,2070153,262.322032866858,0.13268244798,0.8318799851199999,0.57701311013,0.096,57155.0,26661.0,108361.0,25317.0,0.15
NEVADA,ELKO,4543,0.08731668876972458,321,4222,0.0706581554039181,0.0061696361644467505,0.36,52029,3.0303665959423,0.13134662589999999,0.88488210818,0.57121096725,0.049,79134.0,31378.0,131871.0,34528.0,0.105
NEVADA,NYE,809,0.018727718875873885,153,656,0.1891223733003708,0.003541830640307422,0.3,43198,2.37587856350042,0.12808295024,0.79310344828,0.47360774818,0.141,47031.0,23075.0,82575.0,20576.0,0.172
NEVADA,WASHOE,37178,0.0845119727946826,2337,34841,0.0628597557695411,0.0053124019694758525,0.45,439914,69.8012358763807,0.12437204935,0.84084597308,0.63136255242,0.08,63636.0,29942.0,118122.0,27572.0,0.15
NEW HAMPSHIRE,BELKNAP,1841,0.030484170088753478,52,1789,0.0282455187398153,0.0008610411975096039,0.49,60392,150.379770215684,0.076264920249,0.88150289017,0.66032439177,0.051,64777.0,32501.0,123219.0,29667.0,0.10300000000000001
NEW HAMPSHIRE,CARROLL,1219,0.025708621562341827,31,1188,0.0254306808859721,0.0006537877509701366,0.51,47416,50.8753123985564,0.08988182523900001,0.93704600484,0.6496424923399999,0.051,59413.0,33481.0,112324.0,26762.0,0.10099999999999999
NEW HAMPSHIRE,CHESHIRE,1966,0.025759958071278826,35,1931,0.0178026449643947,0.0004585953878406709,0.44,76320,107.995282110987,0.07153248847499999,0.89446366782,0.6683910096300001,0.05,60251.0,30935.0,115270.0,26538.0,0.109
NEW HAMPSHIRE,COOS,868,0.02694062509699246,13,855,0.0149769585253456,0.00040348862472454144,0.31,32219,17.9536505388463,0.077905777937,0.92356687898,0.5470947577799999,0.067,44259.0,25467.0,89269.0,21248.0,0.133
NEW HAMPSHIRE,GRAFTON,2204,0.02471849625409358,31,2173,0.014065335753176,0.0003476739491274505,0.4,89164,52.1858790443318,0.084228177595,0.94553881808,0.71042644562,0.046,65163.0,33964.0,123965.0,27719.0,0.11699999999999999
NEW HAMPSHIRE,HILLSBOROUGH,18298,0.04518604857907682,773,17525,0.0422450541042736,0.0019088870669814397,0.53,404948,462.056345092128,0.071801539878,0.87981670485,0.70295088831,0.052000000000000005,78714.0,36012.0,145817.0,33935.0,0.086
NEW HAMPSHIRE,MERRIMACK,4547,0.03078224960227465,127,4420,0.0279305036287662,0.0008597637342179197,0.53,147715,158.363960348187,0.07466197852999999,0.87981510015,0.69886009187,0.048,74351.0,32848.0,132055.0,31984.0,0.086
NEW HAMPSHIRE,ROCKINGHAM,11322,0.03769413879779601,326,10996,0.0287934993817346,0.0010853461621693607,0.53,300365,432.10671269465,0.055747480005999994,0.9302662037,0.7622808870100001,0.049,93645.0,41449.0,164277.0,41633.0,0.051
NEW HAMPSHIRE,STRAFFORD,5379,0.042719973314907914,94,5285,0.0174753671686187,0.0007465472191116088,0.5,125913,342.653611273415,0.074278383579,0.85554520037,0.73035725949,0.055,69919.0,30598.0,127776.0,29758.0,0.10099999999999999
NEW HAMPSHIRE,SULLIVAN,937,0.021764883510255278,24,913,0.0256136606189967,0.0005574783396436784,0.41,43051,80.0934602817682,0.072255192878,0.83979328165,0.56952754281,0.045,60034.0,30552.0,106748.0,26053.0,0.09
NEW JERSEY,ATLANTIC,23778,0.086772787983622,3922,19856,0.16494238371604,0.014312510491705167,0.48,274026,493.212625143928,0.10463773958000001,0.9006428988899999,0.59283794163,0.11800000000000001,60826.0,28575.0,121660.0,24086.0,0.155
NEW JERSEY,BERGEN,64707,0.06955423460996872,11113,53594,0.1717433971595036,0.011945480538745149,0.5,930310,3996.84740000492,0.086233725255,0.94964579743,0.76987262226,0.057999999999999996,100181.0,44978.0,187520.0,37227.0,0.075
NEW JERSEY,BURLINGTON,32034,0.07114935278387334,4339,27695,0.1354498345507898,0.00963716806297142,0.53,450236,563.563356046822,0.055470544276,0.9331411065099999,0.7321679342,0.079,84470.0,38137.0,157521.0,38251.0,0.065
NEW JERSEY,CAMDEN,39059,0.07641471598078824,7091,31968,0.1815458665096392,0.013872775826820179,0.52,511145,2309.24408219167,0.076422547527,0.8757763975199999,0.6620743417,0.08800000000000001,67135.0,31736.0,133924.0,24752.0,0.133
NEW JERSEY,CAPE MAY,8075,0.08464005702067,1328,6747,0.1644582043343653,0.013919751792377678,0.51,95404,378.397336152333,0.081090199645,0.87675350701,0.6336908586100001,0.092,62175.0,34550.0,124815.0,27090.0,0.10400000000000001
NEW JERSEY,CUMBERLAND,13189,0.08468384014793508,2951,10238,0.2237470619455606,0.01894776042736799,0.47,155744,322.100492475732,0.12092197695,0.81213097155,0.39862897924999996,0.099,51790.0,22303.0,103629.0,20554.0,0.185
NEW JERSEY,ESSEX,64253,0.08106754345900634,11993,52260,0.186652763295099,0.015131481000169067,0.43,792586,6284.49388291178,0.11540175169,0.86963083353,0.61874745739,0.121,62875.0,33482.0,141951.0,20752.0,0.172
NEW JERSEY,GLOUCESTER,20753,0.07124612923381145,3825,16928,0.184310702067171,0.013131424098652185,0.49,291286,904.734389353395,0.055061964086000004,0.93303571429,0.70180166414,0.081,81315.0,34886.0,151088.0,35412.0,0.081
NEW JERSEY,HUDSON,51700,0.07733431459659011,9205,42495,0.1780464216634429,0.013769097985717833,0.37,668526,14454.6476253442,0.13248526475,0.85275862069,0.71332921091,0.081,73337.0,34468.0,145306.0,24004.0,0.174
NEW JERSEY,HUNTERDON,7095,0.0564403220161008,858,6237,0.1209302325581395,0.006825341267063354,0.52,125708,293.828322020944,0.048940934039,0.9642657733100001,0.8042104381999999,0.053,112335.0,53222.0,209808.0,49404.0,0.045
NEW JERSEY,MERCER,24779,0.0667715797047165,5284,19495,0.2132450865652367,0.014238711294229872,0.51,371101,1654.02009796206,0.096829627667,0.8965517241400001,0.6528841627799999,0.086,79979.0,38652.0,164603.0,30071.0,0.11199999999999999
NEW JERSEY,MIDDLESEX,52923,0.06362069214235225,9745,43178,0.1841354420573285,0.011714824271625242,0.5,831852,2689.8723213761,0.084690294423,0.90432946146,0.74055816207,0.07,87666.0,35209.0,161546.0,36051.0,0.08900000000000001
NEW JERSEY,MONMOUTH,52729,0.0840259938935385,8242,44487,0.1563086726469305,0.013133991573338093,0.5,627532,1339.76362585968,0.068377420213,0.93948768717,0.75741495515,0.068,99223.0,44504.0,187084.0,36232.0,0.076
NEW JERSEY,MORRIS,34187,0.0686189697219072,5100,29087,0.1491795126802585,0.010236544463735536,0.54,498215,1081.78428454249,0.059275168693,0.9475332811299999,0.81873875455,0.055999999999999994,112396.0,51182.0,214239.0,48666.0,0.046
NEW JERSEY,OCEAN,49192,0.08392161947298206,8158,41034,0.1658399739795088,0.013917559189717588,0.5,586166,932.157341519109,0.075825049529,0.9087999999999999,0.6710004425,0.076,68483.0,31903.0,132185.0,28778.0,0.11199999999999999
NEW JERSEY,PASSAIC,50510,0.09958517677305384,8387,42123,0.1660463274599089,0.016535752872611414,0.45,507204,2726.83868195006,0.13165138256,0.89594797399,0.54575722332,0.07,71959.0,28661.0,138436.0,23783.0,0.168
NEW JERSEY,SALEM,5095,0.07898734962172889,698,4397,0.1369970559371933,0.010821034354458638,0.49,64504,194.382545029601,0.076036185183,0.87309048179,0.5761369788799999,0.094,64524.0,30295.0,127312.0,24913.0,0.138
NEW JERSEY,SOMERSET,17976,0.05419583582062553,3054,14922,0.1698931909212283,0.009207503482209077,0.53,331686,1098.79869305474,0.056926429751,0.94288964733,0.79597424327,0.054000000000000006,119731.0,50034.0,216529.0,48288.0,0.052000000000000005
NEW JERSEY,SUSSEX,10720,0.07408738441124027,1475,9245,0.1375932835820895,0.010193926493151064,0.51,144694,278.929008436713,0.061253730331,0.94814814815,0.71016514714,0.07200000000000001,92284.0,39667.0,158829.0,42269.0,0.057999999999999996
NEW JERSEY,UNION,46359,0.08422232557463538,7841,38518,0.1691365214952868,0.014245071179937358,0.47,550436,5355.97475410964,0.11297647844,0.88392986524,0.63605252415,0.085,80737.0,36374.0,159379.0,31283.0,0.10800000000000001
NEW JERSEY,WARREN,6847,0.06393389047107709,1003,5844,0.1464875127793194,0.009365516597413512,0.52,107095,300.400071183454,0.07218858925,0.93385490754,0.7021484375,0.083,77571.0,35386.0,143504.0,33079.0,0.079
NEW MEXICO,BERNALILLO,9496,0.014072797383431859,3678,5818,0.3873209772535804,0.0054506896352424575,0.42,674777,581.183682893171,0.096581751273,0.6775773369300001,0.68057918456,0.073,51372.0,27402.0,105712.0,20897.0,0.187
NEW MEXICO,CHAVES,1366,0.020819996951684194,457,909,0.3345534407027818,0.006965401615607377,0.42,65610,10.8173922642667,0.11789553083,0.66753840993,0.52021614749,0.071,43527.0,21015.0,86480.0,17711.0,0.222
NEW MEXICO,CIBOLA,908,0.03317137325101377,246,662,0.2709251101321586,0.008986957951265846,0.42,27373,6.02945449921154,0.12601001338,0.6815613415699999,0.49173325985,0.163,38097.0,16885.0,81787.0,15269.0,0.27399999999999997
NEW MEXICO,CURRY,949,0.018775720164609055,329,620,0.3466807165437302,0.006509180120291232,0.4,50544,35.9627511177404,0.096027510969,0.77929672131,0.61560372377,0.08900000000000001,47202.0,21502.0,84900.0,20058.0,0.21600000000000003
NEW MEXICO,EDDY,901,0.01598396281644166,313,588,0.3473917869034406,0.0055526974046018205,0.4,56369,13.4971478832905,0.088484798448,0.7542814330000001,0.51203073398,0.055,58320.0,27974.0,113093.0,25254.0,0.13699999999999998
NEW MEXICO,GRANT,235,0.00813740087953184,109,126,0.4638297872340425,0.003774368918591364,0.39,28879,7.29050028111729,0.077248677249,0.8567186046499999,0.59356521739,0.09300000000000001,38341.0,24882.0,81932.0,16513.0,0.215
NEW MEXICO,LEA,1384,0.020078340345277817,382,1002,0.2760115606936416,0.005541854054838241,0.25,68930,15.6965010794593,0.11993579996999999,0.8556733027100001,0.41237712715,0.066,51656.0,24126.0,107334.0,22861.0,0.158
NEW MEXICO,LUNA,439,0.017825963373533114,177,262,0.4031890660592255,0.007187233524180777,0.31,24627,8.30522427698617,0.12909556779,0.6808442677300001,0.35193466848,0.141,30570.0,15650.0,63917.0,10346.0,0.295
NEW MEXICO,MCKINLEY,4768,0.06413256933796034,1800,2968,0.3775167785234899,0.024211120974901138,0.5,74346,13.640155547385,0.17380284814,0.66300635647,0.48005546075,0.157,33976.0,12882.0,76311.0,10746.0,0.381
NEW MEXICO,OTERO,1205,0.018443971652916596,285,920,0.2365145228215767,0.004362267154424258,0.35,65333,9.88014698242723,0.10739711425,0.7548468565299999,0.5904252155799999,0.11,42701.0,20652.0,80724.0,17754.0,0.248
NEW MEXICO,SAN JUAN,4651,0.03795588271297649,1710,2941,0.367662868200387,0.013954968703330423,0.49,122537,22.2262791807606,0.13985481685,0.6665021023600001,0.5630621146,0.099,46578.0,22927.0,97761.0,20111.0,0.20600000000000002
NEW MEXICO,SAN MIGUEL,212,0.007477954144620811,120,92,0.5660377358490566,0.004232804232804233,0.36,28350,6.00374163358319,0.08910034602099999,0.7331152073699999,0.5703125,0.049,35292.0,16990.0,66952.0,11669.0,0.301
NEW MEXICO,SANDOVAL,2954,0.021387664081901576,928,2026,0.3141503046716317,0.006718941187543894,0.42,138117,37.2383795630742,0.096876456876,0.77313276434,0.62428089665,0.085,57036.0,27060.0,109410.0,26121.0,0.14400000000000002
NEW MEXICO,SANTA FE,1683,0.011424110779256041,629,1054,0.3737373737373737,0.004269617159923975,0.42,147320,77.2133122721229,0.13280546416,0.68170833333,0.56443169383,0.067,60187.0,34176.0,118818.0,25934.0,0.156
NEW MEXICO,TAOS,316,0.009587087770395316,120,196,0.379746835443038,0.0036406662419222716,0.41,32961,14.9661379403601,0.12638900321,0.72964344262,0.59154030327,0.09699999999999999,38405.0,22302.0,78978.0,14068.0,0.21899999999999997
NEW MEXICO,VALENCIA,988,0.013001197478715145,437,551,0.4423076923076923,0.005750529654047083,0.39,75993,71.3073926201532,0.10879084967000001,0.7392310957799999,0.5011939801199999,0.107,46365.0,19842.0,86848.0,19385.0,0.23199999999999998
NEW YORK,ALBANY,2494,0.008100269251131081,401,2093,0.160785886126704,0.0013024089694080047,0.52,307891,588.910708747266,0.044009381719,0.84406104844,0.7678330460799999,0.057999999999999996,64536.0,33888.0,128331.0,26572.0,0.129
NEW YORK,ALLEGANY,5,0.00010482180293501048,1,4,0.2,2.0964360587002095e-05,0.47,47700,46.3421861076953,0.058537727564999996,0.87848605578,0.6136677649100001,0.081,46262.0,21478.0,85765.0,20579.0,0.171
NEW YORK,BROOME,564,0.0028574178872333203,85,479,0.150709219858156,0.00043063922059367415,0.51,197381,279.65986781305,0.053378301362,0.82947845805,0.6725552961600001,0.07400000000000001,50928.0,25880.0,100141.0,20165.0,0.174
NEW YORK,CATTARAUGUS,5,6.368939953634117e-05,0,5,0.0,0.0,0.46,78506,60.0033837857786,0.064828015666,0.85014409222,0.56038589805,0.075,48017.0,22832.0,89971.0,20233.0,0.175
NEW YORK,CAYUGA,136,0.0017262607415305332,19,117,0.1397058823529411,0.00024116878006676568,0.55,78783,113.917038208601,0.050618108920999993,0.83070866142,0.59012703007,0.069,52945.0,26596.0,105036.0,25548.0,0.114
NEW YORK,CHAUTAUQUA,75,0.0005692686036979688,13,62,0.1733333333333333,9.867322464098127e-05,0.51,131748,124.26406905056,0.052759920195000004,0.8349769888199999,0.57884099383,0.079,45689.0,23249.0,88948.0,18667.0,0.19399999999999998
NEW YORK,CHEMUNG,91,0.001037131590344419,15,76,0.1648351648351648,0.00017095575665017893,0.52,87742,215.395740809401,0.041758673886000006,0.75774336283,0.5981715280800001,0.055999999999999994,52565.0,26196.0,101540.0,21774.0,0.159
NEW YORK,CHENANGO,125,0.0025362171813496735,23,102,0.184,0.0004666639613683399,0.49,49286,55.1552892398176,0.050943495678,0.85273972603,0.56870410985,0.07,50312.0,23805.0,92417.0,21048.0,0.154
NEW YORK,CLINTON,154,0.0018894546346849886,23,131,0.1493506493506493,0.000282191276608797,0.49,81505,78.5399432369909,0.053857801078,0.8706697459599999,0.54424869405,0.066,55517.0,25024.0,102703.0,22802.0,0.161
NEW YORK,COLUMBIA,721,0.011655350792111219,172,549,0.2385575589459084,0.002780472033624313,0.5,61860,97.4685735907253,0.060419342899,0.82847341338,0.6247405243299999,0.055,64916.0,33864.0,117350.0,26645.0,0.127
NEW YORK,CORTLAND,37,0.0007595508385851826,3,34,0.081081081081081,6.158520312852832e-05,0.53,48713,97.6657389362356,0.042295743173,0.87861271676,0.62000966651,0.052000000000000005,51751.0,24665.0,101611.0,24209.0,0.138
NEW YORK,DELAWARE,29,0.0006239242685025818,7,22,0.2413793103448276,0.00015060240963855423,0.47,46480,32.2227549330375,0.066193488659,0.8739130434800001,0.54384959303,0.083,47382.0,24753.0,91525.0,20200.0,0.159
NEW YORK,DUTCHESS,1103,0.0037275476926716344,334,769,0.3028105167724388,0.0011287406431118095,0.5,295905,371.911904320144,0.053434453996000005,0.8569330199799999,0.68249981532,0.076,79604.0,35101.0,147432.0,31606.0,0.092
NEW YORK,ERIE,3617,0.003922444690493412,1124,2493,0.3107547691457009,0.0012189183942810605,0.46,922129,884.36892668266,0.044900963057,0.84037273372,0.72850309131,0.061,56375.0,29940.0,111538.0,21944.0,0.147
NEW YORK,ESSEX,45,0.001165863516244365,8,37,0.1777777777777777,0.00020726462511010932,0.52,38598,21.5136914414874,0.052979892954999996,0.91095890411,0.58356039964,0.075,54376.0,28155.0,102778.0,25291.0,0.10099999999999999
NEW YORK,FRANKLIN,15,0.00029407728351010646,1,14,0.0666666666666666,1.9605152234007097e-05,0.46,51007,31.3078398068709,0.07382385120400001,0.8606271777000001,0.50275313552,0.085,48722.0,23660.0,97105.0,19249.0,0.192
NEW YORK,FULTON,192,0.0035361069672357587,51,141,0.265625,0.0009392784131719984,0.5,54297,109.589184639138,0.056794611853,0.7806041335499999,0.55093143084,0.08,51388.0,25092.0,94057.0,22487.0,0.16699999999999998
NEW YORK,GENESEE,197,0.0033359863173759168,19,178,0.0964467005076142,0.00032174487324945387,0.47,59053,119.798598730377,0.048253885673,0.9135618479900001,0.64712874229,0.054000000000000006,58925.0,26381.0,105865.0,25588.0,0.125
NEW YORK,GREENE,254,0.00528407081487029,71,183,0.2795275590551181,0.0014770434167550813,0.45,48069,74.2767026973977,0.05645137944,0.8703296703300001,0.50311184331,0.078,54514.0,26307.0,101703.0,22207.0,0.13
NEW YORK,HERKIMER,113,0.0017779036470625255,19,94,0.168141592920354,0.00029893955127599986,0.49,63558,45.0282515713432,0.049290591651,0.85034013605,0.59976317348,0.08800000000000001,53168.0,24678.0,94307.0,22719.0,0.14
NEW YORK,JEFFERSON,47,0.00039841988369530206,6,41,0.1276595744680851,5.086211281216622e-05,0.51,117966,92.9819740775293,0.046722394266,0.85748987854,0.6482442562699999,0.094,52798.0,24172.0,94337.0,24134.0,0.146
NEW YORK,LEWIS,22,0.0008115984800973918,3,19,0.1363636363636363,0.0001106725200132807,0.54,27107,21.266375293764,0.058170983268,0.91666666667,0.54964362672,0.079,52660.0,25230.0,97375.0,25847.0,0.14
NEW YORK,LIVINGSTON,204,0.00315681965893968,12,192,0.0588235294117647,0.0001856952740552753,0.49,64622,102.288527385981,0.044152669182000004,0.89280245023,0.60010278247,0.051,61027.0,24596.0,103791.0,23606.0,0.149
NEW YORK,MADISON,278,0.003856344241146361,33,245,0.118705035971223,0.0004577674818626975,0.48,72089,110.082341111003,0.049842631279,0.85696202532,0.64835164835,0.049,59114.0,26824.0,110738.0,26844.0,0.11900000000000001
NEW YORK,MONROE,219,0.00029229775397871964,131,88,0.5981735159817352,0.00017484477521101496,0.51,749236,1140.02557906062,0.046771624043,0.82992070067,0.72601600444,0.073,60240.0,30194.0,114658.0,23180.0,0.149
NEW YORK,MONTGOMERY,265,0.005335534660841202,37,228,0.1396226415094339,0.0007449614432117905,0.47,49667,123.207516480714,0.061933990743,0.7602627257800001,0.59393990547,0.084,43799.0,23885.0,93171.0,19771.0,0.20600000000000002
NEW YORK,NASSAU,7561,0.005572666883352828,2417,5144,0.3196667107525459,0.0017813960927210402,0.52,1356801,4763.91833537582,0.053276810163999995,0.9076960251299999,0.75579882735,0.057999999999999996,115301.0,44548.0,205994.0,45637.0,0.06
NEW YORK,NIAGARA,607,0.0028447702156776363,174,433,0.28665568369028,0.0008154695511168184,0.47,213374,408.486667841145,0.050918177317999996,0.84821061292,0.66898743144,0.071,55013.0,27487.0,105400.0,22160.0,0.136
NEW YORK,ONEIDA,790,0.0033926255486176125,121,669,0.1531645569620253,0.0005196299890920647,0.5,232858,192.074740049077,0.056695554934,0.83724394786,0.60892446816,0.069,54096.0,26577.0,102471.0,21892.0,0.16699999999999998
NEW YORK,ONONDAGA,1512,0.0032304240999893176,240,1272,0.1587301587301587,0.0005127657301570345,0.54,468050,601.290537873982,0.050338119697,0.8408403062099999,0.71928058697,0.068,59786.0,30225.0,117284.0,23893.0,0.152
NEW YORK,ONTARIO,205,0.0018730013704888076,39,166,0.1902439024390244,0.0003563270899954317,0.53,109450,169.936969083786,0.044178980325,0.89873417722,0.7358307698800001,0.055,62930.0,31524.0,117884.0,28118.0,0.10300000000000001
NEW YORK,ORANGE,25421,0.06756555621116196,1989,23432,0.0782423980173872,0.0052864911413398824,0.5,376242,463.172229041187,0.056627220957000006,0.86970487854,0.62259180535,0.067,75048.0,31272.0,145211.0,30578.0,0.126
NEW YORK,ORLEANS,272,0.00648576470027183,39,233,0.1433823529411764,0.0009299442033477991,0.47,41938,107.186223902932,0.055532689568000004,0.8931623931599999,0.53297682709,0.07400000000000001,52658.0,23332.0,94659.0,23953.0,0.156
NEW YORK,OSWEGO,98,0.0008131902782272452,14,84,0.1428571428571428,0.00011617003974674932,0.48,120513,126.636722476342,0.052695164357,0.84047919294,0.589048632,0.091,53745.0,24284.0,102389.0,22993.0,0.183
NEW YORK,OTSEGO,72,0.001180734351170075,15,57,0.2083333333333333,0.0002459863231604323,0.51,60979,60.8738697727339,0.051909914909,0.86371379898,0.63773320487,0.069,54321.0,24989.0,101896.0,22713.0,0.163
