CALIFORNIA,SAN FRANCISCO,0.09287516757353521
CALIFORNIA,SAN JOAQUIN,0.39674170034706424
CALIFORNIA,SAN LUIS OBISPO,0.416001896169885
CALIFORNIA,SAN MATEO,0.1842619217262965
CALIFORNIA,SANTA BARBARA,0.3188318079485932
CALIFORNIA,SANTA CLARA,0.20580381947651658
CALIFORNIA,SANTA CRUZ,0.17417967567399725
CALIFORNIA,SHASTA,0.6467964973205251
CALIFORNIA,SIERRA,0.5726775956284152
CALIFORNIA,SISKIYOU,0.5534354870193247
CALIFORNIA,SOLANO,0.31255831873483714
CALIFORNIA,SONOMA,0.22230198094727419
CALIFORNIA,STANISLAUS,0.455973417912702
CALIFORNIA,SUTTER,0.5421949109566566
CALIFORNIA,TEHAMA,0.6480675924376778
CALIFORNIA,TRINITY,0.4945480126626803
CALIFORNIA,TULARE,0.5189791158509445
CALIFORNIA,TUOLUMNE,0.5699792392964863
CALIFORNIA,VENTURA,0.3762104592779607
CALIFORNIA,YOLO,0.25263734925082226
CALIFORNIA,YUBA,0.5726584920427863
COLORADO,ADAMS,0.41350786151343816
COLORADO,ALAMOSA,0.4389681510304078
COLORADO,ARAPAHOE,0.3862548919965946
COLORADO,ARCHULETA,0.5810055865921788
COLORADO,BACA,0.8142127264282397
COLORADO,BENT,0.6165023352361183
COLORADO,BOULDER,0.220025300039332
COLORADO,BROOMFIELD,0.3811987582583778
COLORADO,CHAFFEE,0.4792
COLORADO,CHEYENNE,0.8393829401088929
COLORADO,CLEAR CREEK,0.4389703375383566
COLORADO,CONEJOS,0.47588264545002484
COLORADO,COSTILLA,0.3181818181818182
COLORADO,CROWLEY,0.7066142763588736
COLORADO,CUSTER,0.6722113502935421
COLORADO,DELTA,0.6941631923764146
COLORADO,DENVER,0.1889095138796813
COLORADO,DOLORES,0.7521912350597609
COLORADO,DOUGLAS,0.5470589176475608
COLORADO,EAGLE,0.35642072711414186
COLORADO,ELBERT,0.7325697834522469
COLORADO,EL PASO,0.5619013879178724
COLORADO,FREMONT,0.6882082555864015
COLORADO,GARFIELD,0.4961088024178315
COLORADO,GILPIN,0.43791946308724833
COLORADO,GRAND,0.5232883092687471
COLORADO,GUNNISON,0.3494475138121547
COLORADO,HINSDALE,0.5755517826825127
COLORADO,HUERFANO,0.4977531060005287
COLORADO,JACKSON,0.7305458768873403
COLORADO,JEFFERSON,0.4201415705328963
COLORADO,KIOWA,0.8514619883040936
COLORADO,KIT CARSON,0.8014586709886548
COLORADO,LAKE,0.39699906220693965
COLORADO,LA PLATA,0.40407704654895665
COLORADO,LARIMER,0.4257067047657924
COLORADO,LAS ANIMAS,0.546150448991609
COLORADO,LINCOLN,0.7766830870279147
COLORADO,LOGAN,0.7490228348076527
COLORADO,MESA,0.6410441322292764
COLORADO,MINERAL,0.5276073619631901
COLORADO,MOFFAT,0.8130268199233717
COLORADO,MONTEZUMA,0.610748172344066
COLORADO,MONTROSE,0.6788445199660152
COLORADO,MORGAN,0.6810200668896321
COLORADO,OTERO,0.5830572645527686
COLORADO,OURAY,0.4081570996978852
COLORADO,PARK,0.5889411538830758
COLORADO,PHILLIPS,0.7680102915951973
COLORADO,PITKIN,0.24232633279483037
COLORADO,PROWERS,0.7039473684210527
COLORADO,PUEBLO,0.46111690359331686
COLORADO,RIO BLANCO,0.8089855072463769
COLORADO,RIO GRANDE,0.5574629562703288
COLORADO,ROUTT,0.37394537394537397
COLORADO,SAGUACHE,0.40458553791887125
COLORADO,SAN JUAN,0.424901185770751
COLORADO,SAN MIGUEL,0.23862323862323861
COLORADO,SEDGWICK,0.7441348973607038
COLORADO,SUMMIT,0.31532088537158404
COLORADO,TELLER,0.674674605372473
COLORADO,WASHINGTON,0.8412001463593121
COLORADO,WELD,0.5659907847712438
COLORADO,YUMA,0.8035900647046545
CONNECTICUT,FAIRFIELD,0.38004173699992166
CONNECTICUT,HARTFORD,0.36418311770026346
CONNECTICUT,LITCHFIELD,0.5444366905441186
CONNECTICUT,MIDDLESEX,0.4385606607690919
CONNECTICUT,NEW HAVEN,0.4196450715819802
CONNECTICUT,NEW LONDON,0.4376173822938929
CONNECTICUT,TOLLAND,0.4416460012399256
CONNECTICUT,WINDHAM,0.5066013419121264
DELAWARE,KENT,0.49587120298131315
DELAWARE,NEW CASTLE,0.3259448685358873
DELAWARE,SUSSEX,0.590625235831258
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,0.040874744593083774
FLORIDA,ALACHUA,0.3642656586633067
FLORIDA,BAKER,0.8147854994459395
FLORIDA,BAY,0.711170571621328
FLORIDA,BRADFORD,0.7367333443544387
FLORIDA,BREVARD,0.5777501016673444
FLORIDA,BROWARD,0.31366150169901835
FLORIDA,CALHOUN,0.7654990955434962
FLORIDA,CHARLOTTE,0.624836574179758
FLORIDA,CITRUS,0.6832622333751568
FLORIDA,CLAY,0.703990308312125
FLORIDA,COLLIER,0.6172704331075186
FLORIDA,COLUMBIA,0.7095133591110182
FLORIDA,DESOTO,0.626548345350342
FLORIDA,DIXIE,0.8083865592890863
FLORIDA,DUVAL,0.4891944672344261
FLORIDA,ESCAMBIA,0.5824659438967922
FLORIDA,FLAGLER,0.5886649392205624
FLORIDA,FRANKLIN,0.685785536159601
FLORIDA,GADSDEN,0.3042554153665265
FLORIDA,GILCHRIST,0.8004750593824228
FLORIDA,GLADES,0.6882609694463588
FLORIDA,GULF,0.7307006718771425
FLORIDA,HAMILTON,0.6305860805860806
FLORIDA,HARDEE,0.6912831333245417
FLORIDA,HENDRY,0.5573549257759784
FLORIDA,HERNANDO,0.6287048488208452
FLORIDA,HIGHLANDS,0.6471347896510966
FLORIDA,HILLSBOROUGH,0.44652477997523676
FLORIDA,HOLMES,0.8789053323937045
FLORIDA,INDIAN RIVER,0.6076816358159707
FLORIDA,JACKSON,0.6775818639798489
FLORIDA,JEFFERSON,0.514061478090255
FLORIDA,LAFAYETTE,0.828125
FLORIDA,LAKE,0.5994767162182774
FLORIDA,LEE,0.5868237240365174
FLORIDA,LEON,0.353778297794021
FLORIDA,LEVY,0.7102345965455015
FLORIDA,LIBERTY,0.7715412621359223
FLORIDA,MADISON,0.5703703703703704
FLORIDA,MANATEE,0.5696532147207725
FLORIDA,MARION,0.6172467086433887
FLORIDA,MARTIN,0.6201510630361805
FLORIDA,MIAMI-DADE,0.3407443756605768
FLORIDA,MONROE,0.5156551626724422
FLORIDA,NASSAU,0.7352114489239814
FLORIDA,OKALOOSA,0.7128352585394874
FLORIDA,OKEECHOBEE,0.6852706364901486
FLORIDA,ORANGE,0.3573584732964166
FLORIDA,OSCEOLA,0.3587649601300943
FLORIDA,PALM BEACH,0.4112771238593334
FLORIDA,PASCO,0.5892908239646013
FLORIDA,PINELLAS,0.48578298669991854
FLORIDA,POLK,0.5537187757198028
FLORIDA,PUTNAM,0.6684784249781079
FLORIDA,ST. JOHNS,0.6496330046735134
FLORIDA,ST. LUCIE,0.49904506308263574
FLORIDA,SANTA ROSA,0.7446464185993504
FLORIDA,SARASOTA,0.5432479274260793
FLORIDA,SEMINOLE,0.48663826835515084
FLORIDA,SUMTER,0.6877975608165395
FLORIDA,SUWANNEE,0.7642559109874826
FLORIDA,TAYLOR,0.7459634015069968
FLORIDA,UNION,0.8022479803301721
FLORIDA,VOLUSIA,0.5481946877551568
FLORIDA,WAKULLA,0.6847762360758257
FLORIDA,WALTON,0.7657044326188424
FLORIDA,WASHINGTON,0.7742022230190032
GEORGIA,APPLING,0.7835139760410724
GEORGIA,ATKINSON,0.7195402298850575
GEORGIA,BACON,0.83681592039801
GEORGIA,BAKER,0.5381944444444444
GEORGIA,BALDWIN,0.4775999007197816
GEORGIA,BANKS,0.879426523297491
GEORGIA,BARROW,0.7263592567102547
GEORGIA,BARTOW,0.756283185840708
GEORGIA,BEN HILL,0.6298854447439353
GEORGIA,BERRIEN,0.8227617602427921
GEORGIA,BIBB,0.38409802543293503
GEORGIA,BLECKLEY,0.7476879774829112
GEORGIA,BRANTLEY,0.8835105538803365
GEORGIA,BROOKS,0.5841224747474747
GEORGIA,BRYAN,0.6939300072497199
GEORGIA,BULLOCH,0.5963422341602149
GEORGIA,BURKE,0.480269489894129
GEORGIA,BUTTS,0.7060121925583351
GEORGIA,CALHOUN,0.40987654320987654
GEORGIA,CAMDEN,0.6512882916247817
GEORGIA,CANDLER,0.7079457879351582
GEORGIA,CARROLL,0.680605607307178
GEORGIA,CATOOSA,0.7802070486227903
GEORGIA,CHARLTON,0.7348107569721115
GEORGIA,CHATHAM,0.40741203117476055
GEORGIA,CHATTAHOOCHEE,0.5402877697841727
GEORGIA,CHATTOOGA,0.7830828889966068
GEORGIA,CHEROKEE,0.719804003819962
GEORGIA,CLARKE,0.2827508004268943
GEORGIA,CLAY,0.44461901021209743
GEORGIA,CLAYTON,0.13617419959293123
GEORGIA,CLINCH,0.7034623217922606
GEORGIA,COBB,0.4622225446543276
GEORGIA,COFFEE,0.6890406036651096
GEORGIA,COLQUITT,0.7265120375807399
GEORGIA,COLUMBIA,0.665477348902584
GEORGIA,COOK,0.6894502228826151
GEORGIA,COWETA,0.6888492995384241
GEORGIA,CRAWFORD,0.7022797527047914
GEORGIA,CRISP,0.6055644302449414
GEORGIA,DADE,0.8091957705863505
GEORGIA,DAWSON,0.8414789630259244
GEORGIA,DECATUR,0.585261520513319
GEORGIA,DEKALB,0.16351661758118166
GEORGIA,DODGE,0.7163646739905836
GEORGIA,DOOLY,0.5055713915522156
GEORGIA,DOUGHERTY,0.3001730865139203
GEORGIA,DOUGLAS,0.4298209151685199
GEORGIA,EARLY,0.5333333333333333
GEORGIA,ECHOLS,0.8519458544839256
GEORGIA,EFFINGHAM,0.7619575411373518
GEORGIA,ELBERT,0.6625766871165644
GEORGIA,EMANUEL,0.6787531806615776
GEORGIA,EVANS,0.6653750345972875
GEORGIA,FANNIN,0.81544192346766
GEORGIA,FAYETTE,0.5753779981284783
GEORGIA,FLOYD,0.6967753120665742
GEORGIA,FORSYTH,0.7111615642276091
GEORGIA,FRANKLIN,0.829687132439426
GEORGIA,FULTON,0.2730307308219226
GEORGIA,GILMER,0.8202458310498708
GEORGIA,GLASCOCK,0.8884892086330936
GEORGIA,GLYNN,0.6278492834836412
GEORGIA,GORDON,0.8012553404715439
GEORGIA,GRADY,0.6570064039943558
GEORGIA,GREENE,0.6201988251242657
GEORGIA,GWINNETT,0.447685415023254
GEORGIA,HABERSHAM,0.8120421104475775
